,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count,status
0,1993-07-30,Rising Sun,40000000,107198790,125,"['Action', 'Drama', 'Thriller']","When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Connor and Web Smith are called in to investigate. Although Connor has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",A collision of East and West. A conspiracy of seduction and murder. A battle between tradition and power. Business is war.,[],"['Sean Connery', 'Wesley Snipes', 'Tia Carrere', 'Cary-Hiroyuki Tagawa', 'Harvey Keitel', 'Mako', 'Stan Egi', 'Kevin Anderson', 'Clyde Kusatsu', 'Ray Wise', 'Steve Buscemi', 'Tatjana Patitz', 'Daniel von Bargen', 'Stan Shaw', 'Peter Crombie', 'Sam Lloyd', 'Alexandra Powers', 'Amy Hill', 'Tony Ganios', 'Tylyn John', 'Shelley Michelle', 'Toshishiro Obata', 'Tamara Tunie', 'Tadashi Yamashita', 'Michael Leopard', 'Tom Dahlgren', 'Joey Miyashima', 'Nelson Mashita', 'James Oliver Bullock', 'Michael Kinsley', 'Eleanor Clift', 'Clarence Page', 'Pat Choate', 'Steve Clemons', 'Dan Butler', 'Michele Ruiz', 'Patricia Ayame Thomson', 'Larry O. Williams Jr.', 'Scot Anthony Robinson', 'Keith Leon Williams', 'Carl A. McGee', 'Quincy Adams Jr.', 'Cecil Brown', 'Meagen Fay', 'Max Grodénchik', 'Gunnar Peterson', 'Jessica Tuck', 'Masa Watanabe', 'Minnie Summers Lindsey', 'Paul Fujimoto', 'Kenji', 'Tak Kubota', 'Fumio Demura', 'Dennis Ota', 'Raymond Kitamura', 'Rita Weibel', 'Susan Iida', 'Seiichi Tanaka', 'John Koyama', 'Leo Lee']","['20th Century Fox', 'Walrus & Associates']",1,['US'],"['ja', 'en']",tt0107969,6.142,604,Released
1,1978-06-28,The Wild Geese,11600000,9884149,134,"['Action', 'War']","A British multinational company seeks to overthrow a vicious dictator in central Africa. It hires a band of (largely aged) mercenaries in London and sends them in to save the virtuous but imprisoned opposition leader who is also critically ill and due for execution. Just when the team has performed a perfect rescue, the multinational does a deal with the vicious dictator leaving the mercenary band to escape under their own steam and exact revenge.",,['Andrew V. McLaglen'],"['Roger Moore', 'Richard Harris', 'Hardy Krüger', 'Stewart Granger', 'John Kani', 'Jack Watson', 'Frank Finlay', 'Kenneth Griffith', 'Ronald Fraser', 'Barry Foster', 'Winston Ntshona', 'Percy Herbert', 'Ian Yule', 'Glyn Baker', 'Paul Spurrier', 'Rosalind Lloyd', 'David Ladd', 'Jeff Corey', 'Brook Williams', 'Valerie Leon', 'Leslie Schofield', 'Jane Hylton', 'Sydney Chama', 'Ken Gampu', 'Patrick Holt', 'Terence Longdon', 'Thomas Baptiste', 'Jules Walters', 'Fred Bryant', 'Anna Bergman', 'Suzanne Danielle', 'Christopher Chittell', 'Richard Burton']",['Richmond Productions'],1,"['GB', 'CH']",['en'],tt0078492,6.879,202,Released
2,2002-08-31,Ken Park,1300000,447741,97,['Drama'],"Ken Park focuses on several teenagers and their tormented home lives. Shawn seems to be the most conventional. Tate is brimming with psychotic rage; Claude is habitually harassed by his brutish father and coddled, rather uncomfortably, by his enormously pregnant mother. Peaches looks after her devoutly religious father, but yearns for freedom. They're all rather tight, or so they claim.",Who are you?,['Larry Clark'],"['James Ransone', 'Tiffany Limos', 'Stephen Jasso', 'James Bullard', 'Mike Apaletegui', 'Adam Chubbuck', 'Amanda Plummer', 'Wade Williams', 'Maeve Quinlan', 'Richard Riehle', 'Bill Fagerbakke', 'Julio Oscar Mechoso', 'Patricia Place', 'Harrison Young', 'Eddie Daniels', 'Ashley Crisp', 'Shanie Calahan']","['Lou Yi', 'Cinéa', 'Kasander Film Company', 'Busy Bee Productions']",1,['US'],['en'],tt0209077,5.83,418,Released
3,1988-09-17,Vampire's Kiss,2000000,725131,103,"['Comedy', 'Horror']","A publishing executive is visited and bitten by a vampire and starts exhibiting erratic behavior. He pushes his secretary to extremes as he tries to come to terms with his affliction. The vampire continues to visit and drink his blood, and as his madness deepens, it begins to look as if some of the events he's experiencing may be hallucinations.",Seduction. Romance. Murder. The things one does for love.,['Robert Bierman'],"['Nicolas Cage', 'María Conchita Alonso', 'Jennifer Beals', 'Elizabeth Ashley', 'Kasi Lemmons', 'Robert Lujan', 'Boris Leskin', 'John Michael Higgins', 'Amy Stiller', 'Jessica Lundy', 'Marc Coppola', 'David Hyde Pierce', 'David Holbrook', 'Debbie Rochon', 'Jill Gatsby', 'Johnny Walker']","['Hemdale Film Corporation', 'Magellan Pictures']",1,['US'],['en'],tt0098577,5.918,287,Released
4,1996-08-09,Jack,45000000,58620973,113,"['Family', 'Comedy', 'Drama']","Jack Powell suffers from an affliction that makes him grow four times faster than normal, so the 10-year-old looks like a 40-year-old man. After years of being tutored at home, Jack convinces his overprotective parents to send him to public school. The children don't know what to make of Jack, but with the help of his fifth-grade teacher, he makes an effort to win them over.",Jack Powell is about to tackle his biggest adventure ever... the fifth grade!,['Francis Ford Coppola'],"['Robin Williams', 'Diane Lane', 'Brian Kerwin', 'Jennifer Lopez', 'Bill Cosby', 'Fran Drescher', 'Adam Zolotin', 'Irwin Corey', 'Jurnee Smollett', 'Ashlee Lauren', 'Mario Yedidia', 'Michael McKean', 'Todd Bosley', 'Seth Smith', 'Don Novello', 'Allan Rich', 'Keone Young', 'Allison Whitbeck', 'Josh Kornbluth']","['American Zoetrope', 'Hollywood Pictures', 'Great Oaks Entertainment']",1,['US'],['en'],tt0116669,6.327,1062,Released
5,2004-05-05,Van Helsing,160000000,300257475,132,"['Horror', 'Adventure', 'Action']",Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,The One Name They All Fear.,[],"['Hugh Jackman', 'Kate Beckinsale', 'Richard Roxburgh', 'David Wenham', 'Shuler Hensley', 'Elena Anaya', 'Will Kemp', ""Kevin J. O'Connor"", 'Alun Armstrong', 'Silvia Colloca', 'Josie Maran', 'Tom Fisher', 'Samuel West', 'Robbie Coltrane', 'Stephen Fisher', 'Dana Morávková', 'Zuzana Durdinová', 'Jaroslav Vízner', 'Marek Vašut', 'Samantha Sommers', 'Dorel Mois', 'Marianna Mois', 'Laurence Racine', 'Patrice Wojciechowski', 'Martin Klebba', 'Ryan James']","['Universal Pictures', 'Stillking Films', 'Sommers Company, The']",2,"['CZ', 'US']","['en', 'la']",tt0338526,6.314,5006,Released
6,2012-10-25,Deadly Obsession,1,0,0,['Horror'],"A serial killer abducts a teenaged couple, takes them to his private torture chamber &amp; strips, tortures, rapes them. The girl escapes. When she tells her horror story to detectives, she is sabotaged by her mother who tells them not to believe her daughter's tall tale, ""She's a habitual liar.""",,['Shannon Richardson'],"['GiGi Erneta', 'Zoe Simpson', 'Heath Allyn', 'Maurice Ripke']",['Popcorn Productions'],1,['US'],['en'],tt2616454,4.0,1,Released
7,2008-11-21,RISEN,750000,0,90,"['Horror', 'Action', 'Mystery']",,,[],"['GiGi Erneta', 'Joe Thackery', 'Jason Harper', 'Mohammad Ahmed', 'Stephen Lee', 'Karim Irteimeh', 'Audrey Davis', 'Lucy Glockzin', 'Robert Works', 'Robby Allen']",['AdHoc Film Co-Op'],1,['US'],['en'],tt0454539,1.5,2,Released
8,2005-09-16,Venom,0,881779,85,"['Horror', 'Thriller']","A group of teenagers fear for their lives in the swamps of Louisiana, chased by Mr. Jangles, a man possessed by 13 evil souls, and now relentless in his pursuit of new victims.",He never hurt a soul until the day he died.,['Jim Gillespie'],"['Agnes Bruckner', 'Jonathan Jackson', 'Laura Ramsey', 'D.J. Cotrona', 'Rick Cramer', 'Meagan Good', 'Bijou Phillips', 'Stacey Travis', 'Davetta Sherwood', 'Deborah Duke', 'Method Man', 'James Pickens Jr.', 'Michael James Dukes', 'David Michel']","['Collision Entertainment', 'Outerbanks Entertainment', 'Dimension Films']",1,['US'],"['en', 'it']",tt0428251,5.491,273,Released
9,2007-04-11,Perfect Stranger,60795000,73090611,109,['Thriller'],"A journalist goes undercover to ferret out businessman Harrison Hill as her best friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",How Far Would You Go To Keep A Secret?,['James Foley'],"['Halle Berry', 'Bruce Willis', 'Giovanni Ribisi', 'Richard Portnow', 'Gary Dourdan', 'Florencia Lozano', 'Nicki Aycox', 'Kathleen Chalfant', 'Gordon MacDonald', 'Daniella van Graas', 'Paula Miranda', ""Patti D'Arbanville"", 'Clea Lewis', 'Amara Zaragoza', 'Gerry Becker', 'Jay Wilkison', 'Aaron Nauta', 'Jane Bradbury', 'Charles Thomas', 'Michael Tolan', 'Jason Antoon', 'Heidi Klum', 'Emma Heming', 'Christy Bella Joiner', 'Deirdre Lorenz']","['Columbia Pictures', 'Revolution Studios']",1,['US'],['en'],tt0457433,5.768,766,Released
