,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,2014-11-12,Поводир,722083,499168,120,"['History', 'Drama']",American boy Peter and blind minstrel Ivan are thrown together by fate amidst the turbulent mid-30s Soviet Ukraine.,,['Oles Sanin'],"['Anton Sviatoslav Greene', 'Stanislav Boklan', 'Oleksandr Kobzar', 'Jamala', 'Іrina Sanіna', 'Jeff Burrell', 'Fedir Stryhun', 'Eduard Bezrodnyy', 'Vladimir Belyaev', 'Oleg Primogenov', 'Andrij Bilous', 'Тарас Компаніченко', 'Taras Denysenko', 'Boris Georgievsky', 'Aleksandr Getmanskiy', 'Andrew Franchuk', 'Petro Panchuk', 'Vasyl Basha', 'Ігор Гнізділов', 'Vladimir Shpudejko', 'Sergey Malyuga', 'Василь Бендас', 'Veronika Shostak', 'Мирослав Юзефович', 'Софія Білаш', 'Borys Heorhiivskyi']",['Pronto Film'],1,['UA'],"['en', 'ru', 'uk']",tt3037582,8.2,21
1,2017-03-08,Kong: Skull Island,185000000,566652812,118,"['Action', 'Adventure', 'Fantasy']","Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",All hail the king,['Jordan Vogt-Roberts'],"['Tom Hiddleston', 'Samuel L. Jackson', 'John Goodman', 'Brie Larson', 'Jing Tian', 'Toby Kebbell', 'John Ortiz', 'Corey Hawkins', 'Jason Mitchell', 'Shea Whigham', 'Thomas Mann', 'Terry Notary', 'John C. Reilly', 'Marc Evan Jackson', 'Eugene Cordero', 'MIYAVI', 'Will Brittain', 'Richard Jenkins', 'Allyn Rachel', 'Robert Taylor', 'James M. Connor', 'Thomas Middleditch', 'Brady Novak', 'Peter Karinen', 'Brian Sacca', 'Joshua Funk', 'Glenn Kiwi Hall', 'Garreth Hadfield', 'Shannon Brimelow', 'Jon Quested', 'Korey Williams', 'Dat Phan', 'Cynthy Wu', 'Beth Kennedy', 'Nick Robinson', 'Kevin Kent', 'Ed Moy']","['Legendary Pictures', 'Tencent Pictures']",1,"['CN', 'US']","['en', 'vi']",tt3731562,6.507,9186
2,2014-10-10,Muumit Rivieralla,4700000,2200510,80,"['Animation', 'Comedy', 'Family']","The Moomins along with Little My and Snorkmaiden had a sea journey that after storms and desert island dangers leads the family to Riviera, the place that takes their unity to the test.",,['Xavier Picard'],"['Kris Gummerus', 'Maria Sid', 'Mats Långbacka', 'Alma Pöysti', 'Ragni Grönblom', 'Carl-Kristian Rundman', 'Christoffer Strandberg', 'Irina Björklund', 'C. G. Wenzel', 'Paavo Kerosuo', 'Katariina Lohiniva', 'Martin Bahne']","['Handle Productions', 'Pictak Cie']",1,"['FR', 'FI']",['fi'],tt2371399,5.774,30
3,2014-03-28,Ingen natt och ingen dag,1500,7000,42,['Drama'],"John is a successful businessman, at least on the surface. He's really suffering from a deep depression after the death of his loved one. He decides to take his life but on the way he meets Alex, a young girl who decides to stop him.",When life turns around,['Robin Sörbom'],"['Sofie Karlsson', 'Kenneth Åberg', 'Johannes Norlander', 'Julia Ekberg', 'Yasmine Östergren', 'Joel Petersson', 'Mats Lindgren', 'Jacob Stasai']",['Laterna Magica Film'],1,['SE'],['sv'],tt3454030,4.2,3
4,2015-08-06,The 33,25000000,24902723,120,"['Drama', 'History']","Based on the true story of the collapse of a mine in San Jose, Chile—that left 33 miners isolated underground for 69 days.",Hope Runs Deep,['Patricia Riggen'],"['Antonio Banderas', 'Rodrigo Santoro', 'Kate del Castillo', 'Juliette Binoche', 'James Brolin', 'Lou Diamond Phillips', 'Cote de Pablo', 'Naomi Scott', 'Jacob Vargas', 'Mario Casas', 'Adriana Barraza', 'Bob Gunton', 'Gabriel Byrne', 'Oscar Nunez', 'Juan Pablo Raba', 'Paulina García', 'Anderson Cooper', 'Jorge Diaz', 'Tenoch Huerta', 'Ariel Sierra', 'Luis Alberto Aracena', 'Juan Pablo Auger', 'Don Francisco', 'Elizabeth De Razzo', 'Cristián Campos', 'Marco Antonio Treviño', 'Alejandro Goic', 'Diego Noguera', 'Francisca Concha', 'Trinidad González', 'Fernanda Ramírez', 'Orlando Alfaro', 'Felipe Álvarez', 'Monserrat Álvarez', 'Leonardo Farkas']","['Warner Bros. Pictures', 'Alcon Entertainment', 'Fox International Productions', 'Phoenix Pictures', 'Fabula', 'Half Circle', 'Gobierno de Colombia', 'Los 33', 'Dynamo']",1,"['CL', 'CO', 'ES', 'US']","['es', 'en']",tt2006295,6.346,835
5,2016-02-09,Deadpool,58000000,783100000,108,"['Action', 'Adventure', 'Comedy']","The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",Witness the beginning of a happy ending.,['Tim Miller'],"['Ryan Reynolds', 'Morena Baccarin', 'Ed Skrein', 'T.J. Miller', 'Gina Carano', 'Leslie Uggams', 'Brianna Hildebrand', 'Karan Soni', 'Jed Rees', 'Stefan Kapičić', 'Randal Reeder', 'Isaac C. Singleton Jr.', 'Michael Benyaer', 'Style Dayne', 'Kyle Cassie', 'Taylor Hickson', 'Ayzee', 'Naika Toussaint', 'Justyn Shippelt', 'Donna Yamamoto', 'Hugh Scott', 'Cindy Piper', 'Em Haine', 'Aatash Amir', 'Chad Riley', 'Paul Belsito', 'Darcey Johnson', 'Kyle Rideout', 'Jason William Day', 'Ben Wilkinson', 'Rachel Sheen', 'Paul Lazenby', 'Rob Hayter', 'Andre Tricoteux', 'Victoria De Mare', 'Heather Ashley Chase', 'Olesia Shewchuk', 'Fabiola Colmenero']","['20th Century Fox', ""The Donners' Company"", 'Genre Films']",1,['US'],['en'],tt1431045,7.601,27498
6,2016-05-12,곡성,10951000,49851770,156,"['Horror', 'Mystery']",A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,Never be tempted.,['Na Hong-jin'],"['Kwak Do-won', 'Hwang Jung-min', 'Chun Woo-hee', 'Jun Kunimura', 'Kim Hwan-hee', 'Heo Jin', 'Jang So-yeon', 'Kim Do-yoon', 'Jo Han-chul', 'Son Kang-gook', 'Park Sung-yeon', 'Bae Yong-geun', 'Kim Ki-chun', 'Yoo Soon-woong', 'Lee Yong-nyeo', 'Hwang Suk-jung', 'Moon Chang-gil', 'Lee Jung-eun', 'Jeon Bae-soo', 'Jo Yeon-hee', 'Lee Seon-hee']","['Fox International Productions', 'Korean Film Council', 'Ivanhoe Pictures', '20th Century Fox Korea', 'Side Mirror']",1,"['KR', 'US']","['ja', 'ko']",tt5215952,7.3,1329
7,2016-11-10,Billy Lynn's Long Halftime Walk,40000000,30930984,113,"['Drama', 'War']",19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.,"To walk the path of a hero, you have to see how it all began.",['Ang Lee'],"['Joe Alwyn', 'Kristen Stewart', 'Chris Tucker', 'Garrett Hedlund', 'Vin Diesel', 'Steve Martin', 'Makenzie Leigh', 'Ismael Cruz Córdova', 'Arturo Castro', 'Ben Platt', 'Deirdre Lovejoy', 'Tim Blake Nelson', 'Beau Knapp', 'Bruce McKinnon', 'Astro', 'Gregory Alan Williams', 'Bo Mitchell', 'Ric Reitz', 'Barney Harris', 'Laura Lundy Wheale', 'Allen Daniel', 'Randy Gonzalez', 'Matthew Barnes', 'Austin McLamb', 'Mason Lee', 'Tommy McNulty', 'Markina Brown', 'Eric Kan', 'Dana Barrett', 'Richard Sherman', 'J.J. Watt', 'Christopher Matthew Cook', 'Kristin Erickson', 'Brad Mills', 'Genevieve Adams', 'David Ramsey', 'Matthew Brady', 'Holly Morris', 'Alan Gilmer', 'Andy Glen', 'Brandin Jenkins', 'Chesta Drake', 'Cooper Andrews', 'Katie Deal', 'Tatom Pender', 'Katrina Pettiford', 'Erin Moore', 'Elizabeth Chestang', 'Kellie Pickler', 'Marc Inniss', 'Fajer Kaisi', 'Antonio Badrani', 'Badia Obaid', 'Leila Kadiri', 'Mansour Badri', 'Azim Rizk', 'Jay Peterson', 'Zaydun Khalaf', 'Phil Armijo', 'Stevie Baggs Jr.', 'Adrienne Ballenger', 'Paul Barlow Jr.', 'Alexandra Bartee', 'Ashley Lyn Blair', 'Brooke Borba', 'Claire Bronson', 'Bricine Brown', 'Amanda Burke Buczek', 'Jordanne Calvin', 'Todd Chapman', 'Chuck Clark', 'Alex Coker', 'Jameson Jamey Copeland', 'Xavier Cortes', 'Erin Dangler', 'Patrick Darcey', 'Deena Dill', 'Sydney Durso', 'Angela Everhart', 'Gregory Fears', 'DeRon Ford', 'Courtland Fuller', ""Gabriel 'G-Rod' Rodriguez"", 'Fred Galle', 'Marion Guyot', 'Jas Hardy', ""De'Adrian Harmon"", 'Jon Hartley', 'Robert Hendren', 'Walter Hendrix III', 'Danni Heverin', 'Dennis Hill', 'Terayle Hill', 'Geoffrey Howard', 'Billy James', 'Dale Anthony Jennings', 'Racquel Bianca John', 'Kendall Kiker', 'Brian Kim', 'Alex Kramer', 'Avery Laraki', 'Roy Larsen', 'John Lobato', 'Adrian Lockett', 'Shannon Long', 'Luke Loveless', 'Zamadia Lyles', 'Shaun Michael Lynch', 'Eric Maldonado', 'Asia Diamond Mason', 'Ronny Mathew', 'Trey McGriff', 'Jock McKissic', 'Dana Clark McPherson', 'Matt Mercurio', 'Gary Miller', 'Michael Montgomery', 'Ricky Muse', ""Tommy O'Brien"", 'Afsheen Olyaie', 'George Pringle', 'Shuntel Renay', 'Kristin McKenzie', 'Chan Ta Rivers', 'Giovanni Rodriguez', 'Joel Rogers', 'Kourtney Shales', 'Jack Teague', 'Kenneth Tipton', 'Jordan Verroi', 'Steve Warren', 'Erick Wofford', 'Brian Wyatt', 'Jesse Yarborough', 'Jonathan Yaskoff', 'Jay Busbee']","['TriStar Pictures', 'Marc Platt Productions', 'Film4 Productions', 'The Ink Factory', 'Bona Film Group', 'Studio 8']",1,"['CN', 'GB', 'US']",['en'],tt2513074,5.98,487
8,2017-06-16,Kidnap,21000000,30718107,95,"['Drama', 'Thriller']",A mother (in her Minivan) stops at nothing to recover her kidnapped son.,Vengeance is Mom,['Luis Prieto'],"['Halle Berry', 'Sage Correa', 'Chris McGinn', 'Lew Temple', 'Jason George', 'Christopher Berry', 'Arron Shiver', 'Kurtis Bedford', 'Dana Gourrier', 'Carmella Riley', 'Kristin McKenzie', 'Ritchie Montgomery', 'Kurt Krause', 'Lucky Johnson', 'Michelle DeVito', 'Molly Conarro', 'Malea Rose', 'Patrick Kearns', 'Erica Curtis', 'Kerry Sims', 'Andy Wagner', 'Brice Fisher', 'Jennie Ventriss', 'Timothy Fannon']","['Ingenious Media', 'Di Bonaventura Pictures', 'Gold Star Films', 'Lotus Entertainment', '606 Films', 'Well Go USA Entertainment', 'Rumble Entertainment']",1,"['GB', 'US']",['en'],tt1458169,6.179,1149
9,2015-04-16,The Age of Adaline,25000000,65663276,112,"['Romance', 'Fantasy', 'Drama']","After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",Love is timeless.,['Lee Toland Krieger'],"['Blake Lively', 'Michiel Huisman', 'Harrison Ford', 'Ellen Burstyn', 'Kathy Baker', 'Amanda Crew', 'Lynda Boyd', 'Richard Harmon', 'Fulvio Cecere', 'Anjali Jay', 'Hiro Kanagawa', 'Peter J. Gray', 'Izabel Pearce', 'Cate Richardson', 'Jane Craven', 'Noel Johansen', 'Aaron Craven', 'Primo Allon', 'Darren Dolynski', 'Chris William Martin', 'Mark Ghanimé', 'Shaker Paleja', 'Daniel Bacon', 'Barclay Hope', 'Robert Moloney', 'Lane Edwards', 'Hugh Ross', 'Toby Levins', 'Anthony Ingruber', 'Keith McCafferty', 'Serge Houde', 'Alison Wandzura', 'Demord Dann', 'Grace Chin', 'Dee Jay Jackson']","['Lakeshore Entertainment', 'Sidney Kimmel Entertainment', 'Lionsgate']",1,['US'],['en'],tt1655441,7.455,5705
