,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,2015-02-10,Accidental Love,26000000,24487,100,"['Romance', 'Comedy']","A small town waitress gets a nail accidentally lodged in her head causing unpredictable behavior that leads her to Washington, DC.  Sparks fly when she meets a clueless young senator who takes up her cause - but what happens when love interferes with what you stand for?",Sometimes you nail love. Sometimes it nails you.,['David O. Russell'],"['Jake Gyllenhaal', 'Jessica Biel', 'James Marsden', 'Catherine Keener', 'Paul Reubens', 'Kirstie Alley', 'James Brolin', 'Tracy Morgan', 'Malinda Williams', 'Kurt Fuller', 'David Ramsey', 'Michael Harding', 'Olivia Crocicchia', 'Conrad Goode', 'Bill Hader', 'Albert Gore III', 'Raymond L. Brown Jr.', 'Cheryl McConnell']","['Persistent Entertainment', 'Kjam Media', 'Vocal Yokels']",1,['US'],['en'],tt1137470,4.196,284
1,2016-07-07,Mike and Dave Need Wedding Dates,33000000,77068246,98,['Comedy'],"Mike and Dave are young, adventurous, fun-loving brothers who tend to get out of control at family gatherings. When their sister Jeanie reveals her Hawaiian wedding plans, the rest of the Stangles insist that the brothers bring respectable dates. After placing an ad on Craigslist, the siblings decide to pick Tatiana and Alice, two charming and seemingly normal women. Once they arrive on the island, however, Mike and Dave realize that their companions are ready to get wild and party.",They needed hot dates. They got hot messes.,['Jake Szymanski'],"['Zac Efron', 'Adam DeVine', 'Anna Kendrick', 'Aubrey Plaza', 'Sam Richardson', 'Stephen Root', 'Sugar Lyn Beard', 'Branscombe Richmond', 'Marc Maron', 'Jake Johnson', 'Kumail Nanjiani', 'Eugene Cordero', 'Mary Holland', 'Nicole Byer', 'Stephanie Allynne', 'Chloe Bridges', 'Stephanie Faracy', 'Alice Wetterlund', 'Lavell Crawford', 'Erik Griffin', 'Wendy Williams', 'Kyle Smigielski', 'Andrea Miceli', 'Nancy Miceli', 'Christina Souza', 'Olga Kalashnikova', 'Ashley Hobbs', 'Julia Fae', 'Andrea Russett', 'Danielle Zalopany', 'Tabitha Humphrey', 'Bob Turton', 'Jennie Pierson', 'Hilty Bowen', 'Tanisha Long', 'Cass Buggé', 'Ayden Mayeri', 'Liberte Chan', 'Sandra Davis', 'Jessika Van', 'Don Pomes', 'Sally Jackson', 'Rory Hart', 'Katherine Klosterman', 'Michael C. Price', 'Paula Fuga', 'John Cruz', ""Henry Kapono Ka'aihue"", 'Brother Noland', 'Kimee Balmilero', 'Margo Kazaryan']","['20th Century Fox', 'Chernin Entertainment', 'TSG Entertainment']",1,['US'],['en'],tt2823054,6.1,2235
2,2017-12-20,The Greatest Showman,84000000,432844677,105,['Drama'],"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",The impossible comes true.,['Michael Gracey'],"['Hugh Jackman', 'Zac Efron', 'Michelle Williams', 'Rebecca Ferguson', 'Zendaya', 'Keala Settle', 'Yahya Abdul-Mateen II', 'Natasha Liu Bordizzo', 'Paul Sparks', 'Sam Humphrey', 'Austyn Johnson', 'Cameron Seely', 'Eric Anderson', 'Ellis Rubin', 'Skylar Dunn', 'Daniel Everidge', 'Radu Spinghel', 'Yusaku Komori', 'Danial Son', 'Will Swenson', 'Linda Marie Larson', 'Byron Jennings', 'Betsy Aidem', 'Damian Young', 'Tina Benko', 'Fredric Lehne', 'Kathryn Meisle', 'Timothy Hughes', 'Gayle Rankin', 'Arnie Burton', 'Carly Adams', 'Sawyer Niehaus', 'Shuler Hensley', 'Will Erat', ""James Andrew O'Connor"", 'Jamie Jackson', 'Morgan Weed', 'Henry Stram', 'Michael Barra', 'Shannon Freyer', 'Kevin Dwane', 'Sandi DeGeorge', 'Tony Neil Butler', 'Frances Emily Schramm', 'Kenneth Wong Chan', 'Stacey Alyse Cohen', 'Tim Wilson', 'Jonathon Culver', 'Jillian Braithwaite', 'Adam Haas Hunter', 'Bob Rumnock', 'Ben Reed', 'Martha Nichols', 'Jonathan Redavid', 'Shannon Holtzapffel', 'Jeremy Hudson', 'Taylor James', 'Chelsea Caso', 'Caoife Coleman', 'Mishay Petronelli', 'Khasan Brailsford', 'Alex Wong', 'Julius Anthony Rubio', 'Vincent-Olivier Noiseux', 'DeAnna Walters', 'Jessica Castro', 'Najla Gilliam', 'Christina Glur', 'Emerson Tate Alexander', 'Victoria Llodra', 'Louise Hindsbo', 'Laci Justice', 'GiaNina Paolantonio', 'Rachel Quiner', 'Madison Smith', 'Brando', ""Daniel 'Cloud' Campos"", 'Rod Roberts', 'James Babson', 'Isaac Eshete']","['20th Century Fox', 'Chernin Entertainment', 'TSG Entertainment']",1,['US'],['en'],tt1485796,7.929,8359
3,2016-06-24,Free State of Jones,50000000,25035950,140,"['Action', 'Drama', 'History', 'War']","In 1863, Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery, Knight would rather help the wounded than fight the Union. After his nephew dies in battle, Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers, Knight leads a rebellion that would forever change history.",,['Gary Ross'],"['Matthew McConaughey', 'Gugu Mbatha-Raw', 'Mahershala Ali', 'Keri Russell', 'Jacob Lofland', 'Sean Bridgers', 'Brad Carter', 'Jane McNeill', 'Gary Grubbs', 'Christopher Berry', 'Joe Chrest', 'David Jensen', 'Kurt Krause', 'Carlton Caudle', 'Martin Bats Bradford', 'Matt Lintz', 'Kerry Cahill', 'Jessica Collins', 'Juan Gaspard', 'Liza J. Bennett', 'David Maldonado', 'Serenity Neil', 'Lawrence Turner', 'Lara Grice', 'Wayne Pére', 'Jim Klock', 'Emily Bossak', 'P.J. Marshall', 'Ritchie Montgomery', 'Mattie Liptak', 'Jill Jane Clements', 'Thomas Francis Murphy', 'Johnny McPhail', 'Bill Tangradi', 'William Mark McCullough', 'Sam Malone', 'Kylen Davis', 'Will Beinbrink', 'Troy Hogan', 'Cy Parks', 'Dane Rhodes', 'Lucy Faust', 'Stella Allen', 'Cade Mansfield Cooksey', 'Tahj Vaughans', 'Brian Lee Franklin']","['Larger Than Life Productions', 'Huayi Brothers Pictures', 'IM Global', 'Bluegrass Films', 'STX Entertainment', 'Vendian Entertainment', 'Route One Entertainment', 'Union Investment Partners', 'Rahway Road Productions']",1,['US'],['en'],tt1124037,6.717,1284
4,2017-06-23,The Bad Batch,6000000,180851,119,"['Drama', 'Horror', 'Science Fiction']",Arlen is sent to a fenced-off wasteland where undesirables are exiled to when she is kidnapped by a group of cannibals. She escapes and ends up on a journey to reunite a missing girl with her father.,Don’t play with your food.,['Ana Lily Amirpour'],"['Suki Waterhouse', 'Jason Momoa', 'Keanu Reeves', 'Giovanni Ribisi', 'Yolonda Ross', 'Jayda Fink', 'Cory Roberts', 'Jim Carrey', 'Aye Hasegawa', 'Louie Lopez Jr.', 'E.R. Ruiz', 'Joni Podesta', 'Almayvonne', 'Danielle Orner', 'Mandy Pursley', 'Alina Aliluykina', 'Ashleigh Biller', 'Irene Guindal', 'Nina Mansker', ""Emily O'Brien"", 'DaLaura Patton', 'Lana Walling', 'Ndea Williams', ""Eamon O'Rourke"", 'Diego Luna']","['Annapurna Pictures', 'Vice Studios']",1,['US'],['en'],tt4334266,5.246,903
5,2003-06-20,सुपारी,578861,361618,143,"['Action', 'Crime', 'Drama']","Four best friends end up owing 500,000 rupees to Mamta Sekhri, a woman involved in various underworld activities. The friends are forced to kill for money (an act called) ""Supari"" to pay their debt. But things begin to change when the men realize that in this game of Supari, they are not just hunters but also the hunted.",Your time starts now,['Padam Kumar'],"['Uday Chopra', 'Rahul Dev', 'Nandita Das', 'Purab Kohli', 'Nauheed Cyrusi', 'Irrfan Khan', 'Akashdeep Saigal']",[],1,[],['hi'],tt0362204,0.0,0
6,2005-12-26,Jayne Middlemiss: Love Yoga,20000,20000,158,['Documentary'],"Popular TV presenter Jayne Middlemiss fronts this yoga fitness guide, designed to sculpt, shape and tone your body as well as enhance overall well being. Two separate routines ease the viewer into the programme, before building on core skills.  The toned TV presenter and participant of 'Celebrity Love Island' reveals the secrets to how she maintains her amazing body in this unique and inspirational fitness DVD.  Love Yoga is a unique Ashtanga based free flowing routine devised by world renowed Yoga instructor Ryan Spielman, designed to sculpt, shape and tone your body as well as enhance your overall sense of well being.  Love Yoga's innovative program includes two separate routines with Level 1 specifically for beginners and Level 2 designed for the more advanced.","The ultimate yoga workout to sculpt, shape and tone your body.",[],"['Jayne Middlemiss', 'Ryan Spielman']",['Momentum Pictures'],1,['GB'],['en'],,5.0,1
7,2015-05-15,बॉम्बे वेलवेट,18000000,1500000,151,"['Crime', 'Thriller']","An ordinary man, who goes against all odds to forge his own destiny and become a star in the glittering sky of 'Bombay,' thriving on jazz and violence.",,['Anurag Kashyap'],"['Ranbir Kapoor', 'Anushka Sharma', 'Kay Kay Menon', 'Satyadeep Misra', 'Manish Choudhary', 'Vivaan Shah', 'Siddhartha Basu', 'Raveena Tandon', 'Vicky Kaushal']","['Phantom Films', 'Star Studios']",1,['IN'],['hi'],tt2979920,5.5,36
8,2016-06-29,The Purge: Election Year,10000000,118587880,105,"['Action', 'Horror', 'Thriller']","Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",Keep America great,['James DeMonaco'],"['Elizabeth Mitchell', 'Frank Grillo', 'Mykelti Williamson', 'Betty Gabriel', 'Joseph Julian Soria', 'Raymond J. Barry', 'Edwin Hodge', 'Kyle Secor', 'Ethan Phillips', 'Terry Serpico', 'David Aaron Baker', 'Kimberly Howe', 'Roman Blat', 'J. Jewels', 'Barry Nolan', 'Liza Colón-Zayas', 'Adam Cantor', 'Christopher James Baker', 'Jared Kemp', 'Brittany Mirabile', 'Naeem Duren', 'Naheem Garcia', 'Steven Barkhimer', 'Tom Kemp', 'Portland Helmich', 'George Lee Miles', 'Antoine Coetzee', 'Drew Cooper', 'Johnnie Mae', 'Tom Paolino', 'Emily Petta', 'Alexander Cook', 'Juani Feliz', 'Jamal Peters', 'Matt Walton', 'Thomas Kee', 'Lonnie Farmer', 'Christy Coco', 'Darcie Fisher', 'Alexander Schuler', 'Lindsey Pires', 'Emily Smith', 'Kt Baldassaro', 'Christopher Cagle', 'Terry Conforti', 'Kevin DeCoste', 'Pamela Figueiredo', 'John Franchi', 'London Hall', 'Jay Hieron', 'Arthur Hiou', 'Rosemary Howard', 'Ian Dylan Hunt', 'Hashim Lafond', 'Jordan Lloyd', 'Alex Madera', 'Wayne Malm Jr.', 'Stephanie McIntyre', 'Tanja Melendez Lynch', 'Malcolm C. Murray', 'Nick Principe', 'Lexie Roth', 'Melanie Blake Roth', 'Stephanie Ann Saunders', 'Dora Winifred', 'Cindy Robinson']","['Universal Pictures', 'Why Not Productions', 'Platinum Dunes', 'Blumhouse Productions']",3,"['FR', 'US']",['en'],tt4094724,6.408,4649
9,2014-06-26,Crazy Bitches,3,2,100,"['Comedy', 'Horror']","7 girls and 1 fab gay guy plan a getaway to a remote ranch for a week of gossip and grub. They start off where they always do, old rivalries in place, extreme vanity covering great insecurities, but with a true love for each other underneath the bickering, sniping and sassing. A number of drinks into night one and a dark secret is revealed. The house they rented is the site of a mass murder of teenage girls 15 years earlier. Blood still stains the floors under replacement carpets. The killer still runs free. The girls take it for what it seems - a fun story for a rainy night by a roaring fire. But after one of them disappears and is discovered dead, the story doesn't seem so fun anymore. 1 by 1, they die, killed by their own vanity. The fun-filled week turns into a race against death. Who will make it out alive?",,['Jane Clark'],"['Samantha Colburn', 'Cathy DeBuono', 'Andy Gala', 'Liz McGeever']",[],1,[],['en'],tt2384022,4.1,16
