,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,2018-03-30,کیک,350000,850000,125,"['Drama', 'Romance', 'Mystery', 'Comedy']",A woman who takes care of her aging parents and their land is joined by her sister when their parents' health worsens.,,['Asim Abbasi'],"['Aamina Sheikh', 'Sanam Saeed', 'Adnan Malik', 'Faris Khalid', 'Mohammad Ahmad', 'Mikaal Zulfiqar', 'Beo Raana Zafar', 'Gianbruno Spena', ""Bob D'Erlanger"", 'Hira Hussain']","['Indus Takies', 'ZAB Films']",1,"['PK', 'GB']","['sd', 'ur']",tt7715988,6.7,9
1,,10 INSANE World Records OF ALL TIME,10,17,8,[],Some Unbelievable Scenes All time over the worl,"Harmful,Risk",[],[],[],1,[],[],,0.0,0
2,2021-11-04,Red Notice,160000000,178143,118,"['Action', 'Comedy', 'Crime', 'Thriller']","An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",Pro and cons.,['Rawson Marshall Thurber'],"['Dwayne Johnson', 'Ryan Reynolds', 'Gal Gadot', 'Ritu Arya', 'Chris Diamantopoulos', 'Ivan Mbakop', 'Vincenzo Amato', 'Rafael Petardi', 'Seth Michaels', 'Sebastien Large', 'Guy Nardulli', 'Andrew Hunter', 'George Tsai', 'Anthony Belevtsov', 'Daniel Bernhardt', 'Yosef Podolski', 'Alexander Perkins', 'Joseph A. Garcia', 'Nathan Theis', 'Tom Choi', 'Nick Arapoglou', 'Robert Clotworthy', 'Martin Harris', 'Ethan Herschenfeld', 'Ed Sheeran', 'Steve Eifert']","['Flynn Picture Company', 'Seven Bucks Productions', 'Bad Version']",1,['US'],"['en', 'id', 'it', 'ru']",tt7991608,6.795,4276
3,2019-02-13,Happy Death Day 2U,9000000,25327500,100,"['Comedy', 'Horror', 'Science Fiction']","Collegian Tree Gelbman wakes up in horror to learn that she's stuck in a parallel universe. Her boyfriend Carter is now with someone else, and her friends and fellow students seem to be completely different versions of themselves. When Tree discovers that Carter's roommate has been altering time, she finds herself once again the target of a masked killer. When the psychopath starts to go after her inner circle, Tree soon realizes that she must die over and over again to save everyone.",Death makes a killer comeback.,['Christopher Landon'],"['Jessica Rothe', 'Israel Broussard', 'Ruby Modine', 'Suraj Sharma', 'Rachel Matthews', 'Phi Vu', 'Sarah Yarkin', 'Kenneth Israel', 'Steve Zissis', 'Charles Aitken', 'Laura Clifton', 'Missy Yager', 'Jason Bayle', 'Caleb Spillyards', 'Blaine Kern III', 'Jimmy Gonzales', 'Tenea Intriago', 'Tran Tran', 'Rob Mello', 'Peter Jaymes Jr.', 'James W. Evermore', 'Johnny Ballance', 'Lindsey G. Smith']","['Blumhouse Productions', 'Digital Riot Media']",2,['US'],['en'],tt8155288,6.326,2901
4,2019-12-04,Jumanji: The Next Level,125000000,800059707,123,"['Adventure', 'Comedy', 'Fantasy']","As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",,['Jake Kasdan'],"['Dwayne Johnson', 'Kevin Hart', 'Jack Black', 'Karen Gillan', 'Awkwafina', 'Nick Jonas', 'Alex Wolff', 'Morgan Turner', 'Madison Iseman', ""Ser'Darius Blain"", 'Danny DeVito', 'Danny Glover', 'Rhys Darby', 'Colin Hanks', 'Rory McCann', 'Marin Hinkle', 'Vince Pisani', 'Dorothy Steel', 'Dania Ramirez', 'Derek Russo', 'Nick Gomez', 'Morgan Brown', 'Deobia Oparei', 'Leslie Simms', 'John Ross Bowie', 'Lucy DeVito', 'Bebe Neuwirth', 'Lamorne Morris', 'Darin Ferraro', 'Sal Longobardo', 'Massi Furlan', 'Michael Beasley', 'Charles Green', 'James William Ballard', 'Marque Hernandez', 'Kodai Yamaguchi', 'Ashley Scott', 'Melissa Kennemore', 'Jennifer Patino', 'Madison Johnson', 'Javier Villamil', 'Anthony Neves', 'John David Bulla', 'Ryan Cheeseman', 'Cruz Abelita', 'Sheril Rodgers']","['Columbia Pictures', 'Matt Tolmach Productions', 'Seven Bucks Productions', 'The Detective Agency']",3,['US'],['en'],tt7975244,6.952,7253
5,2019-11-08,Honey Boy,3500000,3400977,94,['Drama'],"The story of a child star attempting to mend his relationship with his law-breaking, alcohol-abusing father over the course of a decade, loosely based on Shia LaBeouf’s life.",sweet as honey.,"[""Alma Har'el""]","['Shia LaBeouf', 'Lucas Hedges', 'Noah Jupe', 'Byron Bowers', 'Laura San Giacomo', 'FKA Twigs', 'Natasha Lyonne', 'Maika Monroe', 'Clifton Collins Jr.', 'Martin Starr', 'Dorian Brown Pham', 'Craig Stark', 'Sandra Rosko', 'Greta Jung', 'Kara C. Roberts', 'Giovanni Lopes', 'Paulina Lule', 'Eli Santana', 'Ludwig Manukian', 'Chala Savino', 'Leana Chavez', 'Graham Clarke', 'Zack Whyel', 'Ben Maccabee', 'Kingston Vernes', 'Bryan Sapphire', 'Haylee Sanchez', 'Autumn Barlow', 'Al Burke']","['Automatik Entertainment', 'Red Crown Productions', 'Amazon Studios', 'Delirio Films', 'Stay Gold Features', 'Kindred Spirit']",1,['US'],['en'],tt8151874,7.107,547
6,2019-05-10,Братство,4302540,731827,112,"['Drama', 'Action', 'War']",1988-1989. The end of the Soviet-Afghan war. The USSR begins its withdrawal from Afghanistan. Soviet General Vasiliev's son - a pilot named Alexander gets kidnapped by the mujahideen after his airplane crashes. As a result the 108th motorized infantry division's long awaited return home gets put on hold for one last mission: bring the General's son back. Based on true events the previously untold story of the courageous and tragic withdrawal campaign (through the Salang pass) reveals the danger the horror and the complexity of human nature during wartime.,The war is over. Not their mission.,['Pavel Lungin'],"['Kirill Pirogov', 'Yan Tsapnik', 'Vitaly Kishchenko', 'Fyodor Lavrov', 'Oleg Vasilkov', 'Anton Momot', 'Mikhail Kremer', 'Kirill Ermichev', 'Roman Kolotukhin', 'Vasiliy Butkevich', 'Arslan Murzabekov', 'Anton Kuznetsov', 'Dilovar Nigmatov', 'Evgeny Zelensky', 'John Bakhanbaev', 'Aleksandr Kuznetsov', 'Evgeny Sangadzhiev', 'Parviz Pulodi', 'Mukhammad Ali', 'Radzhabali Khuseynov', 'Vyacheslav Shikhaleev']","['Pavel Lungin Studios', 'Cinema Fund', 'Germes Film']",1,['RU'],['ru'],tt8615732,6.9,70
