,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,2006-12-01,Guadalupe,1490641,1499149,90,"['Drama', 'Documentary']","Jose Maria and his sister Mercedes are archaeologists who have been given a grant to study the story of Our Lady of Guadalupe, whom Juan Diego, an ordinary man living near the hill of Tepeyac, witnessed in December 1531.",,['Santiago Parra'],"['Angélica Aragón', 'Pedro Armendáriz Jr.', 'Eric del Castillo', 'José Carlos Ruiz']",[],1,[],['es'],tt0887259,5.0,6
1,2014-06-26,Да и да,600000,25574,115,['Drama'],"Sasha is a young girl living in a block flat with her family in Moscow. Once she falls in love with Antonin, a bohemian artist and hard drinker. Their short love affair is pulling her down, to the bottom of her subconscious. Overwhelmed with beautiful and frightening visions, she starts to paint - violently, until she can stand on her feet.",The Rose In My Heart,['Valeriya Gay Germanika'],"['Agniya Kuznetsova', 'Alexander Vinogradov', 'Vladimir Dubosarsky', 'Alexandr Gorchilin', 'Oksana Zemlyanikova', 'Yury Trubin', 'Larisa Baranova', 'Nikolay Sheptulin', 'Yuliya Yablonskaya', 'Oleg Topolyansky', 'Mikhail Vivisektor', 'Sergey Kagadeev', 'Mikhail Efimov', 'Vera Sazhina', 'Nikolay Palazhchenko', 'Elena Papanova', 'Iossif Bakschtein', 'Dmitriy Mezhevich', 'Tatyana Titova', 'Albina Tikhanova', 'Fyodor Lavrov']","['Art Pictures Studio', 'VVP-Alyans']",1,['RU'],['ru'],tt2664108,4.1,11
2,2015-12-25,Short Movie 2,83294,234557,0,['Comedy'],,,[],"['Ricardo Ferllen', 'Ramiro Angulo', 'Ramiro Angulo', 'Ramiro Angulo']",[],1,[],['es'],tt3598252,0.0,0
3,2018-05-15,Solo: A Star Wars Story,250000000,392952373,135,"['Science Fiction', 'Adventure', 'Action']","Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.",Never tell him the odds.,['Ron Howard'],"['Alden Ehrenreich', 'Joonas Suotamo', 'Woody Harrelson', 'Emilia Clarke', 'Donald Glover', 'Thandiwe Newton', 'Phoebe Waller-Bridge', 'Paul Bettany', 'Jon Favreau', 'Erin Kellyman', 'Linda Hunt', 'Ian Kenny', 'John Tui', 'Anna Francolini', 'Andrew Woodall', 'Warwick Davis', 'Shaquille Ali-Yebuah', 'Eben Figueiredo', 'Aaron Heffernan', 'Hal Fowler', 'Damian Farrell', 'Charlotte Louise', 'Sema-Tawi Smart', 'Clint Howard', 'Dee Tails', 'Attila Vajda', 'Anthony Daniels', 'Kiran Shah', 'Fraser Kelly', 'Lily Newmark', 'Jason Wong', 'Alice Hewkin', 'Samantha Colley', 'Robert Morgan', 'Miles Richardson', 'Sammy Hayman', 'Rona Morison', 'Dempsey Bovell', 'Joseph Charles', 'Dave Chapman', 'Katy Kartwheel', 'Harley Durst', 'Samuel Witwer', 'Ray Park', 'Jonathan Kasdan', 'Richard Dixon', 'Deepak Anand', 'Al Clark', 'Samantha Alleyne', 'Juan Alonso', 'Derek Arnold', 'Belinda Chapple', 'Kristianne-Kaith Domingo', 'John Duggan', 'Jordan Dumaurier', 'Vikki Edwards', 'Marc Esse', 'Kristine Fernandez', 'James Galvin', 'Sean Gislingham', 'David Guerrero', 'Juke Hardy', 'Sarah Sayuri Hare', 'Ian Harrod', 'Philip Harvey', 'Robin Harvey', 'Marina Hayter', 'Brian Herring', 'Kevin Hudson', 'Ty Hurley', 'Sean James', 'Tobias James-Samuels', 'Jackson Kai', 'John Kamau', 'Tyrone Kearns', 'Kamil Lemieszewski', 'Jorge Leon Martinez', 'Chelsea Li', 'Chelsea Mather', 'Obie Matthew', 'Kenny-Lee Mbanefo', 'Ashley McGuire', 'Daniel Prewitt', 'Jacqueline Ramnarine', 'Christina Richards', 'Belal Sabir', 'Sarah-Stephanie', 'Atul Sharma', 'Stephanie Silva', 'Neil Alexander Smith', 'Clem So', 'Richard Stanley', 'Karol Steele', 'A.k. Steppa', 'Fran Targ', 'Steven F. Thompson', 'Klemens Niklaus Trenkle', 'Jo Wheatley', 'Ray Whelan', 'John Whitby', 'Angela Yeoh', 'Mark Ryder']","['Lucasfilm Ltd.', 'Walt Disney Pictures', 'Imagine Entertainment', 'Allison Shearmur Productions']",1,['US'],['en'],tt3778644,6.569,7350
4,2015-11-20,Ocho apellidos catalanes,4500000,38482411,106,"['Comedy', 'Romance']","Amaia after breaking up with Rafa, falls in love with a Catalonian. Koldo, her father, goes to Sevilla to persuade Rafa to go to Catalonia and take Amaia's heart back.",,['Emilio Martínez Lázaro'],"['Clara Lago', 'Dani Rovira', 'Berto Romero', 'Karra Elejalde', 'Carmen Machi', 'Rosa María Sardà', 'Alfonso Sánchez', 'Alberto López', 'Belén Cuesta', 'Agustín Jiménez', 'Esperanza Pedreño', 'Pep Sais', 'Alain Hernández', 'Betsy Túrnez', 'Jordi Llordella']",['Telecinco Cinema'],2,['ES'],"['ca', 'gl', 'es', 'fr', 'en']",tt3626742,5.44,359
5,2016-03-03,Flaskepost fra P,5210000,5900000,108,"['Crime', 'Drama', 'Mystery', 'Thriller']","Denmark, 2016. A blurred note is found in a bottle that has traveled across the ocean for a long time. After deciphering the cryptic note, Department Q members follow a sinister trail that leads them to investigate a case occurred in 2008. At the same time, new tragic events take place that test their faith and deepest beliefs.",,['Hans Petter Moland'],"['Nikolaj Lie Kaas', 'Fares Fares', 'Pål Sverre Hagen', 'Jacob Ulrik Lohmann', 'Amanda Collin', 'Johanne Louise Schmidt', 'Jakob Oftebro', 'Signe Anastassia Mannov', 'Søren Pilmark', 'Olivia Terpet Gammelgaard', 'Jasper Møller Friis', 'Louis Sylvester Larsen', 'Michael Brostrup', 'Morten Kirkskov', 'Lotte Andersen', 'Benjamin Kitter', 'Maria Rossing', 'Laura Bro', 'Jeanette Lindbæk', 'August Moldestad Nypan', 'Mercedes Claro Schelin', 'Armin Rohde', 'Peter Nejsum', 'Betina Grove Ankerdal', 'Peder Holm Johansen', 'Ulla Vejby', 'Niels Weyde', 'Zeino Macauley', 'Daniel Paw Lorenzen', 'Jacob Højlev Jørgensen', 'Johannes Lassen', 'Kenth Rosenberg', 'Roberta Reichhardt', 'Frederik Lykkegaard', 'Viola Ellehammer Dasseville', 'Mario Romano', 'Jack Moland', 'Erik Magnus Gråe', 'Arnfinn Skadsem', 'Charlotte Beder', 'Divya Das']","['Zentropa Entertainments', 'Det Danske Filminstitut', 'TV 2', 'Film i Väst', 'TV4', 'TV 2', 'ZDF', 'Zentropa International Norway', 'Zentropa International Hamburg', 'Zentropa International Berlin']",3,"['DK', 'DE', 'NO', 'SE']","['da', 'no']",tt4088268,7.007,455
6,2019-11-15,Om det oändliga,4700000,18666,78,"['Drama', 'Comedy']","A reflection on human life in all its beauty and cruelty, its splendor and banality, guided by a Scheherazade-esque narrator. Inconsequential moments have the same significance as historical events. Simultaneously an ode and a lament, presents a kaleidoscope of all that is eternally human, an infinite story of the vulnerability of existence.",,['Roy Andersson'],"['Jan-Eje Ferling', 'Kristina Ekmark', 'Martin Serner', 'Bengt Bergius', 'Anja Broms', 'Magnus Wallgren', 'Lisa Blohm', 'Tatiana Delaunay', 'Thore Flygel', 'Jessica Louthander', 'Stefan Karlsson', 'Göran Holm', 'Lotta Forsberg', 'Karin Engman', 'Lesley Leichtweis Bernardi', 'Joacim Landin', 'Conny Block', 'Erik Igelström', 'Pablo Fernandez-Moreno']","['ARTE France Cinéma', 'Roy Andersson Filmproduktion AB', '4½', 'Essential Filmproduktion', 'Société Parisienne de Production']",1,"['FR', 'SE', 'DE', 'NO']",['sv'],tt6817944,6.376,125
7,2015-02-27,8 Seconds,5556000,1759935,0,['Drama'],,,['Ömer Faruk Sorak'],"['Esra Inal', 'Mehmet Kurtuluş', 'Ralph Herforth', 'Grit Boettcher', 'Leonie Benesch', 'Axel Stein', 'Constantin von Jascheroff', 'Fahri Yardım', 'Demet Gül', 'Sema Poyraz', 'Şiir Eloğlu', 'Batur Belirdi', 'Ilknur Boyraz', 'Yılmaz Erdoğan', 'Salih Kalyon', 'Don Miguel Ruiz', 'Masha Tokareva', 'Milton Welsh', 'Devrim Yakut', 'Haydar Zorlu', 'Firat Celik']",[],1,"['DE', 'TR']","['de', 'tr']",tt4158834,7.1,9
8,2010-12-01,Evil Intent,2000,10454,74,['Thriller'],"Stephanie and Kelly are best friends and roommates. Paul is Stephanie's boyfriend and Kelly's former boyfriend. The three of them eventually realize they are part of a love triangle that's filled with love, betrayal, insanity, and murder.",,['Glenn Berggoetz'],"['Giovanna Leah', 'Libby Baker', 'Andrea Rabold', 'Jason W. Griffith']",['Driving With Our Eyes Shut'],1,['US'],[],tt1655603,10.0,1
9,2015-07-17,बजरंगी भाईजान,13000000,150000000,159,"['Action', 'Comedy', 'Drama']",A young mute girl from Pakistan loses herself in India with no way to head back. A devoted man with a magnanimous spirit undertakes the task to get her back to her motherland and unite her with her family.,,['Kabir Khan'],"['Salman Khan', 'Kareena Kapoor Khan', 'Harshaali Malthotra', 'Nawazuddin Siddiqui', 'Rajesh Sharma', 'Sharat Saxena', 'Om Puri', 'Meher Vij', 'Mohommed Ali Shah', 'Mir Sarwar', 'Alka Kaushal', 'Harssh A. Singh', 'Sanjeev Jaiswal', 'Shivam Roy Prabhakar', 'Krunal Pandit']","['Rockline Entertainments', 'Kabir Khan Films', 'Salman Khan Films']",1,['IN'],"['hi', 'ur']",tt3863552,7.858,380
