,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,1979-01-01,Sen Benimsin,55000,100000,50,['Romance'],No description,,['Naki Yurter'],"['Meltem Işık', 'Hakan Özer', 'Gonca Gül', 'Recep Filiz', 'Çetin Başaran']",[],1,['TR'],['tr'],tt3442344,0.0,0
1,2020-07-23,Bigfoot Family,17520000,10855626,97,"['Animation', 'Adventure', 'Family']","Bigfoot, Adam's father, wants to use his fame for a good cause. Protecting a large wildlife reserve in Alaska sounds like the perfect opportunity! When Bigfoot mysteriously disappears without a trace, Adam and his animal friends will brave anything to find him again and save the nature reserve.",,"['Ben Stassen', 'Jeremy Degruson']","['Jules Wojciechowski', 'David Lodge', 'Grant George', 'Shyloh Oostwald', 'Joey Camen', 'Kyle Hebert', 'Jeff Rector', 'Roger Craig Smith', 'Sandy Fox', 'Laila Berzins', 'Michael Sorich', 'George Babbit', 'Cyndia Scott', 'Dino Andrade', 'Chris Niosi', 'James Fredrick', 'Alejandra Cazarez', 'Lindsey Alena', 'Alexis Victor', 'Joe J. Thomas', 'Sophie Rae', 'Donte Paris', 'Jessica Gee-George', 'Joey Lotsko', 'Jace Norman', 'Clara Quilichini', 'Kylian Trouillard', 'Marie Chevalot', 'Pierre Tessier', 'Sébastien Desjours', 'Xavier Fagnon']","['nWave Pictures', 'Belga Productions', 'Octopolis']",2,"['BE', 'FR']",['en'],tt9204164,7.059,145
2,2016-04-20,Yo Dividido,2112,2112,0,"['Thriller', 'Drama']",,,['Emiliano Monroy'],"['Ana Monterrubio', 'Emilio Rueda']",['Centro de Estudios Cinematográficos'],1,['MX'],['es'],tt8220154,4.0,1
3,,Online With Farinde,50,60,0,[],Online with Farinde is a video call discussion,English,[],[],[],1,[],[],,0.0,0
