,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,2016-02-19,La corona partida,869115,1018486,113,"['Drama', 'History']","In a Spain consumed by ambition and power, the future of an empire depends of the mind state of a single woman.",,['Jordi Frades'],"['Rodolfo Sancho', 'Irene Escolar', 'Raúl Mérida', 'Eusebio Poncela', 'Ramón Madaula', 'Jordi Díaz', 'Fernando Guillén Cuervo', 'Úrsula Corberó', 'Silvia Alonso', 'Jose Coronado', 'Pedro Mari Sánchez', 'Ramón Barea', 'Fernando Cayo', 'Jacobo Dicenta', 'Jesús Noguero', 'Ainhoa Santamaría', 'Carolina Lapausa', 'Michelle Jenner', 'Antonio Gil', 'Arón Piper', 'Moncho Sánchez-Diezma', 'David Lorente', 'Martín Castro Peña', 'Fernando Valdivielso', 'Carlota Ferrer', 'Betsy Túrnez']","['TVE', 'A Contracorriente Films', 'Diagonal TV']",1,['ES'],['es'],tt4634422,6.4,27
1,2013-07-31,Inés y el exterminio de plagas,100,100,0,"['Horror', 'Mystery', 'Adventure']",,,[],['Cortapichas Sabrosón'],['Mordor Company of Orcs'],1,['ES'],"['ja', 'es']",,5.2,2
2,2016-12-22,Why Him?,38000000,118102725,111,['Comedy'],A dad forms a bitter rivalry with his daughter's young rich boyfriend.,Of all the guys his daughter could have chosen...,['John Hamburg'],"['Bryan Cranston', 'James Franco', 'Zoey Deutch', 'Megan Mullally', 'Griffin Gluck', 'Keegan-Michael Key', 'Kaley Cuoco', 'Cedric the Entertainer', 'Zack Pearlman', 'Jee Young Han', 'Grace Ly Ngo Hazelett', 'Sadie Kate Ngo Hazelett', 'Casey Wilson', 'Andrew Rannells', 'Adam DeVine', 'Tangie Ambrose', 'Steve Bannos', 'Steve Aoki', 'Richard Blais', 'Elon Musk', 'Gene Simmons', 'Paul Stanley', 'Peter Criss', 'Chris A. Liscomb', 'Bob Stephenson', 'Mary Pat Gleason', 'Jacob Kemp', 'Juliette B. Reiss', 'Melissa Graver', 'Steffen Dziczek', 'Jimmy Badstibner', 'Ramy Youssef', 'Brenda Good', 'Harrison Bieker', 'Greg Worswick', 'George Kareman', 'Toby Turner', 'Lucy Angelo', 'Katelyn Brooke', 'Isabel Dresden', 'Lynly Ehrlich', 'Stevens Gaston', 'Liam Gillen', 'Braxton Goe', 'Alex J. Joseph', 'Jocelyn Marie', 'Derek McEntire', 'Arber Mehmeti', 'Isabelle Menard', 'Saul Preciado-Garcia', 'Evan Seidlitz', 'Lee Stickler', 'Caleb Thomas', 'Emely von Oest']","['20th Century Fox', '21 Laps Entertainment', 'Red Hour', 'TSG Entertainment']",1,['US'],['en'],tt4501244,6.358,3681
3,2014-02-14,অগ্নি,31600,45000,124,"['Romance', 'Action', 'Adventure']",An incognito serial killer in Thailand seeks out revenge on the crime lord that killed her family.,,['Iftakar Chowdhury'],"['Mahiya Mahi', 'Arifin Shuvo', 'Misha Sawdagor', 'Ali Raj', 'Kabila']",['Jaaz Multimedia'],1,['BD'],"['bn', 'th']",tt3095464,4.7,3
4,,Vicky la vikinga,1000,1069,0,"['Adventure', 'Drama']",,,[],[],[],1,"['NO', 'ES']","['nn', 'es']",,9.5,1
