,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,1998-03-22,Mary Jane's Not a Virgin Anymore,50000,27,95,"['Comedy', 'Drama', 'Romance']",A high schooler from suburbia gets in touch with her sexuality while working at a dingy movie theater in the city.,,['Sarah Jacobson'],"['Lisa Gerstein', 'Chris Enright', 'Greg Cruikshank', 'Marny Snyder Spoons', 'Bwana Spoons', 'Andrew David DeAngelo', 'Shane Kramer', 'Alicia Rose', 'Davey Havok', 'Siira Rieschl', 'Kathy Fenker', 'Darcy Drollinger', 'Beth Allen']",['Station Wagon Productions'],1,['US'],['en'],tt0117001,7.6,15
1,2013-12-19,ദൃശ്യം,750000,12000000,164,"['Crime', 'Thriller']","Georgekutty lives a happy life with his wife and daughters. Things take a turn when his daughter gets indecently filmed using a hidden camera, by the son of a police inspector.",Visuals can be deceiving,['Jeethu Joseph'],"['Mohanlal', 'Meena', 'Asha Sarath', 'Kalabhavan Shajon', 'Ansiba Hassan', 'Esther Anil', 'Siddique', 'Roshan Basheer', 'Neeraj Madhav', 'Aneesh G Menon', 'Irshad Ali', 'Kunchan', 'Kozhikode Narayanan Nair', 'Baiju V.K.', 'P Sreekumar', 'Shobha Mohan', 'Kalabhavan Haneef', 'Mela Raghu', 'Koottickal Jayachandran', 'Nisha Sarangh', 'Pradeep Chandran', 'Kalabhavan Rahman']",['Aashirvad Cinemas'],1,['IN'],['ml'],tt3417422,7.729,142
2,2014-01-09,Il capitale umano,6000000,5809330,111,['Drama'],The destinies of two families are irrevocably tied together after a cyclist is hit off the road by a jeep in the night before Christmas Eve.,They bet on the ruin of their country. And they won.,['Paolo Virzì'],"['Valeria Bruni-Tedeschi', 'Fabrizio Bentivoglio', 'Fabrizio Gifuni', 'Valeria Golino', 'Luigi Lo Cascio', 'Matilde Gioli', 'Guglielmo Pinelli', 'Isabelle Tanakil', 'Bebo Storti', 'Giovanni Anzaldo', 'Gigio Alberti', 'Silvia Cohen', 'Alessandro Betti', 'Federica Fracassi', 'Pia Engleberth', 'Paolo Pierobon', 'Gianluca Di Lauro', 'Michael Sart', 'Alessandro Milzoni', 'Anna Lazzeri', 'Luca Toracca', 'Fulvio Milani', 'Saman Anthony', 'Stefano Fiorentino']","['Indiana Production Company', 'Motorino Amaranto', 'Manny Films', 'RAI Cinema']",1,['IT'],['it'],tt2465578,7.482,827
3,2014-09-25,Laggies,5000000,2379154,100,"['Comedy', 'Drama', 'Romance']","Overeducated and underemployed, 28 year old Megan is in the throes of a quarterlife crisis. Squarely into adulthood with no career prospects, no particular motivation to think about her future and no one to relate to, Megan is comfortable lagging a few steps behind - while her friends check off milestones and celebrate their new grown-up status. When her high-school sweetheart proposes, Megan panics and- given an unexpected opportunity to escape for a week - hides out in the home of her new friend, 16-year old Annika and Annika's world-weary single dad Craig.",Acting your age is so overrated.,['Lynn Shelton'],"['Keira Knightley', 'Chloë Grace Moretz', 'Sam Rockwell', 'Kaitlyn Dever', 'Ellie Kemper', 'Mark Webber', 'Jeff Garlin', 'Daniel Zovatto', 'Dylan Arnold', 'Gretchen Mol', 'Sara Coates', 'Jodi Thelen', 'Kirsten deLohr Helland', 'Eric Riedmann', 'Louis Hobson', 'Amy Thone', 'Rocki DuCharme', 'Sara Lynne Wright', 'Larissa Schmitz', 'Phillip Abraham', 'Maura Lindsay', 'Basil Harris', 'Zoe McLane', 'Jasmin Savoy Brown', 'Bhama Roget', 'Omar Silva', 'Rachelle Henry']","['Anonymous Content', 'Merced Media Partners', 'PenLife Media']",1,['US'],['en'],tt2034031,6.136,1033
4,2014-10-17,Rudderless,5000000,58293,105,"['Music', 'Drama', 'Comedy']","A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",The way back begins with a single chord.,['William H. Macy'],"['Billy Crudup', 'Anton Yelchin', 'Felicity Huffman', 'Selena Gomez', 'Miles Heizer', 'Alexandra Lovelace', 'Laurence Fishburne', 'William H. Macy', 'Jamie Chung', 'Kate Micucci', 'Zoe Graham', 'Suzanne Krull']","['Dog Pond Productions', 'Unified Pictures', 'Amberdale Productions', 'Tee Rob Pictures']",1,['US'],['en'],tt1798243,7.209,258
5,2014-10-17,Camp X-Ray,1000000,59744,117,['Drama'],"A young woman joins the military to be part of something bigger than herself and her small-town roots. Instead, she ends up as a new guard at Guantanamo Bay, where her mission is far from black and white. Surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees.",Connection takes courage,['Peter Sattler'],"['Kristen Stewart', 'Payman Maadi', 'Lane Garrison', 'Joseph Julian Soria', 'John Carroll Lynch', 'Julia Duffy', 'Cory Michael Smith', 'Nawal Bengholam', 'Tara Holt', 'Yousuf Azami']","['Gotham Group', 'Upload Films', 'GNK Productions', 'Rough House Pictures', 'Young Gang']",1,['US'],['en'],tt2994190,6.742,892
6,2012-12-28,Bojhena Shey Bojhena,1,15,145,"['Drama', 'Family', 'Comedy', 'Romance']","A horrible accident takes place between two buses on the highway in Behrampore which includes students returning after winning their kabadi match, a newly-wed couple, a lover taking his love of life to meet his parents and a girl traveling for the very first time to the city of Kolkata - later it's revealed how lives of two couples among those passengers were connected and things take a tragic turn after the accident.",,['Raj Chakraborty'],"['Soham Chakraborty', 'Mimi Chakraborty', 'Abir Chatterjee', 'Payel Sarkar', 'Supriyo Dutta', 'Rumki Chatterjee', 'Pradip Dhar', 'Abhijit Adhikari', 'Tulika Adhikari', 'Abhijit Bakshi', 'Ashim Roy Chowdhury', 'Tapan Chattopadhyay', 'Arun Krishna Roy']",['SVF Entertainment'],1,['IN'],['bn'],tt2597126,7.5,12
7,2014-01-18,Infinitely Polar Bear,6700000,1430655,87,"['Drama', 'Comedy']","A manic-depressive mess of a father tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier.",Sometimes family is the best medicine.,['Maya Forbes'],"['Mark Ruffalo', 'Zoe Saldaña', 'Imogene Wolodarsky', 'Ashley Aufderheide', 'Keir Dullea', 'Beth Dixon', 'Georgia Lyman', 'William Xifaras', ""Mary O'Rourke"", 'Liam McNeill', 'Mark S. Cartier', 'Alicia Love', 'Manoah Angelo', 'Nekhebet Kum Juch', 'Muriel Gould', 'Paul Elias', 'Uatchet Jin Juch', 'Wendy Forbes', 'Tod Randolph', 'Patrick Shea', 'Brianne Siddall', 'Christopher Alan', 'Christopher S. Porter', 'George J. Vezina', 'Michael Underhill', 'Mike Jablon', 'David Weindel', 'Scout Lyons']","['Paper Street Films', 'Bad Robot', 'Park Pictures Features', 'KGB Media']",1,['US'],['en'],tt1969062,6.654,328
8,2014-08-15,Life After Beth,2400000,88273,90,"['Romance', 'Comedy', 'Horror']","Zach is devastated by the unexpected death of his girlfriend, Beth. When she mysteriously returns, he gets a second chance at love. Soon his whole world turns upside down...",Boy meets girl. Girl eats boy.,['Jeff Baena'],"['Aubrey Plaza', 'Dane DeHaan', 'John C. Reilly', 'Molly Shannon', 'Cheryl Hines', 'Paul Reiser', 'Matthew Gray Gubler', 'Anna Kendrick', 'Eva La Dare', 'Michelle Azar', ""Jim O'Heir"", 'Jenna Nye', 'Bud Sabatino', 'Peggy Miley', 'Garry Marshall', 'Allan McLeod', 'Rob Delaney', 'Adam Pally', 'Keedar Whittle', 'Bechir Sylvain', 'Bonnie Burroughs', 'Brian Groh', 'Eileen Finizza', 'David Dustin Kenyon', 'Chloe Searcy', 'Zoë Worth']","['American Zoetrope', 'Abbolita Productions', 'Starstream Entertainment', 'Destro Films']",1,['US'],['en'],tt2581244,5.474,570
9,2010-10-14,দু্ই পৃথিবী,691000,910000,150,"['Drama', 'Romance']","A rich man falls in love with an idealistic medical student. However, when circumstances force them apart, he learns the true meaning and value of love.",,['Raj Chakraborty'],"['Jeet', 'Dev', 'Koel Mallick', 'Barkha Bisht Sengupta', 'Manoj Mitra', 'Kharaj Mukherjee', 'Pradeep Bhattacharya', 'Supriyo Dutta', 'Debranjan Nag']",['SVF Entertainment'],1,['IN'],['bn'],tt1737156,5.625,4
