,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,1998-02-03,Science Please! : The Wind,3,3,1,"['Family', 'Animation']","In the collection Science Please!, the first clip, entitled The Wind, explains the phenomenon of the wind with the help of archives, animation and narration.",Find out in The Wind,"['Claude Cloutier', 'Martin Barry']",['Rick Jones'],['ONF | NFB'],1,['CA'],['en'],tt14336664,10.0,1
1,2021-04-21,Pulsating,100,1,4,"['Thriller', 'Drama', 'Music', 'Mystery']",A young man's nighttime walk becomes an unpleasant descent into madness after he spills his coffee cup,I'm consumed by my senses and my surroundings,['Nathan Cowles'],['Jordan Belcher'],['The Boys of Willow'],1,['US'],['en'],,0.0,0
2,2014-06-20,Maroon 5 - Live In Bowery Ballroom,100,100,0,['Music'],,,[],"['Adam Levine', 'James Valentine', 'Matt Flynn']",[],1,[],[],,9.0,1
3,2016-05-31,Tame Impala - Radio 1’s Big Weekend,100,100,29,['Music'],"Tame Impala is the psychedelic music project of Australian multi-instrumentalist Kevin Parker. In the recording studio, Parker writes, records, performs, and produces all of the project's music. As a touring act, Tame Impala consists of Parker (guitar, vocals), Dominic Simper (guitar, synthesiser), Jay Watson (synthesiser, vocals, guitar), Cam Avery (bass guitar, vocals), and Julien Barbagallo (drums, vocals). The group has a close affiliation with fellow Australian psychedelic rock band Pond, sharing members and collaborators, including Nick Allbrook, formerly a live member of Tame Impala. Originally signed to Modular Recordings, Tame Impala is now signed to Interscope Records in the US, and Fiction Records in the UK.",Tame Impala - Radio 1’s Big Weekend,[],['Kevin Parker'],['BBC'],1,[],['en'],,9.0,1
4,2019-03-31,Tame Impala Live at Saturday Night,100,100,9,['Music'],"Tame Impala were last night’s musical guests on “Saturday Night Live,” which was hosted by Sandra Oh. Kevin Parker and co. made their “SNL” debut by performing their latest single “Patience.” Parker shook a maraca while he and his band were bathed in colorful, psychedelic lights. Watch it go down below.",Tame Impala,[],['Kevin Parker'],[],1,[],['en'],,10.0,1
5,2017-09-22,The Weeknd - iHeartRadio Music Festival,100,100,30,[],"The Weeknd rocked the stage at the 2017 iHeartRadio Music Festival!  The 27-year-old superstar brought major energy to the stage on Friday night (September 22) with his smash hits like “Starboy,” “Can’t Feel My Face,” “The Hills” and “I Feel It Coming,” as well as Starboy tracks “Reminder” and “Party Monster.”",iHeartRadio Music Festival,[],['The Weeknd'],['iHeartRadio'],1,['US'],[],,9.0,1
6,2021-10-31,یکشنبه 9م,100,100,13,"['Horror', 'Thriller', 'Fantasy']",A group of teenagers are stalked and murdered by an unknown masked killer while trying to have fun camping. can they use their magical powers and defeat this masked killer once and for all?,Will they die?,"['Mohammad Vahid Peyman', 'Parsa Esgondari']","['Mohammad Vahid Peyman', 'Hossein Tarzani', 'Mohammad Ghazvini', 'Pouria Parvaz', 'Parsa Esgondari', 'Kooh Koohestan']",['Pishro Studios'],1,[],['fa'],,10.0,1
7,2017-03-26,The Weeknd - Lollapalooza Brazil,100,100,75,['Music'],"The Lollapalooza Brasil 2017 lineup has just been announced and features headliners Metallica, The Strokes and The Weeknd. Joining them are The Chainsmokers, Flume, Duran Duran and tons of others.  This will be the festival’s sixth year in action. It takes place on March 25th and 26th Autódromo de Interlagos in São Paulo.",Lollapalooza,[],['The Weeknd'],['Lollapalooza'],1,['BR'],[],,7.0,1
8,2021-11-11,扬名立万,40000000,927000000,123,"['Mystery', 'Comedy', 'Drama']",A group of filmmakers are gathered in a dark and windy night for preparation of shooting a film based on a sensational murder case. It's unrealized that they are placed in the real crime scene and the true murderer is among them.,,['Liuxun zimo'],"['Yin Zheng', 'Deng Jiajia', 'Yu Entai', 'Haoyu Yang', 'Chen Minghao', 'Zhang Benyu', 'Ke Da', 'Qin Xiaoxian', 'Deng Enxi']","['猫眼影业', 'Shanghai PMF Media', '万合天宜']",1,['CN'],['zh'],tt16043930,7.261,23
9,2021-11-07,Sudden Death,8,8,13,['Horror'],A kid is riding a bike to his home and realising that he’s not alone,Horror,['Harley Longstaff'],['Harley Longstaff'],[],1,['GB'],['en'],,10.0,1
