,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,2015-07-10,బాహుబలి:ద బిగినింగ్,25130430,90747520,158,"['Action', 'Drama']","The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.",,['S. S. Rajamouli'],"['Prabhas', 'Rana Daggubati', 'Tamannaah Bhatia', 'Anushka Shetty', 'Ramya Krishnan', 'Nassar', 'Sathyaraj', 'Sudeep', 'Adivi Sesh', 'Tanikella Bharani', 'Prabhakar', 'Rohini', 'Rakesh Varre', 'Ramakrishna Meka', 'Charandeep', 'Scarlett Mellish Wilson', 'Nora Fatehi', 'Gabriela Bertante', 'Bharani Shankar', 'Kalpalatha', 'John Kokken']",['Arka Media Works'],2,['IN'],"['sa', 'te']",tt2631186,7.561,610
1,2002-12-06,Les Dangereux,5200000,355974,108,"['Comedy', 'Crime', 'Action']","It has kidnapped Roxane Labelle, a Canadian singer covered gold records and awards. To his captors, no question of release without payment of a large ransom. Father and manager of the star, Paul Labelle asks a small accountant do it. Easier said than done, especially the payer also has a large sum to the Mafia and, rapidly, what Québec account scoundrels, thieves and killers are chasing the fabulous bonanza.",,['Louis Saïa'],"['Stéphane Rousseau', 'Véronique Cloutier', 'Marc Messier', 'Pierre Lebeau', 'Guy Nadon', 'Michel Charette', 'Louise Portal', 'Didier Lucien', 'Dominique Quesnel', 'Miro Lacasse', 'Russell Yuen', 'François Chénier', 'James Hyndman', 'Sylvio Archambault', 'Marie-Josée Beaudreau', 'Roger La Rue', 'André Lacoste', 'Albert Kwan', 'Patrick Drolet', 'Alex Bisping']","['Téléfilm Canada', 'SODEC', 'Melenny Productions', 'Super Écran', 'TVA Films', 'MusiquePlus']",1,['CA'],['fr'],tt0330193,3.3,7
2,2014-08-14,"As Above, So Below",5000000,40100000,93,"['Horror', 'Thriller']","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",The only way out is down,['John Erick Dowdle'],"['Perdita Weeks', 'Ben Feldman', 'Edwin Hodge', 'François Civil', 'Marion Lambert', 'Ali Marhyar', 'Cosme Castro', 'Hamid Djavadan', 'Théo Cholbi', 'Emy Lévy', 'Roger Van Hool', 'Olivia Csiky Trnka', 'Hellyette Bess', 'Aryan Rahimian', 'Samuel Aouizerate', 'Kaya Blocksage']","['Universal Pictures', 'Legendary Pictures', 'Brothers Dowdle Productions']",1,"['FR', 'US']",['en'],tt2870612,6.655,2800
3,2015-02-25,Focus,50100000,153962963,105,"['Romance', 'Comedy', 'Crime', 'Drama']","Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",Never Drop The Con.,"['Glenn Ficarra', 'John Requa']","['Will Smith', 'Margot Robbie', 'Rodrigo Santoro', 'Gerald McRaney', 'Adrian Martinez', 'Robert Taylor', 'BD Wong', 'Brennan Brown', 'Dominic Fumusa', 'Dotan Bonen', 'Griff Furst', 'Stephanie Honoré', 'David Stanford', 'Steve Kim', 'Don Yesso', 'Juan Minujín', 'Jano Seitun', 'Melania Lenoir', 'Pietro Gian', 'Justina Bustos', 'Paula Brasca', 'Antonella Macchi', 'Aaron Jay Rome', 'Armando Leduc', 'Jon Eyez', 'Clay Chamberlin', 'Danny Ladmirault', 'Chip Carriere', 'Daniella Short', 'Frank J. Monteleone', 'Alan Sabbagh', 'Hervé Segata', 'Jorge Takashima', 'Pierre Marquille', 'Nas Mehdi', 'Federico Bongiorno', 'Kate Adair', 'Billy Slaughter', 'Lindsay Clift', 'Thomas Francis Murphy', 'Nicoye Banks', 'Ruy Gatti', 'Cacilie Hughes', 'Alvin Chon', 'Brett Baker', 'Taylor Persh', 'Mariano Bertolini', 'Scott M. Jefferson', 'Billy Louviere', 'Thomas Thomason', 'Antonella Saldicco', 'Joaquín Berthold', 'Marina Artigas', 'Dario Dukah', 'Martin Covert', 'Apollo Robbins', 'Michael Dardant', 'Victor Moran', 'Eric McMullen', 'Han Soto', 'Yeshi Tenzin', 'Laney Chouest', 'Darrell Foster', 'Hilary Tuttle', 'Guillermo Miguel', 'Nina Leon', 'Nick Reasons', 'Chris Dieker', 'Stevie Baggs Jr.', 'Thomas Holley', 'Walter Prestenberg, Jr.', 'Nicholas Harris', ""Patrick O'Hara"", 'David Haines', 'Steve Hammond', 'Derrick Townsend', 'Juan Gaspard', 'Joe Chrest', 'Ricardo Vargas']","['Warner Bros. Pictures', 'Di Novi Pictures', 'K & S Films', 'RatPac Entertainment', 'Zaftig Films']",1,['US'],['en'],tt2381941,6.885,6910
4,1954-05-05,Flame and the Flesh,1275000,2294000,104,['Drama'],American woman in Europe romanced by local gigolo; problems ensue.,Even more dangerous now as a brunette!,['Richard Brooks'],"['Lana Turner', 'Pier Angeli', 'Carlos Thompson', 'Bonar Colleano', 'Rosalie Crutchley', 'Peter Illing', 'Eric Pohlmann']",['Metro-Goldwyn-Mayer'],1,['US'],['en'],tt0046982,10.0,1
5,2013-11-22,വിശുദ്ധൻ,450000,14000,132,['Drama'],"Sunny, a priest, comes to know that Vavachan is running an old age home with vile intentions. He wants the corpses of the inmates for the medical college run by his son. Sunny decides to expose this.",Feel the difference,['Vysakh'],"['Kunchacko Boban', 'Miya George', 'Lal', 'Suraj Venjaramoodu', 'Shaalin Zoya', 'Krishna Kumar', 'Sreelatha', 'Nandhu', 'Shiju', 'Vanitha Krishnachandran', 'Vinod Kovoor', 'Joju George']",['Anto Joseph Film Company'],1,['IN'],['ml'],tt3558190,4.2,5
6,2014-12-25,The Water Diviner,22500000,15520023,112,"['War', 'Drama']","In 1919, Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons, reported missing in action. Holding on to hope, Joshua must travel across the war-torn landscape to find the truth and his own peace.",To honour a promise. To find his sons. To make his peace.,['Russell Crowe'],"['Russell Crowe', 'Olga Kurylenko', 'Yılmaz Erdoğan', 'Cem Yılmaz', 'Jai Courtney', 'Ryan Corr', 'James Fraser', ""Ben O'Toole"", 'Steve Bastoni', 'Salih Kalyon', 'Dylan Georgiades', 'Megan Gale', 'Dan Wyllie', 'Michael Dorman', 'Christopher Sommers', 'Benedict Hardie', 'Jacqueline McKenzie', 'Isabel Lucas', 'Damon Herriman', 'Robert Mammone', 'Deniz Akdeniz', 'Aidan Liam Smith', 'Jack Douglas Patterson', 'Ben Norris']","['Hopscotch Features', 'Fear of God Films']",1,"['AU', 'US']","['ru', 'tr', 'el', 'en']",tt3007512,6.796,1074
7,2015-03-19,Danny Collins,10000000,10835752,107,"['Music', 'Comedy', 'Drama']",An ageing hard-living 1970s rock star decides to change his life when he discovers a 40-year-old undelivered letter written to him by John Lennon.,A letter from John Lennon changed his life,['Dan Fogelman'],"['Al Pacino', 'Jennifer Garner', 'Annette Bening', 'Bobby Cannavale', 'Melissa Benoist', 'Christopher Plummer', 'Josh Peck', 'Katarina Čas', 'Nick Offerman', 'Giselle Eisenberg', 'Brian Thomas Smith', 'Scott Lawrence', 'Michael Patrick McGill', 'Kiff VandenHeuvel', 'Nick Offerman', 'Eric Michael Roy', 'Davide Donatiello', 'Eric Lange', 'Aarti Mann', 'Joshua Sternlicht', 'Travis Johns', 'Tim Jo', 'Hiroshi Moroto', 'Margy Moore', 'Eric Newnham', 'Francine Levinson', 'Hal Alpert', 'Henri C. Wittelsohn', 'Patrick Kudej', 'Carmel Echols', 'Judith Hill', 'Kari Kimmel', 'CJ Vanston', 'Kenny Aronoff', 'Mindi Abair', 'Bill Cantos', 'Kristin Brock', 'Elsi Eng', 'Olivia Gonzales', 'Laura Krystine', 'Anne McDaniels', 'Roz McHenry', 'Elaine Partnow', 'Jane Shayne', 'Cassandra Starr', 'Linda Wang', 'Richard Allan Jones']","['Big Indie Pictures', 'ShivHans Pictures']",1,['US'],"['en', 'it']",tt1772288,6.774,442
8,2015-04-16,Paul Blart: Mall Cop 2,38000000,107597242,94,"['Action', 'Comedy', 'Family']","Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.",Vegas has a new high roller.,['Andy Fickman'],"['Kevin James', 'Daniella Alonso', 'Neal McDonough', 'David Henrie', 'Eduardo Verástegui', 'D.B. Woodside', 'Nicholas Turturro', 'Raini Rodriguez', 'Loni Love', 'Gary Valentine', 'Ana Gasteyer', 'Shelly Desai', 'Steffiana De La Cruz', 'Adhir Kalyan', 'Bob Clendenin', 'Shirley Knight', 'Vic Dibitetto', 'Megan Fabyan Campbell', 'Leif Manson', 'Jared Sandler', 'Jackie Sandler', 'Bas Rutten', 'John Joseph', 'Geovanni Gopradi', 'Chelsea Vincent', 'Leif Gantvoort', 'Conrad Goode', 'Nico Santos', 'Jackie Benoit', 'Eric Genuis', 'Lauren Ash', 'Steve Wynn', 'Andrea Wynn', 'Nikki Tyler-Flynn', 'Hudson West', 'Greg Vaccariello', 'Chris Monty', 'Paula Trickey', 'Nichelle Hines', 'Chris Titone', 'Joe Childs', 'Lorenzo James Henrie', 'LaToya Tonodeo', 'Ryan Hanna', 'Josh Fried', 'Colby Lemmo', 'Deana Deatherage', 'Bill Blair']","['Columbia Pictures', 'Sony Pictures', 'Happy Madison Productions', 'LStar Capital', 'Hey Eddie']",2,['US'],['en'],tt3450650,5.143,1349
9,2015-04-23,Little Boy,20000000,6485961,106,"['Comedy', 'Drama', 'War']",An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,Believe the impossible.,['Alejandro Monteverde'],"['Jakob Salvati', 'Emily Watson', 'Cary-Hiroyuki Tagawa', 'Michael Rapaport', 'David Henrie', 'Ben Chaplin', 'Eduardo Verástegui', 'Ted Levine', 'Ali Landry Monteverde', 'Abraham Benrubi', 'Kevin James', 'Tom Wilkinson', 'Toby Huss', 'Kelly Greyson', 'Candice Azzara', 'Rick Mora', 'James DuMont', 'Travis T. Flory', 'Sam Kindseth', 'David Ury', 'James MacDonald', 'Winston James Francis', 'Lorna Scott', 'Lukas Behnken', 'Montserrat Espadalé', 'Mary Stein', 'Masashi Odate', 'Theodora Greece', 'Ric Sarabia', 'Eijiro Ozaki', 'Jennifer Cadena', 'Masami Kosaka', 'Matthew J. Cates', 'Scott Subiono', 'Aaron Leddick', 'J. Skylar Testa', 'Alex Trevino', 'C.K. McFarland', 'Michael D. Nye', 'Matthew Scott Miller', 'Eddie Driscoll', 'Jill Kelly', 'Eiji Inoue', 'Keisuke Akizawa', 'Tokio Sasaki', 'Tommy Lamey', 'Kenny Davis', 'Fernando Sur', 'Barry Ford', 'Yoshio Iizuka', 'Ike Kawaguchi', 'Americus Abesamis', 'Kenji Nakamura', 'Robert Noble', 'Chuck Lines', 'Jon Bangle', 'Zero Kazama', 'Kaiser Johnson', 'Luke Custer', 'Brian Takahashi', 'Andy Geller', 'Lawrence Thomas', 'Jared Jacobsen', 'Mitchell Hesley', 'Peter T. Mai', 'Pietro Schito', 'Logan Ludwig', 'Larry Dean', 'Raquel Vázquez Gutiérrez', 'Elijah Villegas', 'Janet Worner', 'Janice Matthews', 'Bruce Morningstar', 'Kate Shalander', 'Cole Hurst', 'Craig Strawn', 'Tim Staples', 'Rene Flores', 'Michael Coates', 'Brian Hatch', 'Miguel Angel Varela Fimbres', 'Carsen Warner']","['Metanoia Films', 'Santa Fé Films']",1,"['MX', 'US']",['en'],tt1810683,7.197,471
