,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count,status
0,2009-06-06,Дом Солнца,3700000,69948,110,['Romance'],The whole world of a young girl Sasha is changing after she meets Sun - a hippie leader.,,[],"['Svetlana Ivanova', 'Stanislav Ryadinskiy', 'Darya Moroz', 'Aleksandr Mokhov', 'Sergey Batalov', 'Nikita Vysotsky', 'Mikhail Efremov', 'Chulpan Khamatova', 'Nina Ruslanova', 'Evdokiya Germanova', 'Ivan Kokorin', 'Ivan Okhlobystin', 'Aleksey Panin', 'Vladislav Abashin', 'Ivan Stebunov', 'Aleksey Gorbunov', 'Olga Blok-Mirimskaya', 'Aleksandr Mokhov', 'Sergey Batalov', 'Anna Tsukanova-Kott', 'Tatyana Agafonova', 'Nelli Nevedina', 'Mikhail Gorevoy', 'Zoya Kaydanovskaya', 'Natalya Prosvetova', 'Ivan Gromov', 'Rodion Vyushkin', 'Nogon Shumarov', 'Ivan Makarevich', 'Velimir Rusakov', 'Galina Stakhanova', 'Aleksandr Sklyar', 'Stanislav Belyaev', 'Aleksey Vertkov', 'Dmitriy Pervushin', 'Georgiy Segal', 'Garik Sukachyov', 'Anastasiya Lapina']",['Top Line Production'],1,['RU'],['ru'],tt0962764,5.176,17,Released
1,2013-01-31,Bullet to the Head,55000000,9489829,92,"['Action', 'Crime', 'Thriller']","After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy.",Revenge Never Gets Old.,['Walter Hill'],"['Sylvester Stallone', 'Sung Kang', 'Sarah Shahi', 'Adewale Akinnuoye-Agbaje', 'Jason Momoa', 'Christian Slater', 'Jon Seda', 'Weronika Rosati', 'Holt McCallany', 'Brian Van Holt', 'Dane Rhodes', 'Marcus Lyle Brown', 'Andrew Austin-Peterson', 'Robert Cavan Carruth', 'Louis Michot', 'Andre Michot', 'Lacey Minchew', 'Dominique DuVernay', 'Dana Gourrier', 'Robert Larriviere', 'Don Yesso', 'Douglas M. Griffin', 'Tiffany Reiff', 'Jackson Beals', 'Donna DuPlantier', 'Andrea Frankle', 'Teri Wyble', 'Don Thai Theerathada', 'Milos Milicevic', 'Kara Bowman', 'Sarah Detillier', 'Kage Havok', 'Bryan Matthews', 'Johnny Otto', 'Darren Sumner', 'Dallas West']","['Dark Castle Entertainment', 'After Dark Films', 'IM Global', 'Automatik Entertainment', 'Silver Reel', 'EMJAG Productions', 'Millar Gough Ink', 'Headshot Films']",1,"['CH', 'US']",['en'],tt1308729,5.543,1067,Released
2,2012-03-12,The Hunger Games,75000000,694394724,142,"['Science Fiction', 'Adventure', 'Fantasy']","Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",May The Odds Be Ever In Your Favor.,[],"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Lenny Kravitz', 'Stanley Tucci', 'Donald Sutherland', 'Wes Bentley', 'Toby Jones', 'Alexander Ludwig', 'Isabelle Fuhrman', 'Amandla Stenberg', 'Willow Shields', 'Sandra Ellis Lafferty', 'Paula Malcomson', 'Rhoda Griffis', 'Raiko Bowman', 'Dwayne Boyd', 'Anthony Reynolds', 'Judd Lormand', 'Kimiko Gelman', 'Nelson Ascencio', 'Bruce Bundy', 'Dayo Okeniyi', 'Leven Rambin', 'Jack Quaid', 'Latarsha Rose', 'Ian Nelson', 'Kalia Prescott', 'Ethan Jamieson', 'Jacqueline Emerson', 'Mackenzie Lintz', 'Imanol Yepez-Frias', 'Annie Thurman', 'Dakota Hood', 'Amber Chaney', 'Karan Kendrick', 'Shane Bissell', 'Kate Kneeland', 'Steve Coulter', 'Sharon Conley', 'Tim Taylor', 'John Ross', 'Phillip Troy Linger', 'Jeremy Bonham', 'Julie Ivey', 'Mary Fox', 'Nicholas Azarian', 'Mark Meekins', 'Jeremy Marinas']","['Lionsgate', 'Color Force']",3,['US'],['en'],tt1392170,7.182,19603,Released
3,1915-12-13,The Cheat,17311,137365,59,['Drama'],"A venal, spoiled stockbroker's wife impulsively embezzles $10,000 from the charity she chairs and desperately turns to a Burmese ivory trader to replace the stolen money.",,['Cecil B. DeMille'],"['Fannie Ward', 'Sessue Hayakawa', 'Jack Dean', 'James Neill', 'Dana Ong', 'Hazel Childers', 'Arthur H. Williams', 'Dick La Reno', 'Lucien Littlefield', 'Raymond Hatton']","['Paramount', 'Jesse L. Lasky Feature Play Company']",1,['US'],['xx'],tt0005078,6.06,50,Released
4,2009-09-05,జోష్,1919382,6909775,177,"['Action', 'Crime']","When a man in search of employment, becomes involved with a group of students, who are being led astray by destructive influences, he invests all his energy and effort into ensuring that the students are able to stave off the negative powers. Why is he so passionate about helping the students?",Youth Rockzzz,['Vasu Varma'],"['Naga Chaitanya Akkineni', 'Karthika Nair', 'Prakash Raj', 'Brahmanandam', 'Sunil Varma', 'J. D. Chakravarthi', 'Anand', 'Sithara', 'Harshavardhan', 'Mounica', 'Shreya Dhanwanthary', 'Sidhu Jonnalagadda']",['Sri Venkateswara Creations'],1,['IN'],['te'],tt1505343,5.3,6,Released
5,2011-11-01,Haywire,23000000,33372606,93,"['Action', 'Drama', 'Thriller']",A black ops soldier seeks payback after she is betrayed and left for dead.,They left her no choice,['Steven Soderbergh'],"['Gina Carano', 'Michael Fassbender', 'Ewan McGregor', 'Bill Paxton', 'Channing Tatum', 'Antonio Banderas', 'Michael Douglas', 'Michael Angarano', 'Mathieu Kassovitz', 'Eddie J. Fernandez', 'Anthony Brandon Wong', 'Tim Connolly', 'Max Arciniega', 'Aaron Cohen', 'Julian Alcaraz', 'Lluís Botella Pont', 'Karl Shiels', 'John Wylie', 'Todd Thatcher Cash', 'Tim Connolly', 'Natascha Berg']","['Screen Ireland', 'Relativity Media']",1,"['IE', 'US']","['en', 'es']",tt1506999,5.664,1143,Released
6,2012-03-09,The Raven,26000000,29657751,111,"['Crime', 'Thriller', 'Mystery']","A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",The only one who can stop a serial killer is the man who inspired him.,['James McTeigue'],"['John Cusack', 'Luke Evans', 'Alice Eve', 'Brendan Gleeson', 'Kevin McNally', 'Oliver Jackson-Cohen', 'Jimmy Yuill', 'Pam Ferris', 'Brendan Coyle', 'Sam Hazeldine', 'Adrian Rawlins', 'Aidan Feore', 'Dave Legeno', 'Michael Cronin', 'Michael Poole', 'Michael Shannon', 'Charity Wakefield', 'John Warnaby', 'Matt Slack', 'Ian Virgo', 'Jasmina Ilic', 'Teodora Uveric', 'Kristof Farkas', 'Luka Mijatović', 'József Tálos', 'Matt Devere', 'Sergej Trifunović', 'Miloš Đuričić', 'Mike Kelly', 'Bojan Perić', 'Ana Sofrenović', 'Steve Agnew', 'Malina Nikolic', 'Miklós Kapácsy', 'Andrew Hefler', 'Pierre Boris Jaurdin', 'Tamara Krcunović', 'Jason Ryan', 'Antal Publik', 'László Konter', 'Mark C. Phelan', 'Annamária Ördög', 'Ádám Földi', 'Dejan Cubrilov', 'Máté Haumann', 'Péter Fancsikai', 'Sava Rapic']","['Endgame Entertainment', 'Intrepid Pictures', 'Relativity Media', 'FilmNation Entertainment', 'Galavis Film', 'Pioneer Pictures']",1,"['HU', 'RS', 'ES', 'US']",['en'],tt1486192,6.294,1136,Released
7,1969-07-25,The Stewardesses,100000,27000000,69,['Comedy'],"A single eventful night in the lives of a crew of Los Angeles-based, trans-Pacific stewardesses, as they experiment with drugs and engage in various sexual encounters.  The Stewardesses is a 1969 Softcore 3-D film. Produced on a budget of just over $100,000, the film grossed over $27,000,000 (USD) in 1970 dollars, becoming the most profitable 3-D film ever released. This has now been passed by James Camerons Avatar.",The Unpublishable Novel Is Now America's Most Controversial Film!,['Al Silliman Jr.'],"['Christina Hart', 'Ronald South', 'William Condos', 'Anita de Moulin', 'Paula Erikson', 'Kathy Ferrick', 'Janet Wass', 'Donna Stanley', 'Jerry Litvinoff', 'Patricia Fein', 'Beth Shields', 'Monica Gayle', 'Robert Keller', 'Andy Roth', 'John Barcado']",[],1,[],['en'],tt0168192,3.9,9,Released
8,2002-01-01,Mala noćna muzika,200000,286000,95,['Comedy'],"Spasoje and Cole are cute and silly boys who constantly find themselves in risky situations. They work in a morgue. One night they heard mobile phone that rings in your pocket just dead guy. Of course, they can not resist, and answer the call. On the other side man voice ordered them to go to a specific address and get some money. Cole and Spasoje don't reject easy profit...","If you die of laughter, we give your money back.",['Dejan Zečević'],"['Gordan Kičić', 'Vuk Kostić', 'Feđa Stojanović', 'Vlastimir Velisavljević', ""Dragan Petrović 'Pele'"", ""Slobodan 'Boda' Ninković"", 'Goran Daničić', 'Zorana Becić', 'Petar Božović', 'Marija Jakšić', 'Erol Kadić', 'Miloš Stojanović', 'Vesna Počuča-Šana', 'Jovan Ristovski', 'Branislav Tomašević', 'Miloš Samolov', 'Vladimir Kerkez', 'Gordana Les', 'Miodrag Fišeković', 'Snežana Jeremić']",['Zillion Films'],1,['YU'],['sr'],tt0331282,7.2,11,Released
9,2011-10-13,Trespass,36000000,9612469,91,['Thriller'],"Kyle and Sarah Miller have it all: a huge gated house on the water, fancy cars, and the potential for romance in their relationship. He's just back from a business trip and their teen daughter Avery is sneaking out to a party, when four thugs in security uniforms and ski masks stage a home invasion. They want what's in the safe: cash and diamonds. As Kyle stalls them, trying to negotiate for Sarah's freedom, the fault lines in Kyle and Sarah's marriage and the pasts of the four robbers come into play. Is there room here for heroism?",When terror is at your doorstep. You can run. Or you can fight.,['Joel Schumacher'],"['Nicolas Cage', 'Nicole Kidman', 'Ben Mendelsohn', 'Liana Liberato', 'Cam Gigandet', 'Jordana Spiro', 'Dash Mihok', 'Emily Meade', 'Nico Tortorella', 'Brandon Belknap', 'Terry Milam', 'Tina Parker', 'David Maldonado', 'Simona Williams']","['Nu Image', 'Millennium Films', 'Winkler Films']",1,['US'],['en'],tt1674784,5.51,999,Released
