,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,1951-01-01,Yavuz Sultan Selim Ve Yeniçeri Hasan,1000,1000,0,"['Adventure', 'Romance', 'History']",,,['Münir Hayri Egeli'],"['Orhon Murat Arıburnu', 'Nedret Güvenç', 'Nevin Aypar', 'Ayhan Işık', 'Sabahat Tanık', 'Bakiye Feyazoff', 'Ferhan Tanseli', 'Gülistan Güzey', 'Ahmet Tarık Tekçe', 'Muhip Arcıman', 'Hasan Ceylan', 'Feridun Çölgeçen', 'Ayla Karaca', 'Münir Özkul']",[],1,[],['tr'],tt0318188,0.0,0
1,1951-01-01,Evli Mi Bekar Mı,100000,100000,0,['Comedy'],,,['Muhsin Ertuğrul'],"['İbrahim Delideniz', 'Agah Hün', 'Suna Pekuysal', 'Kâmran Yüce', 'Fikret Hakan', 'Münir Özkul', 'Heyecan Başaran']",[],1,['TR'],['tr'],tt0314040,0.0,0
2,2021-10-19,The New World,5788,2000,0,[],,,['Pedro A. Rivera'],"['Mário Sérgio Cortella', 'Maria Aparecida']",[],1,[],"['en', 'pt']",tt0603188,0.0,0
3,2013-01-01,Helal Süt,100000,100000,0,['Drama'],,,['Nazif Tunç'],"['Emir Muhammed Aksoy', 'Leman Akyar', 'Soner Basavul', 'Melda Bekcan', 'Mehmet Bereket', 'Ergül Coşkun', 'Nurhan Demirhan', 'Eylem Dogan', 'Yılmaz Fidan', 'Suat Geyik', 'Belma Mamati', 'Zariç Ruhi', 'Semra Sima', 'Yaşar Türközü', 'Bünyamin Özdemir']",['Halk Film'],1,['TR'],['tr'],tt6566142,0.0,0
4,,The Apology,20,10,2,['Comedy'],Sometimes a choreographed figurative dance routine expresses apology better than words ever could.,Apologies are tough.,['Seth Demers'],['Garrett Huggins'],[],1,[],[],,0.0,0
5,1951-01-01,Barbaros Hayrettin Paşa,75000,100000,0,"['Drama', 'War', 'History']",,,['Baha Gelenbevi'],"['Cüneyt Gökçer', 'Ayla Karaca', 'Cahit Irgat', 'Mesiha Yelda', 'Münir Özkul', 'Refik Kemal Arduman', 'Nana Aslanoglu', 'Münir Ceyhan', 'Hasan Ceylan', 'İbrahim Delideniz', 'Turhan Göker', 'Rafet Gülerman', 'Muharrem Gürses', 'Sadri Karan', 'Hulusi Kentmen', 'Ali Korkut', 'Ercüment Behzat Lav', 'Kadir Savun', 'Ahmet Tarık Tekçe', 'Feridun Çölgeçen', 'Kadri Ögelman', 'Ali Üstüntaş', 'Muharrem Gürses']","['İpek Film', 'Fitaş Film']",1,['TR'],['tr'],tt0310715,10.0,1
6,,The App,10,10,2,"['Drama', 'Comedy']",Sometimes drinking virtual beers can lead to dark epiphanies.,Bet you can't drink another,['Seth Demers'],['Garrett Huggins'],[],1,[],[],,0.0,0
7,1951-01-01,Lale Devri,75000,100000,0,"['Drama', 'History']",,,['Vedat Ar'],"['Orhon Murat Arıburnu', 'Ayla Karaca', 'Cüneyt Gökçer', 'Münir Özkul', 'Nedret Güvenç', 'Cahit Irgat', 'Rafet Gülerman', 'Ümmü Gülsün', 'Nevin Aypar', 'Kemal Ergüvenç', 'Cemil Demirel', 'İbrahim Delideniz', 'Şükran Söğüt', 'Feyyaz Durmaz', 'Nilüfer Erkmen', 'Münir Nurettin Selçuk', 'Leman Tekmen', 'Neşet Berküren', 'Ayda Demir']",[],1,['TR'],['tr'],tt0316155,0.0,0
8,2021-11-01,8-Step Suicide,20,10,2,['Comedy'],Suicide doesn't have to be hard.,8 Steps is all it takes!,['Seth Demers'],[],[],1,[],['en'],,0.0,0
9,1952-01-01,Edi İle Büdü Tiyatrocu,75000,100000,0,['Comedy'],,,['Şadan Kamil'],"['Münir Özkul', 'Vasfi Rıza Zobu', 'Neriman Köksal', 'Şevki Artun', 'Kenan Büke', 'Mücap Ofluoğlu', 'Dursune Şirin', 'Nubar Terziyan', 'Salih Tozan', 'Osman Türkoğlu']",['Atlas Film'],1,['TR'],['tr'],tt0317408,0.0,0
