,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,2018-03-23,Queens Of Combat QOC 22,6722,8999,90,"['Action', 'Drama']","Filmed at the storied Mid-AtlanticSportatorium in Gibsonville, NC on the 24th of March, 2018.  Pretty Mean Girls (Madi Maxx & Jordynne Grace) vs. Kiera Hogan & Renee Michelle Savannah Evans vs. Veda Scott Hudson Envy vs. Leyla Hirsch Nicole Pain vs. Samantha Heights Isla Dawn vs. Angel Rose QOC Tag Team Title Match Thick and Juicy (Faye Jackson & Willow Nightingale) vs. Ruthless Ambition (Maria Manic & Penelope Ford) w/ Zane Riley",Queens Of Combat QOC 22,[],"['Kiera Hogan', 'Olivia Hasler', 'Madi Maxx', 'Renee Michelle', 'Priscilla Zuniga', 'Patricia Parker', 'Savannah Evans', 'Zane Riley', 'Lindsey Kerecz', 'Ashly Martinez', 'Leyla Hirsch', 'Samantha Heights', 'Nicole Stratton', 'Courtney Stewart', 'Maria  Spiro', 'Faye Elise', 'Danielle Paultre']",['Queens Of Combat'],1,['US'],[],tt9887292,10.0,1
1,2018-03-24,Queens Of Combat QOC 23,11475,11475,96,"['Drama', 'Action']","Filmed at the storied Mid-AtlanticSportatorium in Gibsonville, NC on the 24th of March, 2018. Madi Maxx vs. Renee Michelle Kiera Hogan vs. Isla Dawn vs. Veda Scott Nicole Pain vs. Leyla Hirsch Samantha Heights vs. Angel Rose The Riley Family (Maria Manic, Penelope Ford, Savannah Evans w/ Zane Riley) vs. Thick and Juicy (Willow Nightingale and Faye Jackson) and Jordynne Grace QOC Championship Cage Match Su Yung (c) vs. Hudson Envy.",Queens Of Combat QOC 23,[],"['Vannarah Riggs', 'Priscilla Zuniga', 'Madi Maxx', 'Courtney Stewart', 'Renee Michelle', 'Kiera Hogan', 'Lindsey Kerecz', 'Leyla Hirsch', 'Nicole Stratton', 'Samantha Heights', 'Faye Elise', 'Danielle Paultre', 'Patricia Parker', 'Maria  Spiro', 'Olivia Hasler', 'Savannah Evans', 'Zane Riley', 'Ashly Martinez']",['Queens Of Combat'],1,['US'],[],tt9887296,10.0,1
2,2018-10-23,Queens Of Combat QOC 24,6975,8777,78,"['Action', 'Drama']",Editor's Note: These are the same matches as Queens of Combat Season 3 featured on www.WomensWrestlingNetwork.com presented in live event form* Madi Maxx vs. Samantha Heights Veda Scott vs. Brittany Blake Rachel Bostic vs. Aja Perera Savannah Evans vs. Hudson Envy Xia Brookside vs. Angel Rose QOC Tag Team Championship Ruthless Ambition (c) (Maria Manic and Penelope Ford) vs. Killer Death Machines (Neveah and Jessicka Havok).,Queens Of Combat QOC 24,[],"['Madi Maxx', 'Xia Henderson', 'Olivia Hasler', 'Priscilla Zuniga', 'Maria  Spiro', 'Samantha Heights', 'Lindsey Kerecz', 'Jeanne Killjoy', 'Rachel Kelvington Bostic', 'Aja Perera', 'Savannah Evans', 'Ashly Martinez', 'Beth Vocke-Crist', 'Jessica Cricks']",['Queens Of Combat'],1,['US'],[],tt9887316,10.0,1
3,2018-05-19,Queens Of Combat QOC 25,9990,11221,88,"['Action', 'Drama']","Editor's Note: These are the same matches as in Queens of Combat Season 3, presented at www.WomensWrestlingNetwork.com, presented in the form of a live event * Madi Maxx Open Challenge Veda Scott vs. Samantha Heights Aja Perera vs. Rachel Bostic vs. Xia Bruxide vs. Angel Rose Hudson Envi, Nevae and Britney Blake vs. Savannah Evans, Penelope Ford and Maria Manik QOC Championship - NO DQ Su Jung (s) vs. Kimber Lee Held on May 19, 2018 in Hebron Hall in Charlotte, North Carolina.",Queens Of Combat QOC 25,[],"['Xia Henderson', 'Olivia Hasler', 'Priscilla Zuniga', 'Vannarah Riggs', 'Genevieve Goulet', 'Madi Maxx', 'Samantha Heights', 'Lindsey Kerecz', 'Aja Perera', 'Rachel Kelvington Bostic', 'Ashly Martinez', 'Beth Vocke-Crist', 'Jeanne Killjoy', 'Savannah Evans', 'Maria  Spiro', 'Kimberly Ann Frankele']",['Queens Of Combat'],1,['US'],[],tt9887212,10.0,1
4,2018-10-08,Queens Of Combat QOC 26 Heir To The Throne,8222,12342,79,['Action'],"Queens Of Combat presents the ""Heir to the Throne"" tournament to become the winner of contest No. 1. Held on September 8 at the QOC Arena in Charlotte, North Carolina. Thunderkitty opening vs Zed Zhan Savannah Evans vs Linzy Pike Chris Statlender vs Leini Luck Vanity vs Casey Catal Zoe Skye vs Brittany Blake Clara Sinclair vs Samantha Heights Angel Rose vs Madi Makks.",,[],"['Priscilla Zuniga', 'Julia Ho', 'Madi Maxx', 'Jeanne Killjoy', 'Kasey McGrory', 'ThunderKitty', 'Savannah Evans', 'Lynzee Pike', 'Kristen Stadtlander', 'Laynie Luck', 'Vanity', 'Zoey Skye', 'Rebecca McMonagle', 'Samantha Heights']",['Queens Of Combat'],1,['US'],[],tt9887186,10.0,1
5,2013-12-21,My wife's friend  in the  cinema,5000,13700,0,['Comedy'],,,[],"['Lela Meburishvili', 'Kote Tolordava', 'Dato Darchia', 'George Popiashvili']",['Formula Creative'],1,['GE'],['ka'],,7.5,2
6,2017-06-08,Bar Wrestling 1,4522,11232,92,"['Action', 'Drama']","Back in May of this year, there was a brief panic when all of Pro Wrestling Guerrilla's Social Media changed over to Bar Wrestling. Many feared the worst, that PWG had folded or been re-branded. But as it turned out, it was because PWG co-founder and former owner Joey Ryan was starting his own promotion, called Bar Wrestling, and still had control of the old accounts. PWG resumed life as normal, and on June 8, Bar Wrestling launched it's first event in Baldwin Park, California.",,[],"['Ivelisse Vélez', 'Candice Gargano', 'Joseph Ryan Meehan', 'Shayna Baszler', 'Kira Renee Forster', 'Peter Hernandez', 'Tom Laughlin', 'Jeffrey Cobb', 'Adam Ortega', 'Willie McClinton Jr.', 'Shaun Ricker', 'Brian Button', 'Pentagón Jr.', 'Michael Hutter']",['Bar Wrestling'],1,[],[],tt9585182,9.0,1
7,2019-03-15,Türk İşi Dondurma,3000000,1289283,120,"['History', 'Drama', 'War']","In 1915, two Turks in Australia make a living by selling ice cream. When they hear war has broken out, they decide to go to Çanakkale. Authorities don't let them leave the island, so the two decide to put up a fight in Australia.",,['Can Ulkay'],"['Erkan Kolçak Köstendil', 'Ali Atay', 'Şebnem Bozoklu', 'Will Thorp', 'James Farley', 'Caner Kurtaran', 'Tristan Alexander', 'Alma Terzić', 'Carl Wharton', 'İsmail Hacıoğlu', 'Zekeriya Karakaş']",['Dijital Sanatlar'],1,['TR'],"['en', 'tr']",tt9034290,5.864,22
8,2014-10-23,Kill Him,2000,10,14,['Thriller'],A homeless man goes on a search for the killer of a fellow homeless man.,A Hobo Noir,['Andrew Boley'],['Gyana Lua'],[],1,[],[],tt4131238,0.0,0
9,2018-09-10,Mysterious Ways,4000,10,10,"['Horror', 'Comedy']","A small time Los Angeles indie band sacrifices a groupie for hipster glory, making anyone who listens to their record turn into hipster zombies.",A Hipster Zombie Short,['Andrew Boley'],"['Jacquie Walters', 'Garrett Langston']",[],1,['US'],[],tt8438328,0.0,0
