,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count,status
0,1986-12-31,Wisdom,6500000,5715174,109,"['Crime', 'Drama', 'Action']","Unable to find work after a past felony, graduate John Wisdom and his girlfriend embark on a cross-country bank-robbing spree in order to aid American farmers.",They're on the wrong side of the law for all the right reasons.,[],"['Demi Moore', 'Emilio Estevez', 'Tom Skerritt', 'Veronica Cartwright', 'William Allen Young', 'Charlie Sheen', 'Richard Minchenberg', 'Ernie Lively', 'Bill Henderson', 'Gene Ross', 'Liam Sullivan', 'Hal Fishman', 'Chuck Henry', 'Nicholas Shields', 'Barbara Stamm', 'Santos Morales', 'Gus Corrado', 'Golden Henning', 'Rene Sprattling', 'Tim Sapunor', 'Charlie Holliday', 'Ron Presson', 'Estee Chandler', 'Jeff Boudov', 'Thomas Whit Ellis', 'David DeFrancesca', 'Janet Rotblatt', 'Erika Lincoln', 'Sid Conrad', 'Henry Proach', 'Bob Devon Jones', 'Jim Lane', 'John Deaderick', 'Beau Dare', 'Gilbert O. Parra', 'Jamie Namson', 'Kate McKinnon', 'Ed Smith']",['Gladden Entertainment'],1,['US'],['en'],tt0092225,6.027,37,Released
1,2008-02-14,9 és 1/2 randi,2100000,682968,100,"['Comedy', 'Romance']","Too engaged in his sexual pursuits to offer his editor any decent material, David, a self-centred journalist, is challenged by his editor to go on ten dates with ten different women and publish the results in a tell-all book. His former girlfriend is then hired to type up his notes",,['Tamás Sas'],"['Iván Fenyő', 'Patricia Kovács', 'Hevér Gábor', 'Péter Scherer']",[],1,['HU'],['hu'],tt1052342,5.1,5,Released
2,2011-12-23,Don 2,11000000,2900000,139,"['Action', 'Thriller']","Having conquered the Asian underworld, crime boss Don sets in motion a plan that will give him dominion over Europe.",The Chase Continues,[],"['Shah Rukh Khan', 'Priyanka Chopra Jonas', 'Boman Irani', 'Kunal Kapoor', 'Nawab Shah', 'Om Puri', 'Lara Dutta', 'Sahil Shroff', 'Alyy Khan', 'Rike Schmid', 'Hrithik Roshan', 'Florian Lukas', 'Florian Fitz', 'Christian Goebel', 'Martin Goeres', 'Klaus Schindler', 'Adi Putra', 'Senta Dorothea Kirschner', 'Wolfgang Stegemann']","['Red Chillies Entertainment', 'Excel Entertainment', 'Landmark Productions', 'Pixion Studio']",2,"['IN', 'DE']",['hi'],tt1285241,7.02,179,Released
3,2009-09-05,Io sono l'amore,3600000,12014663,120,"['Drama', 'Romance']","Emma left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle.",,['Luca Guadagnino'],"['Tilda Swinton', 'Flavio Parenti', 'Edoardo Gabbriellini', 'Alba Rohrwacher', 'Gabriele Ferzetti', 'Marisa Berenson', 'Pippo Delbono', 'Diane Fleri', 'Mattia Zaccaro', 'Maria Paiato', 'Waris Ahluwalia', 'Honor Swinton Byrne']",['RAI'],1,"['IT', 'GB']","['en', 'it', 'ru']",tt1226236,6.827,284,Released
4,2010-03-26,हम तुम और घोस्ट,1900000,680000,135,"['Drama', 'Science Fiction']","Armaan's (Arshad Warsi) life is picture perfect; a loving girlfriend and a great job as a fashion photographer. The truth is that he hears voices - voices that torture him, voices that don't let him have his peace, and voices that nobody else can hear. What is even more puzzling is the fact that he talks to himself...or rather, to people, whom no one can see!",,['Kabeer Kaushik'],"['Arshad Warsi', 'Dia Mirza', 'Sandhya Mridul', 'Boman Irani', 'Shernaz Patel', 'Ashwin Mushran', 'Javed Sheikh', 'Asawari Joshi', 'Tinnu Anand']","['Viacom18 Studios', 'Movie Vision Entertainment', 'Shooting Stars Productions']",1,['IN'],['hi'],tt1465493,4.2,3,Released
5,2009-11-05,To Save a Life,500000,3824868,120,['Drama'],"Jake Taylor has everything. He has a beautiful girl, he's the champion in basketball and beer pong, and everyone loves him. Then, an old childhood friend of his commits suicide. Jake wonders what he could've done to save his friend's life. A youth minister tells him that Jake needs God. So Jake becomes a Christian. However, things begin to spin out of control. Jake is going to realize just what it means to be a Christian and how, to save a life.",Some people are just dying to be heard.,[],"['Randy Wayne', 'Deja Kreutzberg', 'Robert Bailey Jr.', 'Bubba Lewis', 'Kimberly Daugherty', 'Sean Michael Afable', 'David Starzyk', 'Laura Black', 'Steven Crowder', 'D. David Morin', 'Monique Edwards', 'Arjay Smith', 'Lamont Thompson', 'Trinity Scott Brown', 'Nicole Franco']","['New Song Pictures', 'Outreach Films', 'Accelerated Entertainment']",1,['US'],['en'],tt1270286,6.383,47,Released
6,2012-05-23,Men in Black 3,225000000,624026776,106,"['Action', 'Comedy', 'Science Fiction']","Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",Back in time.,['Barry Sonnenfeld'],"['Will Smith', 'Tommy Lee Jones', 'Josh Brolin', 'Jemaine Clement', 'Emma Thompson', 'Michael Stuhlbarg', 'Mike Colter', 'Nicole Scherzinger', 'Michael Chernus', 'Alice Eve', 'David Rasche', 'Keone Young', 'Bill Hader', 'Cayen Martin', 'Clarke Thorell', 'Adam Mucci', 'Woodie King Jr.', ""Jack O'Connell"", 'Tobias Segal', 'Jon Shaver', 'Gerritt Vandermeer', ""Alexandra O'Hara"", ""Violet O'Hara"", 'Valence Thomas', 'Chloe Sonnenfeld', 'Lanny Flaherty', ""Jonathan O'Hara"", ""Joseph D'Onofrio"", 'Joseph R. Gannascoli', 'Katy Frame', 'Kevin Townley', 'Stephen Brian Jones', 'Tyler Johnson', 'Kati Rediger', 'Victor Joel Ortiz', 'Charlie Barnett', 'Ian Blackman', 'Jeremy Beiler', 'Liliane Klein', 'Britt Chandler Johnson', 'Jared Johnston', 'Ken Arnold', 'Jonathan Drew', 'Joel Brady', 'David Pittu', 'Lenny Venito', 'Anthony J. Gallo', 'James Martin Kelly', 'Will McLaughlin', 'Kimmy Suzuki', 'Kirk Larsen', 'Javier Rivera', 'Stephanie Ellis', 'Ben Mac Brown', 'Amy Erwitt', 'Brad Abrell', 'Tim Blaney', 'Thom Fountain', 'Carl J. Johnson', 'Will Arnett', 'Jada Pinkett Smith', 'Tony Shalhoub', 'Alex Ziwak', 'Jason Liles', 'Jesse Ridgway', 'Justin Bieber']","['Columbia Pictures', 'Amblin Entertainment', 'Imagenation Abu Dhabi FZ', 'Hemisphere Media Capital', 'Parkes+MacDonald Image Nation']",3,"['AE', 'US']",['en'],tt1409024,6.49,9108,Released
7,1985-09-20,Plenty,10000000,6148000,124,"['Drama', 'Romance']",David Hare's account of a one-time French freedom fighter who gradually realizes that her post-war life is not meeting her expectations.,,['Fred Schepisi'],"['Meryl Streep', 'Tracey Ullman', 'John Gielgud', 'Sting', 'Ian McKellen', 'Sam Neill', 'Burt Kwouk', 'Charles Dance', 'Christopher Fairbank', 'Hugh Laurie', 'John Serret', 'André Maranne', 'Tristram Jellinek', 'Ian Wallace', 'Andy de la Tour', 'Mitch Davies', 'Lindsay Ingram', 'Richard Hope', 'Andrew Seear', 'James Snell', 'Pik-Sen Lim', 'Lyndon Brook', 'Joan Blackham', 'Peter Forbes-Robertson', 'Hugo de Vernier', 'Roddy Maude-Roxby', 'Roger Rowland', 'John Kidd', 'Tim Seely', 'Bernard Brown', 'Rupert Vansittart', 'Jasper Jacob', 'Karen Lewis', 'Nicholas Frankau', 'Roger Ashton-Griffiths', 'Alexander John']","['20th Century Fox', 'Pressman Productions', 'RKO Pictures LLC']",1,"['GB', 'US']",['en'],tt0089816,5.8,36,Released
8,2010-02-16,L'illusionniste,18000000,6007194,80,"['Animation', 'Drama']",A French illusionist travels to Scotland to work. He meets a young woman in a small village. Their ensuing adventure in Edinburgh changes both their lives forever.,"When life loses its wonder, all it takes is one person who still believes in magic",['Sylvain Chomet'],"['Jean-Claude Donda', 'Eilidh Rankin', 'Didier Gustin', 'Jil Aigrot', 'Jacques Tati']","['Sony Pictures Classics', 'Canal+', 'France 3 Cinéma', 'Allied Filmmakers', 'Django Films', 'CinéCinéma', 'Pathé', 'France 3', 'Ciné B']",1,"['FR', 'GB']","['fr', 'gd', 'en']",tt0775489,7.258,476,Released
9,2010-05-11,The Switch,19000000,49830607,101,"['Comedy', 'Romance', 'Drama']","An unmarried 40-year-old woman turns to a turkey baster in order to become pregnant. Seven years later, she reunites with her best friend, who has been living with a secret: he replaced her preferred sperm sample with his own.",The most unexpected comedy ever conceived.,"['Josh Gordon', 'Will Speck']","['Jennifer Aniston', 'Jason Bateman', 'Jeff Goldblum', 'Juliette Lewis', 'Todd Louiso', 'Jason Jones', 'Scott Elrod', 'Patrick Wilson', 'Kelli Barrett', 'Thomas Robinson', 'Bryce Robinson', 'Victor Pagan', 'Will Swenson', 'Edward James Hyland', 'Caroline Dhavernas', 'Rebecca Naomi Jones', 'Brian Podnos', 'Amanda Barron', 'Stephanie Domini Ehlert']","['Miramax', 'Mandate Pictures', 'Bona Fide Productions', 'Echo Films', 'Mandate International']",1,['US'],['en'],tt0889573,6.235,1619,Released
