,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,2014-04-03,Loco cielo de abril,480334,250000,98,"['Romance', 'Comedy']","It's story of Abril, a mysterious woman with a particular life-style that she stands in the way of Bruno, a Chilean young man who lives in Peru and he's passing through an existential crisis. Abril's philosophy impacts to Bruno. One day, he decides to leave everything, including his job and his girlfriend. Suddenly, Bruno tries to follow Abril's life-style, no suspecting the real reasons why she turns her back to the world.",April will be a month that you will not forget,['Sandro Ventura'],"['Fiorella Rodríguez', 'Ariel Levy', 'Ximena Díaz', 'Valeria Bringas', 'Rodrigo Sánchez-Patiño']","['Ministerio de Cultura Perú', 'Big Bang Films']",1,['PE'],['es'],tt3122174,0.0,0
1,2016-06-01,아가씨,8575000,37767206,145,"['Thriller', 'Drama', 'Romance']","In 1930s Korea, a new girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a large countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler, who is posing as a Japanese Count, to help him seduce the Lady and steal her fortune.",Never did they expect to get into a controversial relationship...,['Park Chan-wook'],"['Kim Min-hee', 'Kim Tae-ri', 'Ha Jung-woo', 'Cho Jin-woong', 'Kim Hae-sook', 'Moon So-ri', 'Lee Yong-nyeo', 'Kwak Eun-jin', 'Lee Dong-hwi', 'Jo Eun-hyung', 'Rina Takagi', 'Han Ha-na', 'Lee Kyu-jung', 'Kim Si-eun', 'Ha Si-yeon', 'Kim Eun-yeong', 'Jeong Ha-dam', 'Kim In-woo', 'Choi Byung-mo ', 'Choi Jong-ryul', 'Oh Man-seok', 'Tomomitsu Adachi', 'Takashi Kakizawa', 'Seon Uk-hyeon', 'Lim Han-bin', 'Won Geun-hui', 'Jung In-gyeom', 'Nam Gyeong-min', 'Lee Ji-ha', 'Katsuhiro Nagano']","['CJ Entertainment', 'Moho Film', 'Yong Film']",1,['KR'],"['ja', 'ko']",tt4016934,8.3,2886
2,1977-07-11,Последний лепесток,25000,50000,27,"['Animation', 'Adventure']","Zhenya is a young girl who find a old beautiful house in the city when she followed a dog that he stole her donuts. At the old house, a old woman lives. The old woman offers to Zhenya a magic flower. When Zhenya pull up a petal of the flower, she can make a wish. In this moment, Zhenya should decide correctly her wishes.","animation,",['Roman Kachanov'],"['Mariya Vinogradova', 'Vladimir Gulyaev', 'Mario Gromov']",['Soyuzmultfilm'],1,['SU'],['ru'],tt3983680,7.3,3
3,2016-05-15,The Nice Guys,50000000,62788218,116,"['Comedy', 'Crime', 'Action']",A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,Private dicks,['Shane Black'],"['Ryan Gosling', 'Russell Crowe', 'Angourie Rice', 'Margaret Qualley', 'Kim Basinger', 'Yaya DaCosta', 'Matt Bomer', 'Keith David', 'Beau Knapp', 'Lois Smith', 'Jack Kilmer', 'Murielle Telio', 'Gil Gerard', 'Daisy Tahan', 'Lance Valentine Butler', 'Ty Simpkins', 'Hannibal Buress', 'Yvonne Zima', 'Gary Weeks', 'Lexi Johnson', 'Matthew Warzel', 'Chloe Hurst', 'Steve Wilder', 'Karrueche Tran', 'Dominic Bagarozzi', 'Joanne Spracklen', 'Cayla Brady', 'Tammi Arender', 'Rebecca Dalton Rusk', 'Terence Rosemore', 'Greg Lindsay', 'Joshua Hoover', 'Maddie Compton', 'Garrett Carpenter', 'Sala Baker', 'Carson Meyer', 'Michael Beasley', 'Gary Wolf', 'Hank Quillen', 'Charles Green', 'Michelle Rivera', 'Milo Wesley', 'Rachele Brooke Smith', 'Adriana Karras', 'Lauren Marini', 'Ward Roberts', 'Ryan Powers', 'Lauren Bair', 'Zarah Kulczycki', 'Hana Yuka Sano', 'Jordan Hairston', 'Angela Everhart', 'Kimberly Battista', 'Courtlyn Cannan', 'Dana Clark McPherson', 'Robert Downey Jr.', 'Elayne Boosler']","['Warner Bros. Pictures', 'Silver Pictures', 'Waypoint Entertainment', 'Bloom', 'Nice Guys', 'Misty Mountains']",1,['US'],['en'],tt3799694,7.095,6699
4,2017-10-05,The Mountain Between Us,35000000,62832209,109,"['Romance', 'Adventure', 'Drama']","Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.",What if your life depended on a stranger?,['Hany Abu-Assad'],"['Idris Elba', 'Kate Winslet', 'Dermot Mulroney', 'Beau Bridges', 'Linda Sorensen', 'Tintswalo Khumbuza', 'Dania Nassar', 'Vincent Gale', 'Marci T. House', 'Lee Majdoub', 'Andres Joseph', 'Nancy Sivak', 'Bethany Brown', 'Orval Roberts', 'Lucia Walters', 'Natasha Burnett', 'Nadeen Lightbody', 'Adam Lolacher']","['20th Century Fox', 'Chernin Entertainment']",1,['US'],['en'],tt2226597,6.629,2049
5,2016-04-06,The Huntsman: Winter's War,115000000,164989338,114,"['Action', 'Adventure', 'Drama']","As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",The story before Snow White,['Cedric Nicolas-Troyan'],"['Chris Hemsworth', 'Charlize Theron', 'Emily Blunt', 'Jessica Chastain', 'Nick Frost', 'Sam Claflin', 'Rob Brydon', 'Sheridan Smith', 'Alexandra Roach', 'Sope Dirisu', 'Sophie Cookson', 'Sam Hazeldine', 'Colin Morgan', 'Conrad Khan', 'Niamh Walter', 'Nana Agyeman-Bediako', 'Amelia Crouch', 'Fred Tatasciore', 'Ralph Ineson', 'Lynne Wilmot', 'Robert Portal', 'Robert Wilfort', 'David Mumeni', 'Kara Lily Hayworth', 'Madeleine Worrall', 'Osi Okerafor', 'Ryan Donaldson', 'Chinna Wodu', 'Andrew Rothney', 'Tim Delap', 'Antony Acheampong', 'Ian Davies', 'George Watkins', 'Aj Bediako', 'Maya Wasowicz', 'Sam Coulson', 'Yusuf Hofri', 'Eshan Gopal', 'Annie Guy', 'Natahlia Colbourne', 'Jadey Duffield', 'Liam Neeson']","['Universal Pictures', 'Perfect World Pictures', 'Roth Films']",2,"['CN', 'US']",['en'],tt2381991,6.281,4358
6,2015-10-14,Secret in Their Eyes,19500000,34854990,111,"['Thriller', 'Mystery', 'Drama', 'Crime']","A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",The truth lies in the most unexpected places.,['Billy Ray'],"['Chiwetel Ejiofor', 'Nicole Kidman', 'Julia Roberts', 'Dean Norris', 'Alfred Molina', 'Michael Kelly', 'Joe Cole', 'Zoe Graham', 'Patrick Davis Alarcón', 'Eileen Fogarty', 'Lyndon Smith', 'Kim Yarbrough', 'Mark Famiglietti', 'Amir Malaklou', 'Niko Nicotera', 'David Israel', 'Dennis Keiffer', 'Don Harvey', 'Glenn Davis', 'Walter Tabayoyong', 'Michael Tennant', 'John Pirruccello', 'Noel Gugliemi', 'Ho-Sung Pak', 'Laurence Todd Rosenthal', ""Carrick O'Quinn"", 'C.C. Taylor', 'Ross Partridge', 'Carlos Zapata', 'Vin Scully']","['Universal Pictures', 'Ingenious Media', 'Gran Via Productions', 'IM Global', 'STX Entertainment', 'Route One Entertainment', 'Union Investment Partners', 'SITE Productions', ""Willie's Movies""]",1,"['ES', 'GB', 'US']",['en'],tt1741273,6.377,1187
7,2015-01-15,Tracers,11000000,593683,94,['Action'],"Wanted by the mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.",It's not a crime if they can't catch you.,['Daniel Benmayor'],"['Taylor Lautner', 'Marie Avgeropoulos', 'Adam Rayner', 'Rafi Gavron', 'Sam Medina', 'Johnny M. Wu', 'Wai Ching Ho', 'Doua Moua', 'Amirah Vann', 'Sean Rahill', 'Andrew Elvis Miller', 'Teddy Cañez', 'Brian Michael Smith', 'Joseph Harrell', 'Christopher Jackson', 'Henry Yuk', 'Glen Lee', 'Doug Drucker', 'Angela Pietropinto', 'Christian Steele', 'Scott Johnson', 'Carla Occhiogrosso', 'Dennis Lauricella', 'Richard Nunez', 'Alvin Chon', 'Myles Humphus', 'Dan Miragliotta', 'Erik Martin', 'Scott Siegal', 'Tim Lajcik', 'Hannah Scott', 'Jesse Danger', 'D.J. Nino Cartel', 'Lukas Sharp', 'Kelly Southerland', 'Richard M. Maguire', 'Jerome Brooks Jr.', 'José Báez', 'Melanie Ehrlich', 'Scott Johnsen', 'Edward M. Kelahan', 'Woon Young Park', 'Jamie Lee Petronis']","['Senator Film', 'Temple Hill Entertainment', 'Freerunning', 'Melbarken', 'Saban Films', 'Cowtown Cinema Ventures']",1,['US'],['en'],tt2401097,6.032,991
8,2019-10-23,Terminator: Dark Fate,185000000,261119292,127,"['Science Fiction', 'Action', 'Adventure']","Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",Welcome to the day after judgement day,['Tim Miller'],"['Mackenzie Davis', 'Natalia Reyes', 'Linda Hamilton', 'Arnold Schwarzenegger', 'Gabriel Luna', 'Diego Boneta', 'Ferran Fernández', 'Tristán Ulloa', 'Stephanie Gil', 'Tomás Álvarez', 'Tom Hopper', 'Alicia Borrachero', 'Enrique Arce', 'Manuel Pacific', 'Fraser James', 'Pedro Rudolphi', 'Diego Martínez', 'Kevin Medina', 'Steven Cree', 'Matt Devere', 'Karen Gagnon', 'Lorna Brown', 'Stuart McQuarrie', 'José Cerós', 'Shadday López', 'Pedro Hernández', 'Mariah Nonnemacher', 'Peter Schueller', 'Jacques A. Nevils', 'Daniel Ibáñez', 'Mona Martínez', 'Francis McBurney', 'Mikey Bharj', 'Samantha Coughlan', 'James Barriscale', 'Alejandra Mayo', 'Angelica Andreu', 'Iria Calero', 'Dan Stroiman', 'Tábata Cerezo', 'Nicholas Wittman', 'Daniel Ortiz', 'Mark Hesketh', 'Peter Ormond', 'Joaquín Molla', 'Alberto Da La Sinda', 'Mario de la Rosa', 'Zoltán Téglás', 'Blair Jackson', 'Phillip Garcia', 'Tarnue Massaquoi', 'Cleveland Berto', 'Christine Horn', 'Pete Ploszek', 'Mark Weiler', 'Kacy Owens', 'Stephen Oyoung', 'Anisha Gibbs', 'Anthony Oh', 'Aaron Kunitz', 'Edward Furlong', 'Geneviève Doang', 'Rochelle Neil', 'Brett Azar', 'Jude Collie']","['Paramount', '20th Century Fox', 'Lightstorm Entertainment', 'Mid Atlantic Films', 'Ministerio de Cultura', 'TSG Entertainment', 'Hungarian National Film Fund', 'Tencent Pictures', 'Skydance Media', 'Ministry of Finance of Spain']",6,"['CN', 'HU', 'ES', 'US']","['en', 'es']",tt6450804,6.474,4227
9,2014-10-31,一個人的武林,25000000,129115,100,"['Action', 'Thriller', 'Crime']","A martial arts instructor working at a police academy gets imprisoned after killing a man by accident. But when a vicious killer starts targeting martial arts masters, the instructor offers to help the police in return for his freedom.",Nobody's going down without a fight.,['Teddy Chan'],"['Donnie Yen', 'Charlie Yeung', 'Baoqiang Wang', 'Bai Bing', 'Deep Ng', 'Yu Kang', 'Xing Yu', 'Fan Siu-wong', 'Bey Logan', 'Alex Fong', 'David Chiang', 'Charlie Yuen Cheung-Yan']","['JCE Movies', 'Heart & Soul Production', 'Beijing Silver Moon Productions']",1,"['HK', 'CN']","['zh', 'es', 'cn']",tt2952602,6.682,347
