,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count,status
0,1996-03-08,The Birdcage,31000000,185260553,117,['Comedy'],A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's conservative moralistic parents.,Come as you are.,['Mike Nichols'],"['Robin Williams', 'Nathan Lane', 'Gene Hackman', 'Dianne Wiest', 'Dan Futterman', 'Calista Flockhart', 'Hank Azaria', 'Christine Baranski', 'Tom McGowan', 'Grant Heslov', 'Kirby Mitchell', 'James Lally', 'Luca Tommassini', 'Luis Camacho', 'Andre Fuentes', 'Dante Henderson', 'Scott Kaske', 'Kevin Stea', 'Tim Kelleher', 'Ann Cusack', 'Stanley DeSantis', 'Anthony Giaimo', 'Lee Delano', 'David Sage', 'Michael Kinsley', 'Tony Snow', 'Dorothy Constantine', 'Trina McGee-Davis', 'Barry Nolan', 'Amy Powell', 'Ron Pitts', 'James Hill', 'Mary Major', 'Steven Porfido', 'John Pontrelli', 'Herschel Sparber', 'Francesca Cruz', 'Brian Reddy', 'Jim Jansen', 'Marjorie Lovett', 'Sylvia Short', 'James H. Morrison', 'Robert K. Baruch', 'Mike Starr', 'Al Rodrigo', 'Jay Leno']",['United Artists'],1,['US'],"['en', 'fr']",tt0115685,7.044,907,Released
1,1999-09-17,Blue Streak,65000000,117758500,93,"['Action', 'Comedy', 'Crime']","Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as an LAPD detective.",He's a cop that's not. Believe that!,['Les Mayfield'],"['Martin Lawrence', 'Luke Wilson', 'Dave Chappelle', 'Peter Greene', 'Nicole Ari Parker', 'William Forsythe', 'Graham Beckel', 'Robert Miranda', 'Olek Krupa', 'Saverio Guerra', 'Tamala Jones', 'John Hawkes', ""Billy 'Sly' Williams"", 'Brandon de Paul', 'Julio Oscar Mechoso', 'Steve Rankin', 'Carmen Argenziano', 'Frank Medrano', 'Octavia Spencer', 'Timothy Dale Agee', 'Bayani Ison', 'Scott Sowers', 'Christopher Stapleton', 'Eddy Donno', 'Kenny Endoso', 'Googy Gress', 'Robert LaSardo', 'Bill Ferrell', 'Greg Montgomery', 'Jason Kravits', 'Eidan Hanzei', 'James W. Gavin', 'Anne Marie Howard', 'Jane Carr', 'Amy Oberer', 'Ash Winfield', 'Erik Rondell', 'J. Kenneth Campbell', 'Joel Hurt Jones', 'Darryl Brunson', 'Shawn Elaine Brown Chiquette', 'Christian Christiansen', 'Michael Grasso', 'John McCarthy', 'Jeff Xander', 'Damian Foster', 'Yetta Ginsburg', 'Daniel Rogerson', 'Roger Willie']",['Columbia Pictures'],1,"['DE', 'US']",['en'],tt0181316,6.431,1217,Released
2,1984-03-30,"Greystoke: The Legend of Tarzan, Lord of the Apes",0,45858563,143,"['Adventure', 'Drama', 'Action', 'Romance']","A shipping disaster in the 19th Century has stranded a man and woman in the wilds of Africa. The lady is pregnant, and gives birth to a son in their tree house. Soon after, a family of apes stumble across the house and in the ensuing panic, both parents are killed. A female ape takes the tiny boy as a replacement for her own dead infant, and raises him as her son. Twenty years later, Captain Phillippe D'Arnot discovers the man who thinks he is an ape. Evidence in the tree house leads him to believe that he is the direct descendant of the Earl of Greystoke, and thus takes it upon himself to return the man to civilization.",,['Hugh Hudson'],"['Ralph Richardson', 'Ian Holm', 'James Fox', 'Christopher Lambert', 'Andie MacDowell', 'Cheryl Campbell', 'Ian Charleson', 'Nigel Davenport', 'Nicholas Farrell', 'Paul Geoffrey', 'Richard Griffiths', 'Hilton McRae', 'David Suchet', 'Ravinder', 'John Wells', 'Paul Brooke', 'Tristram Jellinek', 'Roddy Maude-Roxby', 'Eric Langlois', 'Danny Potts', 'Peter Kyriakou', 'Tali McGregor', 'Peter Elliott', 'Ailsa Berk', 'John Alexander', 'Christopher Beck', 'Mak Wilson', 'Deep Roy', 'Kiran Shah', 'Philip Tan', 'Martin Pallot', 'Douglas Mann', 'George Antoni', 'Harriet Thorpe']","['Warner Bros. Pictures', 'Edgar Rice Burroughs Inc.', 'WEA Records']",1,"['GB', 'US']",['en'],tt0087365,6.337,387,Released
3,1998-02-13,The Wedding Singer,18000000,123306987,95,"['Romance', 'Comedy']","Robbie, a local rock star turned wedding singer, is dumped on the day of his wedding. Meanwhile, waitress Julia finally sets a wedding date with her fiancée Glenn. When Julia and Robbie meet and hit it off, they find that things are more complicated than anybody thought.",He's gonna party like it's 1985.,['Frank Coraci'],"['Adam Sandler', 'Drew Barrymore', 'Christine Taylor', 'Allen Covert', 'Matthew Glave', 'Ellen Albertini Dow', 'Angela Featherstone', 'Alexis Arquette', 'Christina Pickles', 'Jodi Thelen', 'Frank Sivero', 'Patrick McTavish', 'Gemini Barnett', 'Billy Idol', 'Kevin Nealon', 'Carmen Filpi', 'Robert Smigel', 'Todd Hurst', 'Peter Dante', 'Jimmy Karz', 'Andrew Shaifer', 'Angela Paton', 'Maree Cheatham', 'Steve Buscemi', 'Jon Lovitz', 'Brian Posehn']","['New Line Cinema', 'Robert Simonds Productions', 'Juno Pix']",1,['US'],['en'],tt0120888,6.8,1440,Released
4,2000-02-22,Wonder Boys,35000000,0,111,"['Comedy', 'Drama']",Grady is a 50-ish English professor who hasn't had a thing published in years—not since he wrote his award winning 'Great American Novel' 7 years ago. This weekend proves even worse than he could imagine as he finds himself reeling from one misadventure to another in the company of a new wonder boy author.,Undependable. Unpredictable. Unforgettable.,['Curtis Hanson'],"['Michael Douglas', 'Tobey Maguire', 'Frances McDormand', 'Robert Downey Jr.', 'Katie Holmes', 'Rip Torn', 'Richard Knox', 'Jane Adams', 'Michael Cavadias', 'Richard Thomas', 'Alan Tudyk', 'Philip Bosco', 'George Grizzard', 'Kelly Bishop', 'Bill Velin', 'Charis Michelsen', 'Yusuf Gatewood', 'June Hildreth', 'Elisabeth Granli', 'Richard Hidlebird', 'Screamer', ""Bingo O'Malley"", 'Patricia Cray', 'Marita Golden', 'James Ellroy', 'Lenora Nemetz', 'Tracey D. Turner', 'James Kisicki', 'Rob McElhenney', 'Anika Bobb', 'Katherine Sweeney', 'Tony Amen', 'Katrina M. Faessel', 'John W. Iwanonkiw', 'David Lean', 'Jackson Nunn', 'Sandy Slicker', 'Andrew Zehner']","['Paramount', 'Scott Rudin Productions', 'TOHO-TOWA', 'Mutual Film Company', 'BBC', 'Marubeni', 'Curtis Hanson Productions', 'MFF Feature Film Productions']",1,"['DE', 'JP', 'GB', 'US']",['en'],tt0185014,6.859,486,Released
5,1990-12-04,Awakenings,0,52096475,120,['Drama'],"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",There is no such thing as a simple miracle.,[],"['Robert De Niro', 'Robin Williams', 'John Heard', 'Julie Kavner', 'Penelope Ann Miller', 'Ruth Nelson', 'Max von Sydow', 'Anne Meara', 'Dexter Gordon', 'George Martin', 'Alice Drummond', 'Richard Libertini', 'Laura Esterman', 'Barton Heyman', 'Judith Malina', 'Mary Alice', 'Keith Diamond', 'Bradley Whitford', 'John Christopher Jones', 'Mary Catherine Wright', 'Jayne Haynes', 'Le Clanché du Rand', 'Yusef Bulos', 'Steven Randazzo', 'Gloria Harper', 'Gwyllum Evans', 'Steve Vinovich', 'Tiger Haynes', 'Tanya Berezin', 'Peter Stormare', 'Shane Fistell', 'Waheedah Ahmad', 'Charles Keating', 'Christina Huertes', 'Linda Burns', 'Judy Jacksina', 'Rico Elias', 'Mel Gorham', 'Chris Carolan', 'Debra Kovner-Zaks', 'Vin Diesel', 'Max Rabinowitz', 'Gordon Joseph Weiss', 'Byron Utley', 'Anthony McGowen', 'Paul Montgomery', 'Leonard Tepper', 'Vincent Pastore', 'Howard Feller', 'Libby Titus', 'Tomislav Novakovic', 'Adam Bryant', 'Anthony J. Nici', 'Oliver Block', 'Buck Smith', 'Joan E. MacIntosh', 'Harry L. Seddon', 'Jack Mulcahy']",['Parkes/Lasker productions'],1,['US'],['en'],tt0099077,7.757,1998,Released
6,1977-05-26,Smokey and the Bandit,4300000,126737428,96,"['Action', 'Adventure', 'Comedy']","A race car driver tries to transport an illegal beer shipment from Texas to Atlanta in under 28 hours, picking up a reluctant bride-to-be on the way.",What we have here is a total lack of respect for the law!,[],"['Burt Reynolds', 'Sally Field', 'Jerry Reed', 'Jackie Gleason', 'Mike Henry', 'Pat McCormick', 'Linda McClure', 'Susan McIver', 'Laura Lizer Sommers', 'Michael Mann', 'Ronnie Gay', 'Quinnon Sheffield', 'Ingeborg Kjeldsen', 'Ben Jones', 'John Schneider', 'Bill Saito']",['Universal Pictures'],1,['US'],['en'],tt0076729,6.937,564,Released
7,2003-12-24,Cheaper by the Dozen,40000000,190212113,98,"['Comedy', 'Family']","The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",Growing pains? They've got twelve of them!,[],"['Steve Martin', 'Bonnie Hunt', 'Piper Perabo', 'Tom Welling', 'Hilary Duff', 'Kevin Schmidt', 'Alyson Stoner', 'Jacob Smith', 'Liliana Mumy', 'Morgan York', 'Forrest Landis', 'Blake Woodruff', 'Brent Kinsman', 'Shane Kinsman', 'Paula Marshall', 'Steven Anthony Lawrence', 'Alan Ruck', 'Richard Jenkins', 'Holmes Osborne', 'Vanessa Bell Calloway', 'Rex Linn', 'David Kelsey', 'Dax Shepard', 'Elon Gold', 'Cody Linley', 'Adam Taylor Gordon', 'Julie Araskog', 'Benjamin Fitch', 'Antonio Vega', 'David Bowe', 'Kevin Carey', 'Ossie Mair', 'Amy Hill', 'Ted Rooney', 'Joel McCrary', 'Tiffany Dupont', 'Dylan S. Shults', 'Regis Philbin', 'Kelly Ripa', 'Merris Carden', 'Wayne Knight', 'Ashton Kutcher', 'Jared Padalecki', 'D. Danny Warhol']","['20th Century Fox', 'Robert Simonds Productions']",1,['US'],['en'],tt0349205,6.275,2436,Released
8,1995-03-24,Major Payne,0,30112050,95,"['Adventure', 'Comedy', 'Family']","Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.",He's looking for a few good men... or a few guys old enough to shave.,[],"['Damon Wayans', 'Karyn Parsons', 'William Hickey', 'Michael Ironside', 'Albert Hall', 'Orlando Brown', 'Steven Martini', 'Andrew Leeds', 'Chris Owen', 'Joseph Blaire', 'Mark W. Madison', 'Peyton Chesson-Fohl', 'Stephen Coleman', 'Mark Conway', 'David DeHart', 'Joshua Todd Diveley', 'Robert Faraoni Jr.', 'Michael Gabel', 'Ross Bickell', 'Scott Bigelow', 'R.J. Knoll', 'Seymour Swan', 'Leonard L. Thomas', 'Hechter Ubarry', 'Carolyn Walker', 'Damien Dante Wayans', 'R. Stephen Wiles', 'Chris Williams', 'Tommy Wiles', 'John Louis Fischer', 'P. Rodney Barnes', 'Curtis Bush', 'Robert Shepherd', 'George Cheung']","['Universal Pictures', ""Wife 'n' Kids""]",1,['US'],"['en', 'es']",tt0110443,6.349,633,Released
9,1977-12-16,Saturday Night Fever,3500000,237113184,118,"['Drama', 'Music', 'Romance']",Tony spends his Saturdays at a disco where his stylish moves raise his popularity among the patrons. But his life outside the disco is not easy and things change when he gets attracted to Stephanie.,... Catch it!,['John Badham'],"['John Travolta', 'Karen Lynn Gorney', 'Barry Miller', 'Joseph Cali', 'Julie Bovasso', 'Sam Coppola', 'Denny Dillon', 'Robert Costanzo', 'Fran Drescher', 'Donna Pescow', 'Val Bisoglio', 'Paul Pape', 'Martin Shakar', 'Nina Hansen', 'Lisa Peluso', 'Bert Michaels', 'Robert Weil', 'Shelly Batt', 'Donald Gantry', 'Murray Moston', 'William Andrews', 'Ann Travolta', 'Helen Travolta', 'Ellen March', 'Monti Rock III', 'Adrienne King']","['Paramount', 'Robert Stigwood Organization (RSO)']",1,['US'],['en'],tt0076666,6.718,1604,Released
