,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count,status
0,1995-01-01,Search and Destroy,4000000,389503,90,"['Action', 'Comedy', 'Drama', 'Thriller']",A self-help guru's televised teachings inspire a down-and-out businessman to pursue his dream of making a movie.,A screwball tragedy!,[],"['Griffin Dunne', 'Rosanna Arquette', 'Illeana Douglas', 'Ethan Hawke', 'Dennis Hopper', 'John Turturro', 'Christopher Walken', 'Robert Knepper', 'David Thornton', 'Angel David', 'Jason Ferraro', 'Linda Wahl', 'Laurie Godet', 'Randy Pearlstein', 'Nicole Burdette', 'Tanya Pohlkotte', 'Dan Hedaya', 'Kenneth Simmons', 'Frank Girardeau', 'Tahnee Welch', 'Joli Julianna', 'Sergio Kato']","['October Films', 'Nu Image', 'Autumn Pictures']",1,['US'],['it'],tt0114371,5.2,19,Released
1,2012-01-26,One for the Money,40000000,36893721,91,"['Action', 'Comedy', 'Crime']","An unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. Her first assignment is to track down a former cop on the run for murder – the same man who broke her heart years before. With the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter.",She's looking for a few not-so-good men,['Julie Anne Robinson'],"['Katherine Heigl', ""Jason O'Mara"", 'Daniel Sunjata', 'John Leguizamo', 'Sherri Shepherd', 'Debbie Reynolds', 'Patrick Fischler', ""Harry O'Toole"", 'Debra Monk', 'Nate Mooney', 'Adam Paul', 'Fisher Stevens', 'Ana Reeder', 'Ryan Michelle Bathe', 'Leonardo Nam', 'Annie Parisse', 'Lisa Ann Goldsmith']","['Lakeshore Entertainment', 'Sidney Kimmel Entertainment']",1,['US'],['en'],tt1598828,5.5,869,Released
2,1992-09-23,Mr. Saturday Night,43000000,13300000,119,"['Comedy', 'Drama']","Buddy Young was the comic's comic, beloved by everyone. Now, playing to miniscule crowds in nursing homes, it seems like everybody but Buddy realizes that he should retire. As Buddy looks for work in show business, he realizes that the rest of the world has forgotten the golden days of Buddy Young, and that there just may not be room in the business for an old comic like himself.",It's lonely at the middle.,[],"['Billy Crystal', 'David Paymer', 'Julie Warner', 'Helen Hunt', 'Mary Mara', 'Jerry Orbach', 'Ron Silver', 'Sage Allen', 'Jason Marsden', 'Michael Weiner', 'Larry Gelman', 'Kay Freeman', 'Howard Mann', 'Julius Branca', 'Liz Georges', 'Bill Wendell', 'Hartley Haverty', 'Will Jordan', 'Josh Byrne', 'Ben Diskin', 'Irving Wasserman', 'Phil Forman', 'Joe Shea', 'Michael Ben-Edward', 'Carl Ballantine', 'Slappy White', 'Richard Mehana', 'Mark Lonow', 'Conrad Janis', 'Tim Russ', 'Chayim Frenkel', 'Jan Lucas', 'Daniel Tisman', 'Peter Kim', 'Greg Joung Paik', 'Eugene Kaufmann', 'Miranda Garrison', 'Alberto Toledano', 'Richard Kind', 'Jerry Lewis', 'Edith Fields', 'Adam Goldberg', 'Maria A. Ferrari Olivo', 'Talbot Perry Simons', 'Lonnie Burr', 'Randy Doney', 'Joe A. Giamalva', 'Birl Jonns', 'Shadoe Stevens', 'Bert Copello', 'Lindsay Crystal', 'Dana Lipsic', 'William Yamadera', 'Gary Grossman', 'Marinela Cimpoeru', 'Costin Csizmas', 'Voinea Dumitru', 'Adrian Smertcov', 'Steven Kravitz', 'Randy Crenshaw', 'Geoff Koch', 'Steve Lively', 'Rick Logan']","['New Line Cinema', 'Castle Rock Entertainment']",1,[],[],tt0104928,5.9,45,Released
3,2013-05-05,Star Trek Into Darkness,190000000,467365246,132,"['Action', 'Adventure', 'Science Fiction']","When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",Earth Will Fall,['J.J. Abrams'],"['Chris Pine', 'Zachary Quinto', 'Zoe Saldaña', 'Karl Urban', 'Simon Pegg', 'John Cho', 'Benedict Cumberbatch', 'Anton Yelchin', 'Bruce Greenwood', 'Peter Weller', 'Alice Eve', 'Leonard Nimoy', 'Noel Clarke', 'Nazneen Contractor', 'Amanda Foreman', 'Jonathan Dixon', 'Aisha Hinds', 'Joseph Gatt', 'Jeremy Raymond', 'Tony Guma', 'Kimberly Arland', 'Sean Blakemore', 'Nick E. Tarabay', 'Beau Billingslea', 'Deep Roy', 'Anjini Taneja Azhar', 'Jack Laufer', 'Katie Cockrell', 'Kellie Cockrell', 'Jason Matthew Smith', 'Chris Hemsworth', 'Jennifer Morrison', 'Seth Ayott', 'Marco Sanchez', 'Lee Reherman', 'Scott Lawrence', 'Usman Ally', 'Nolan North', 'James Hiroyuki Liao', 'Rob Moran', 'Berit Francis', 'Benjamin P. Binswanger', 'Christopher Doohan', 'Andy Demetrio', 'Gianna Simone', 'Rene Rosado', 'Jacquelynn King', 'Long Tran', 'Ningning Deng', 'Jodi Johnston', 'Colleen Harris', 'Jeff Chase', 'Monisola Akiwowo', 'Paul K. Daniel', ""Ser'Darius Blain"", 'Heather Langenkamp', 'David C. Waite', 'Melissa Paulo', 'Cynthia Addai-Robinson', 'Drew Grey', 'Douglas Weng', 'Charlie Haugk', 'Max Chernov', 'Marc Primiani', 'Jesper Inglis', 'Jacob Rhodes', 'Kentucky Rhodes', 'Anthony Wilson', 'Eric Greitens', 'Melissa Steinman', 'Adam McCann', 'Jon Orvasky', 'James McGrath', 'Brian T. Delaney', 'Arlen Escarpeta', 'Joe Moses', 'Kevin Michael Richardson', 'David Sobolov', 'Fred Tatasciore', 'Kiff VandenHeuvel', 'Audrey Wasilewski', 'Bill Hader', 'Britanni Johnson', 'Chris Gardner', 'Julianne Buescher', 'Joe Hanna', 'Ellie Newlands', 'Candice Renee', 'Emily Towers', 'Tom Archdeacon', 'Jon Lee Brody', 'Hiram A. Murray', 'Fernando Chien']","['Paramount', 'Bad Robot', 'Kurtzman/Orci', 'Skydance Media']",2,['US'],['en'],tt1408101,7.336,8186,Released
4,1918-08-01,Mickey,250000,8000000,71,"['Comedy', 'Drama']","Mickey, an orphan who has been brought up in a mining settlement, is sent to New York to live with her aunt.",,"['F. Richard Jones', 'James Young']","['Mabel Normand', 'George Nichols', 'Wheeler Oakman', 'Minta Durfee', 'Laura La Varnie', 'Lew Cody', 'Tom Kennedy', 'Minnie Devereaux']",['Mabel Normand Feature Film Company'],1,['US'],['en'],tt0009369,6.7,13,Released
5,2007-12-25,The Water Horse,40000000,103071443,112,"['Family', 'Adventure', 'Fantasy']",A lonely boy discovers a mysterious egg that hatches a sea creature of Scottish legend.,How Do You Keep A Secret This Big?,['Jay Russell'],"['Alexander Nathan Etel', 'Emily Watson', 'Ben Chaplin', 'David Morrissey', 'Priyanka Xi', 'Craig Hall', 'Brian Cox', 'Erroll Shand', 'Joel Tobeck', 'Bruce Allpress', 'Geraldine Brophy', 'Eddie Campbell', 'Peter Corrigan', 'Carl Dixon', 'Nathan Christopher Haase', 'Ian Harcourt', 'Rex Hurst', 'Megan Katherine', 'Elliot Lawless', 'William Johnson', 'Ben Van Lier']","['Revolution Studios', 'Ecosse Films', 'Beacon Pictures', 'Walden Media']",1,"['US', 'GB', 'AU']",['en'],tt0760329,6.439,884,Released
6,1985-10-04,Bliss,3400000,660537,112,"['Comedy', 'Drama', 'Romance']","An advertising executive dies and goes to hell... except nothing changes. Well, his daughter is buying drugs with sexual favours from her brother, and the number of cancer-causing products is on the increase. But the notes he writes to himself to prove he hasn't gone insane are getting more disjointed, and he runs off with an ex-prostitute called Honey Barbera.",After Harry Joy dropped dead... his life was never the same again.,['Ray Lawrence'],"['Barry Otto', 'Lynette Curran', 'Helen Jones', 'Gia Carides', 'Miles Buchanan', 'Tim Robertson', 'Bryan Marshall', 'Jon Ewing', 'Kerry Walker', 'Paul Chubb', 'Sarah De Teliga', 'Saskia Post', 'George Whaley', 'Robert Menzies', 'Tommy Dysart', 'John Doyle', 'Kati Edwards']","['New South Wales Film Corp.', 'Window III Productions']",1,['AU'],['en'],tt0088821,6.4,17,Released
7,1995-03-11,ガメラ 大怪獣空中決戦,4500000,16000000,96,"['Fantasy', 'Science Fiction', 'Horror']","A ship runs aground on a mysterious atoll leading to an investigation by insurance representative Kusanagi, who discovers an ancient bead that he gives to his daughter Asagi. Meanwhile, ornithologist Nagamine investigates reports of a new species of large bird named Gyaos. As the Gyaos begin to attack, an ancient guardian with a bond to Asagi emerges.",A great duel of supersonic speed.,['Shusuke Kaneko'],"['Tsuyoshi Ihara', 'Shinobu Nakayama', 'Ayako Fujitani', 'Yukijiro Hotaru', 'Hirotaro Honda', 'Hatsunori Hasegawa', 'Kōjirō Hongō', 'Akira Kubo', 'Takashi Matsuo', 'Yoshihiko Hakamada', 'Akira Onodera', 'Yuka Sakano', 'Hiroyuki Watanabe', 'Tetsu Watanabe', 'Masahiko Sakata', 'Jun Fubuki', 'Yutaka Natsuki', 'Tomiko Ishii', 'Yôko Ôshima', 'Yuichi Mayama', 'Yuko Kimura', 'Izumi Ōgami', 'Yukihito Koga', 'Minako Nagai', 'Kenji Wakabayashi', 'Akemi Nakamura', 'Nanako Kaneko', 'Takateru Manabe', 'Jun Suzuki', 'Yumi Kameyama']","['Daiei Film', 'Nippon Television Network Corporation', 'Hakuhodo']",1,['JP'],['ja'],tt0113142,7.7,108,Released
8,2010-06-18,ராவணன்,5200000,9700000,134,"['Action', 'Adventure', 'Crime']","After inspector Dev stirs the reign of Veeraiya, a tribal outlaw, the latter responds by kidnapping his wife, Ragini. While she tries to escape from him, Dev fights many resistances to find her.","Ten Heads, Ten Minds, A Hundred Voices, One Man",['Mani Ratnam'],"['Vikram', 'Aishwarya Rai Bachchan', 'Prithviraj Sukumaran', 'Karthik Muthuraman', 'Prabhu', 'Munna Simon', 'Ranjitha', 'Vaiyapuri', 'Priyamani', 'John Vijay', 'Chaams', 'Lakshmi Ramakrishnan', 'Saravana Subbiah', 'N. Azhagamperumal', 'Rohini']","['Madras Talkies', 'Reliance Entertainment']",1,['IN'],['ta'],tt1664806,6.9,34,Released
9,2007-05-10,Инди,1200000,145000,92,"['Romance', 'Drama']","Arina is young, reach and independent woman. She's married to a wealthy businessman. But deep inside she's still looking for a true love.",,['Oleksandr Kirienko'],"['Alena Babenko', 'Aleksandr Baluev', 'Alexandr Domogarov', 'Polina Kutepova', 'Ksenia Nikolaeva', 'Mikhail Fedorovskiy']",['Panoptikum Film Company'],1,['RU'],['ru'],tt1087455,5.7,6,Released
