,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,2005-09-06,Alzen Motorsport 2005,100,100,0,['Documentary'],,,['Mike Frison'],"['Uwe Alzen', 'Jürgen Alzen']",[],1,['DE'],['de'],,0.0,0
1,2008-08-28,"Lamborghini Gallardo, Nürburgring Nordschleife",100,100,0,[],,,['Mike Frison'],"['Dirk Adorf', 'Herman Tilke']",[],1,['DE'],[],,0.0,0
2,2018-02-28,The Hurricane Heist,35000000,32517248,103,"['Action', 'Crime', 'Thriller']",Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,The storm of the century... the heist of a lifetime.,['Rob Cohen'],"['Toby Kebbell', 'Maggie Grace', 'Ryan Kwanten', 'Ralph Ineson', 'Melissa Bolona', 'Ben Cross', 'Christian Contreras', 'Mark Basnight', 'Erik Rondell', 'Mark Rhino Smith', 'Jamie Andrew Cutler', 'Ed Birch', 'Moyo Akandé', 'James Barriscale', 'Keith D. Evans', 'Natacha Karam']","['Signature Pictures', 'Head Gear Films', 'Windfall Films', 'Lipsync Productions', 'Foresight Unlimited', 'Dream Team Films', 'Parkside Pictures', 'Tadross Media Group', 'RSVP Movies', 'DNEG', 'Metrol Technology', 'Almost Never Films']",1,['US'],['en'],tt5360952,5.693,868
3,2019-11-19,Кома,4000000,2363584,111,"['Science Fiction', 'Adventure', 'Action']","A young and talented architect comes to his senses after a horrific accident only to find himself in the odd dystopian world. A world that is filled with the memories of all current coma patients. Just like a human memory this world is fragmental, chaotic and unstable. This is COMA: icecaps, rivers and cities can all exist in a space of a single room and laws of physics are no longer laws as they can be bent.",Wake up to save everyone.,['Nikita Argunov'],"['Rinal Mukhametov', 'Anton Pampushnyy', 'Lyubov Aksyonova', 'Miloš Biković', 'Konstantin Lavronenko', 'Polina Kuzminskaya', 'Rostislav Gulbis', 'Vilen Babichev', 'Igor Sigaev', 'Evgeniya Karatygina', 'Leonid Timtsunik', 'Alexey Lyubchenko', 'Sergey Gilev', 'Albert Kobrovsky']","['Central Partnership', 'Fresh Film', 'Mars Media Entertainment', 'Cinema Fund', 'Fond kino', 'Big Cinema House', 'Argunov Studio']",1,['RU'],['ru'],tt6087226,6.292,399
4,2017-11-05,The Endless,1000000,956425,112,"['Science Fiction', 'Horror', 'Thriller']",Two brothers return to the cult they fled from years ago to discover that the group's beliefs may be more sane than they once thought.,,"['Aaron Moorhead', 'Justin Benson']","['Callie Hernandez', 'Tate Ellington', 'Shane Brady', 'Lew Temple', 'Kira Powell', 'David Lawson Jr.', 'James Jordan', 'Emily Montague', 'Peter Cilella', 'Vinny Curran', 'Ric Sarabia', 'Glen Roberts', 'Josh Higgins']","['Snowfort Pictures', 'Pfaff & Pfaff Productions', 'Love & Death Productions', 'Rustic Films']",1,['US'],['en'],tt3986820,6.338,854
5,2017-02-10,ഫുക്രി,870000,1300000,156,"['Comedy', 'Family']","An engineering dropout who traps himself in one trouble or the other, meets a wonderful woman and her cousin who changes his life.",,['Siddique'],"['Jayasurya', 'Siddique', 'Lal', 'Anu Sithara', 'John Kaippallil', 'Prayaga Martin', 'KPAC Lalitha', 'Bhagath Manuel', 'Salini T. R', 'Joju George', 'Niyas Backer', 'Krishna Prabha', 'Janardhanan', 'Sreelatha', 'Seema G Nair', 'Sajan Palluruthy', 'Jennifer Antony', 'Jayakrishnan', 'Vinod Kedamangalam', 'Mukundan', 'Nirmal Palazhi', 'Nazeer Sankranthi', 'Thezni Khan']","['Vaishaka Cynyma', 'S. Talkies']",1,['IN'],['ml'],tt6160504,4.6,7
6,2017-02-16,"Гуляй, Вася!",707503,4781454,90,['Comedy'],"Mitya accidentally proposed to his girlfriend. The problem is that Mitya is already married to Vasya, who refuses to grant him a divorce. Can Mitya and his friends convince Vasya to change her mind?",,['Roman Karimov'],"['Efim Petrunin', 'Lyubov Aksyonova', 'Sofya Rayzman', 'Sergey Abroskin', 'Boris Dergachev', 'Michael Khmurov', 'Svetlana Stepankovskaya', 'Sofia Lebedeva', 'Roman Kurtsyn', 'Kristina Gololobova', 'Natalya Tetenova', 'David Petrosyan', 'Stanislav Tlyashev', 'Olga Lebedeva', 'Michael Khmurov', 'Anna Tsukanova-Kott', 'Aleksandr Golubkov', 'Maxim Derichev', 'Ekaterina Kabak', 'Vera Kincheva', 'Stanislav Rumyantsev']","['Invada Film', 'Yellow, Black & White']",1,['RU'],['ru'],tt5161058,6.6,41
7,2017-10-25,Au revoir là-haut,23000000,15100000,113,"['Drama', 'Crime', 'War']","In November 1918, a few days before the Armistice, when Lieutenant Pradelle orders a senseless attack, he causes a useless disaster; but his outrageous act also binds the lives of two soldiers who have nothing more in common than the battlefield: Édouard saves Albert, although at a high cost. They become companions in misfortune who will attempt to survive in a changing world. Pradelle, in his own way, does the same.",,['Albert Dupontel'],"['Nahuel Pérez Biscayart', 'Albert Dupontel', 'Laurent Lafitte', 'Niels Arestrup', 'Émilie Dequenne', 'Mélanie Thierry', 'Héloïse Balster', 'Philippe Uchan', 'André Marcon', 'Michel Vuillermoz', 'Kyan Khojandi', 'Carole Franck', 'Gilles Gaston-Dreyfus', 'Jacques Mateu', 'Philippe Duquesne', 'Denis Podalydès', 'Fred Epaud', 'Axelle Simon', 'Augustin Jacob', 'Frans Boyer', 'Eloïse Genet', 'Bing Yin', 'Xiaoxing Cheng', 'Alexis Barbosa', 'Dan Cardoso', 'François Girard', 'Mathieu Naert']","['Gaumont', 'France 2 Cinéma', 'Canal+', 'France Télévisions', 'Ciné+', 'Manchester Films', 'Stadenn Productions', 'Entourage Pictures']",1,"['CA', 'FR']","['zh', 'fr', 'de']",tt5258850,7.874,1097
8,2017-05-12,Deep,6000000,10972300,92,"['Animation', 'Family', 'Adventure']","In 2100, when humanity has abandoned the earth, a colony of extravagant creatures still thrives in the deepest abyss of the ocean.","Under pressure, everything gets complicated",['Julio Soto Gurpide'],"['Justin Felbinger', 'Jess Harnell', 'Phil LaMarr', 'Dwight Schultz', 'Stephen Hughes', 'Elisabeth Gray', 'Anna Vocino', 'Lindsey Alena', 'Beth Rollan', 'Taylor Lawrence', 'Bob Bergen']","['Grindstone Entertainment Group', 'Silver Reel', 'uMedia', 'Grid Animation', 'The Kraken Films', 'The Thinklab', 'Propulsion', 'Dragon Dreams']",1,"['BE', 'CN', 'ES', 'CH', 'GB', 'US']","['en', 'sk']",tt4105584,6.0,123
9,2017-03-24,ടേക്ക് ഓഫ്‌,1300000,3100000,139,"['Drama', 'Thriller', 'War']","A group of Malayali nurses stranded in Iraq, must survive their capture by the extremists and reach out to the rescue team headed by the Indian government.",,['Mahesh Narayanan'],"['Parvathy Thiruvothu', 'Kunchacko Boban', 'Fahadh Faasil', 'Prakash Belawadi', 'Asif Ali', 'Maala Parvathi', 'Joju George', 'Anjali Aneesh Upasana', 'Sidhartha Siva', 'Alencier Ley Lopez', 'Devi Ajith', 'Divya Prabha', 'Eric Zachariah', 'Satish Sharma', 'Prem Prakash', 'Rony David Raj', 'Rukhsar Rehman', 'Shaheen Siddique', 'Sreeja Das', 'Priyadarshi Pullikonda', 'Rajesh Balraj']","['Anto Joseph Film Company', 'Rajesh Pillai Films']",1,['IN'],"['ar', 'en', 'ml']",tt6315524,7.463,41
