,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,2016-04-28,Mother's Day,25000000,48782670,118,"['Comedy', 'Drama', 'Romance']",Intersecting stories with different moms collide on Mother's Day.,Celebrate the one day that connects us all,['Garry Marshall'],"['Jennifer Aniston', 'Julia Roberts', 'Kate Hudson', 'Jason Sudeikis', 'Timothy Olyphant', 'Sarah Chalke', 'Margo Martindale', 'Jon Lovitz', 'Britt Robertson', 'Shay Mitchell', 'Jack Whitehall', 'Loni Love', 'Gianna Simone', 'Cameron Esposito', 'Aasif Mandvi', 'Jennifer Garner', 'Lucy Walsh', 'Sandra Taylor', 'Christine Lakin', 'Owen Vaccaro', 'Ella Anderson', 'Ariana Neal', 'Grayson Russell', 'Paul Vogt', 'Inder Kumar', 'Caleb Brown', 'Brandon Spink', 'Sam Marshall', 'Siena LaGambina', 'Joseph Leo Bwarie', 'Matthew Walker', 'Rob Nagle', 'Penny Marshall', 'Hector Elizondo', 'Adreana Gonzalez', 'Lisa Roberts Gillan', ""Rory O'Malley"", 'Hazel Moder', 'Robert Pine', 'Ayden Bivek', 'Anoush NeVart', 'Larry Miller', 'Donielle Artese', ""Sean O'Bryan"", 'Wedil David', 'Kate Linder', 'Jessi Case', 'Beth Kennedy', 'Brittany Belt', 'Kevin Blake', 'Tracey Bonner', 'Drew Matthews', 'Gary Friedkin', 'Nicolette Noble', 'Tom Hines']","['Universal Pictures', 'Open Road Films', 'Gulfstream Pictures', 'PalmStar Media', 'Capacity Pictures', 'May Day Movies', 'Rice Films', 'Triad Film Works', 'Beatnik Films']",1,['US'],['en'],tt4824302,6.015,1156
1,2017-04-06,Going in Style,25000000,84618541,96,"['Crime', 'Comedy']","Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",You're never too old to get even.,['Zach Braff'],"['Morgan Freeman', 'Michael Caine', 'Alan Arkin', 'Joey King', 'Matt Dillon', 'Ann-Margret', 'Maria Dizzia', 'Christopher Lloyd', 'Siobhan Fallon Hogan', 'John Ortiz', 'Peter Serafinowicz', 'Kenan Thompson', 'Josh Pais', 'Richie Moriarty', 'Jorge Chapa', 'Anthony Chisholm', 'Jeremy Bobb', 'Seth Barrish', 'Ashley Aufderheide', 'Gillian Glasco', 'Jeremy Shinder', 'Nick Cordero', 'Barbara Ann Davison', 'Jojo Gonzalez', 'Precious Sipin', 'Meredith Antoian', 'Annabelle Chow', 'Nancy Sun', 'Jessica Perez', 'Marlon Perrier', 'Kenneth Maharaj', 'Lulu Picart', 'Tony Arrigo', 'Kieran Clark', 'Lolita Foster', 'Frank Anello', 'Nick Austin', 'Aaron Ayhan', 'Matt Ballard', 'Tommy Bayiokos', 'James Brickhouse', 'José Báez', 'Chris Carfizzi', 'Katlyn Carlson', 'Nancy Castro', 'Marc Chouen', 'Frisco Cosme', 'Gina Diaz', 'Bella DiDomenico', 'Joe Remy Dolinsky', 'Ratnesh Dubey', 'Laren England', 'A.J. Franklin', 'Olli Haaskivi', 'Peter Munson Hogan', 'David E. Jenkins Jr.', 'Lyssa Mandel', 'Dillon Mathews', 'Doris McCarthy', 'Longmore Mikhala', 'Leslie C. Nemet', 'Melanie Nicholls-King', 'Katrina E. Perkins', 'Jen Ponton', 'Eddie Sellner', 'Guy Sparks', 'Mark St. Cyr', 'Janet Stanwood', 'Arthur Swain', 'Linden Tailor', 'Paul Thornton', 'Aly Tricarico', 'Richard Zavaglia', 'Lisa Zebrowski', 'James Zeiss', 'Parker James Fullmore', 'Chase Anderson']","['New Line Cinema', 'Village Roadshow Pictures', 'Warner Bros. Pictures', 'De Line Pictures', 'RatPac Entertainment']",1,['US'],['en'],tt2568862,6.676,2409
2,2018-07-13,Mission: Impossible - Fallout,178000000,791657398,147,"['Action', 'Adventure']","When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",Some missions are not a choice.,['Christopher McQuarrie'],"['Tom Cruise', 'Henry Cavill', 'Ving Rhames', 'Simon Pegg', 'Rebecca Ferguson', 'Sean Harris', 'Angela Bassett', 'Vanessa Kirby', 'Michelle Monaghan', 'Wes Bentley', 'Frederick Schmidt', 'Alec Baldwin', 'Kristoffer Joner', 'Wolf Blitzer', 'Dean Ashton', 'Alix Bénézech', 'Joey Ansah', 'Velibor Topic', 'Alexandre Poole', 'Andrew Cazanave Pin', 'Christophe de Choisy', 'Guy Remy', 'Jean Baptiste Fillon', 'Olivier Huband', 'Raphael Desprez', 'Raphael Joner', 'Thierry Picaut', 'Vincent Latorre', 'Grahame Fox', 'David Mumeni', 'Charlie Archer', 'Caspar Phillipson', 'Ffion Jolly', 'Lolly Adefope', ""Ross O'Hennessy"", 'Russ Bain', 'Nigel Allen', 'Tracey Saunders', 'Alicia Mencía Castaño', 'Conny Sharp', 'Jessie Vinning', 'Stuart Davidson', 'Julianne Binard', 'Bernardo Santos', 'Lampros Kalfuntzos', 'Hiten Patel', 'Jag Patel', 'Godiva Marshall', 'Pamela Cook', 'Gina Aponte']","['Paramount', 'Bad Robot', 'TC Productions', 'Skydance Media']",6,['US'],"['en', 'fr']",tt4912910,7.399,6841
3,2017-12-09,Jumanji: Welcome to the Jungle,90000000,962102237,119,"['Adventure', 'Action', 'Comedy', 'Fantasy']","Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",The game has evolved.,['Jake Kasdan'],"['Dwayne Johnson', 'Kevin Hart', 'Jack Black', 'Karen Gillan', 'Rhys Darby', 'Bobby Cannavale', 'Nick Jonas', 'Alex Wolff', ""Ser'Darius Blain"", 'Madison Iseman', 'Morgan Turner', 'Sean Buxton', 'Mason Guccione', 'Marin Hinkle', 'Tracey Bonner', 'Najah Jackson', 'Natasha Charles Parker', 'Kat Altman', 'Maribeth Monroe', 'Missi Pyle', 'Michael Shacket', 'Jamie Renell', 'Marc Evan Jackson', 'Carlease Burke', 'Jason New', 'William Tokarsky', 'Rohan Chand', 'Tait Fletcher', 'Stephen Dunlevy', 'Tim Matheson', 'Colin Hanks', 'Virginia Newcomb', 'Sylvia Jefferies', 'Daniel Salyers', 'Tad Sallee', 'Ryan Baughman', 'Maddie Nichols', 'Ashley Lonardo', 'Friday Chamberlain', 'Ted Williams', 'Juan Gaspard', 'Maiya Boyd', 'Natasha Mayet', 'Danny Pardo']","['Columbia Pictures', 'Radar Pictures', 'Matt Tolmach Productions', 'Seven Bucks Productions']",2,['US'],['en'],tt2283362,6.822,12065
4,2017-08-03,The Dark Tower,60000000,113231078,95,"['Fantasy', 'Action', 'Science Fiction', 'Adventure']",A boy haunted by visions of a parallel world aids its disillusioned guardian in preventing the destruction of the nexus of universes known as the Dark Tower.,There are other worlds than these,['Nikolaj Arcel'],"['Idris Elba', 'Matthew McConaughey', 'Tom Taylor', 'Claudia Kim', 'Fran Kranz', 'Abbey Lee', 'Jackie Earle Haley', 'Katheryn Winnick', 'Dennis Haysbert', 'Michael Barbieri', 'José Zúñiga', 'Alex McGregor', 'Nicholas Hamilton', 'Nicholas Pauling', 'Eva Kaminsky', 'Robbie McLean', 'Matthew Thomson', 'Karl Thaning', 'Lemogang Tsipa', 'Robert Whitehead', 'Leeanda Reddy', 'Kenneth Fok', 'Charlize Churcher', 'Ben Gavin', 'Sara Cicilian', 'Lara Adine Lipschitz', 'Jabari Gray', 'Paul Riley Fox', 'Mark Elderkin', 'Joe Vaz', 'Christopher Stein', 'Andre Robinson', 'Alfredo Narciso', 'Dan Hirst', 'Zak Rowlands', 'Christiaan Schoombie', 'Keci Eatock', 'Marmee Regine Cosico', 'Bill Walters', 'Inge Beckmann', 'Reon Van Der Watt', 'Richard Lothian', 'Michael Basile', 'Warren Masemola', 'Emily Child', 'Zanne Solomon', 'Mary Twala', 'Andrew Laubscher', 'Dominique Nieves']","['Columbia Pictures', 'Imagine Entertainment', 'Sony Pictures', 'Weed Road Pictures', 'MRC', 'The Department of Trade and Industry of South Africa']",1,"['ZA', 'US']",['en'],tt1648190,5.672,4423
5,,puli-part2,100,200,150,[],Ancient Period story,,[],[],[],1,[],[],,0.0,0
6,2015-09-21,Essex Boys: Law of Survival,60000,37500,84,"['Action', 'Adventure', 'Crime', 'Drama']",Essex has been the central hub for many famous criminal activities. For generations Essex Boys have ruled the streets of Essex and East London in their underworld empires.  Many people thought this ended in a Range Rover in 1995.  They were wrong...  Danny - an ex hooligan is driven back into a life of crime after his world is turned upside down on the streets of Essex.,,['Steven M. Smith'],"['Ross Boatman', 'Mark Arden', 'Chris Bell', 'Carlton Leach', 'Jesse Birdsall', 'Jake Francis', 'Abbie Steele', 'James Hodcroft', 'Megan Lockhurst', 'Dean Martin', 'Darren James King', 'Darren Placid', 'Danny Howard', 'Nicholas Spinner', 'Mel Mills', 'Mark Sears', 'Anthony Wakefield', 'Rosanna Barr', 'Ricky Huggins', 'Jamie Hawes', 'Oli Regan', 'Jemima Slade', 'Mark Windham']",['Greenway Entertainment'],3,['GB'],['en'],tt4608574,5.0,13
7,2016-10-07,പുലിമുരുഗന്‍,3800000,29000000,161,"['Action', 'Adventure']","Murugan, with his tools and expertise, protects Puliyoor's villagers from deadly tiger attacks. However, Daddy, an illegal drugs dealer, takes advantage of Murugan's innocence and wrongly frames him.",The Wild Hunter,['Vysakh'],"['Mohanlal', 'Jagapati Babu', 'Lal', 'Vinu Mohan', 'Bala', 'Suraj Venjaramoodu', 'Kishore', 'Kamalinee Mukherjee', 'Makrand Deshpande', 'Noby Marcose', 'Ajaz Kollam', 'Hareesh Peradi', 'Siddique', 'Durga Premjith', 'M R Gopakumar', 'Nandhu', 'Sasi Kalinga', 'Namitha', 'Sethu Lakshmi', 'Newik Cullet', 'Santhosh Keezhattoor', 'Anjali Aneesh Upasana', 'Sudheer Karamana', 'Romin Antony Mulakupadam']",['Mulakuppadam Films'],1,['IN'],['ml'],tt5297256,6.467,46
8,2017-03-03,Table 19,5000000,5042014,87,"['Comedy', 'Drama']","Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway – only to find herself seated with five fellow-unwanted guests at the dreaded Table 19.",You're invited to the wedding of the season.,['Jeffrey Blitz'],"['Anna Kendrick', 'Craig Robinson', 'June Squibb', 'Lisa Kudrow', 'Stephen Merchant', 'Tony Revolori', 'Wyatt Russell', 'Amanda Crew', 'Becky Ann Baker', 'Thomas Cocquerel', 'Maria Christina Thayer', 'Andrew Daly', 'Andy Stahl', 'Chris Whitley', 'Margo Martindale', 'Megan Lawless', 'Sheri Mann Stewart', ""Tommy O'Brien"", 'Richard Haylor', 'Carlos Aviles', 'Chelle Ramos', 'Jay Klaitz', 'Max Silvestri', 'Nick Arapoglou', 'Matthew Cornwell', 'Elizabeth Faith Ludlow', 'Omer Mughal', 'Gabriella Cila', 'Lontrell Anderson', 'Nargis Aniston', 'Amanda Burke Buczek', 'Kelsey Cortez', 'Payson Durant', 'Shannon Edwards', 'Fred Galle', 'Matthew A. Hand', 'Geoffrey Howard', 'Lainey Kloes', 'Susan Lafayette Moss', 'Roger Neal', 'Stacey Parrish', 'Shaker Sangam', 'Daniel Patrick Shook', 'Garret Ethan Whittington', 'Rya Meyers', 'Charles Green']","['21 Laps Entertainment', '3311 Productions', 'Story Ink']",1,"['US', 'FI']",['en'],tt1412528,5.965,864
9,2017-12-20,Pitch Perfect 3,45000000,184724494,93,"['Comedy', 'Music']","After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.",Last Call Pitches,['Trish Sie'],"['Anna Kendrick', 'Rebel Wilson', 'Brittany Snow', 'Hailee Steinfeld', 'Elizabeth Banks', 'Anna Camp', 'Alexis Knapp', 'Ruby Rose', 'Ester Dean', 'Hana Mae Lee', 'Chrissie Fit', 'Kelley Jakle', 'Shelley Regner', 'Andy Allo', 'John Michael Higgins', 'John Lithgow', 'Matt Lanter', 'Guy Burnet', 'DJ Khaled', 'Moisés Arias']","['Universal Pictures', 'Perfect World Pictures', 'Gold Circle Films']",3,['US'],['en'],tt4765284,6.568,2977
