,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count,status
0,1989-06-02,No Holds Barred,8000000,16093651,93,"['Action', 'Drama']","Rip is the World Wrestling Federation champion who is faithful to his fans and the network he wrestles for, but Brell, the new head of the World Television Network, wants Rip to wrestle for his network.",No Ring. No Ref. No Rules.,['Thomas J. Wright'],"['Hulk Hogan', ""Tom 'Tiny' Lister Jr."", 'Joan Severance', 'Kurt Fuller', 'David Paymer', 'Jesse Ventura', 'Gene Okerlund', 'Howard Finkel', 'Stan Hansen', 'Mark Pellegrino', 'Bill Henderson', 'Charles Levin', 'Rebecca Wackler', 'Jeep Swenson']",['New Line Cinema'],1,['US'],['en'],tt0097987,4.9,67,Released
1,2010-06-11,Winter's Bone,2000000,13831503,101,['Drama'],"17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.",Talking Just Causes Witnesses,[],"['Jennifer Lawrence', 'John Hawkes', 'Kevin Breznahan', 'Dale Dickey', 'Garret Dillahunt', 'Sheryl Lee', 'Shelley Waggener', 'Isaiah Stone', 'Ashlee Thompson', 'Valerie Richards', 'Lauren Sweetser', 'Cinnamon Schultz', 'Casey MacLaren', 'Ronnie Hall', 'William White', 'Beth Domann', 'Charlotte Jeane Lucas', 'Ramona Blair', 'Russell Schalk', 'Marideth Sisco']","['Anonymous Content', ""Winter's Bone Productions""]",1,['US'],['en'],tt1399683,6.811,1466,Released
2,2009-04-25,The Good Guy,1000000,100688,90,"['Comedy', 'Romance']","Ambitious young Manhattanite and urban conservationist Beth wants it all: a good job, good friends, and a good guy to share the city with. Of course that last one is often the trickiest of all. Beth falls hard for Tommy, a sexy, young Wall Street hot-shot. But just as everything seems to be falling into place, complications arise in the form of Tommy's sensitive and handsome co-worker Daniel. Beth soon learns that the game of love in the big city is a lot like Wall Street -- high risk, high reward and everybody has an angle.",,[],"['Alexis Bledel', 'Scott Porter', 'Bryan Greenberg', 'Aaron Yoo', 'Anna Chlumsky', 'Colin Egglesfield', 'Andrew McCarthy', 'Kate Nauta', 'Trini Alvarado', 'Christine Evangelista']","['Belladonna Productions', 'Whitest Pouring Films']",1,['US'],['en'],tt1247662,5.6,133,Released
3,1987-08-06,Pinocchio and the Emperor of the Night,8000000,3261638,83,"['Animation', 'Adventure', 'Family']","Pinocchio and his friends, a glow worm and a marionette, search for a magic music box, putting them in danger from the evil Scalawag and the Emperor of the Night.",,['Hal Sutherland'],"['Scott Grimes', 'Tom Bosley', 'Rickie Lee Jones', 'James Earl Jones', 'Don Knotts', 'Ed Asner', 'Lana Beeson', 'Linda Gary', 'Jonathan Harris', 'Frank Welker', 'William Windom']",['Filmation Associates'],1,['US'],"['en', 'fr']",tt0093743,5.5,21,Released
4,1987-01-16,The Bedroom Window,8300000,12640385,114,"['Drama', 'Thriller']","Baltimore, Maryland. Sylvia sees a girl being attacked from her lover Terry's bedroom window. The assailant flees and his victim is saved. But that same night another girl is found murdered.",A violent crime. A secret affair. A single witness.,['Curtis Hanson'],"['Steve Guttenberg', 'Elizabeth McGovern', 'Isabelle Huppert', 'Paul Shenar', 'Carl Lumbly', 'Wallace Shawn', 'Frederick Coffin', 'Brad Greenquist', 'Robert Schenkkan', 'Maury Chaykin', 'Sara Carlson', 'Mark Margolis', 'Kate McGregor-Stewart', 'Penelope Allen', 'Myvanwy Jenn', 'Francis Guinan', ""Kevin O'Rourke"", 'Wendy Womble', 'Libra Marrian', 'Scott Colson', 'Carl Whitney', 'Richard McGough', 'Jodi Long', 'Richard K. Olsen', 'Leon Rippy', 'John Patrick Maloney', 'Kerry Lang', 'J. Michael Hunter', 'Joyce Flick Wendl', 'Joyce Greer', 'Winston Hemingway', 'Michael Burgess', 'J. Rich Leonard', 'Craig Jahelka', 'Tobi Marsh']",['DEG'],1,['US'],['en'],tt0092627,6.435,84,Released
5,2006-12-15,ಮುಂಗಾರು ಮಳೆ,330000,7800000,143,"['Music', 'Comedy', 'Drama', 'Romance']","Preetham loves Nandhini, whose marriage is already fixed. He feels bad and leaves the place. Nandini challenges him to win her heart. Preetham accepts the challenge.",,[],"['Anant Nag', 'Ganesh', 'Pooja Gandhi', 'Sudha Belawadi', 'Padmaja Rao', 'Neenasam Ashwath', 'Diganth Manchale', 'Jai Jagadish', 'Sanchita Shetty']",[],1,['IN'],['kn'],tt0986329,7.2,12,Released
6,1933-12-22,Dinner at Eight,435000,2156000,111,"['Comedy', 'Drama']","An ambitious New York socialite plans an extravagant dinner party as her businessman husband, Oliver, contends with financial woes, causing a lot of tension between the couple. Meanwhile, their high-society friends and associates, including the gruff Dan Packard and his sultry spouse, Kitty, contend with their own entanglements, leading to revelations at the much-anticipated dinner.",HERE IS THE SCREEN'S CLIMAX OF GLAMOR AND THRILL THAT RAN OVER A YEAR ON BROADWAY! THE STAGE SMASH NOW A SENSATIONAL FILM TRIUMPH!,['George Cukor'],"['Marie Dressler', 'John Barrymore', 'Wallace Beery', 'Jean Harlow', 'Lionel Barrymore', 'Lee Tracy', 'Edmund Lowe', 'Billie Burke', 'Madge Evans', 'Jean Hersholt', 'Karen Morley', 'Louise Closser Hale', 'Phillips Holmes', 'May Robson', 'Grant Mitchell', 'Phoebe Foster', 'Elizabeth Patterson', 'Hilda Vaughn', 'Harry Beresford', 'Edwin Maxwell', 'John Davidson', 'Edward Woods', 'Anna Duncan', 'Herman Bing', 'George Baxter', 'Mary Dees', 'Tenen Holtz', 'Frank Puglia']",['Metro-Goldwyn-Mayer'],1,['US'],['en'],tt0023948,6.783,76,Released
7,2002-11-01,Tadpole,150000,2891288,78,"['Drama', 'Comedy', 'Romance']","Beautiful, sophisticated women are all over Oscar Grubman. He is sensitive and compassionate, speaks French fluently, is passionate about Voltaire, and thinks the feature that tells the most about a woman is her hands. On the train home from Chauncey Academy for the Thanksgiving weekend, Oscar confides in his best friend that he has plans for this vacation--he will win the heart of his true love. But there is one major problem--Oscar's true love is his stepmother Eve. Oscar is certain that he could be a better mate to Eve than his work-obsessed father. He fails to win Eve's heart and is consequently dejected. Oscar's path to his true love is further crossed by Diane, Eve's best friend who, one night while wearing Eve's borrowed perfumed scarf, offers him temporary comfort in an unconventional tryst. For Diane, Oscar fills a void in her life. For Oscar, Diane is somewhat of a distraction, as his continued pursuit of Eve leads to an unexpected resolution.",Everyone says he should date girls his own age. Oscar respectfully disagrees.,['Gary Winick'],"['Aaron Stanford', 'Kate Mara', 'Bebe Neuwirth', 'John Ritter', 'Sigourney Weaver', 'Robert Iler', 'Peter Appel', 'Ron Rifkin', 'Paul Butler', 'Michael Connors', 'Theo Kogan', 'Adam LeFevre', 'Hope Chernov', 'Debbon Ayer', 'Harry Kellerman', 'Reade Kelly', 'Danielle Di Vecchio', 'John Feltch', 'Henry Haile', 'Lee Brock', 'Giselle Berk', 'Steven Disomma', 'Charles Fombrun', 'Joyce Grodinsky', 'Joan Roland', 'Lou Vitale', 'Penny Winick', 'Marcia DeBonis', 'Seth Gabel', 'Ebonie Smith']","['Miramax', 'IFC Productions', 'InDigEnt (Independent Digital Entertainment)', 'Dolly Hall Productions']",1,['US'],"['en', 'fr']",tt0271219,5.8,73,Released
8,1975-10-01,The Giant Spider Invasion,300000,15000000,84,"['Horror', 'Science Fiction']","A black hole hits North Wisconsin and opens a door to other dimensions. Giant 15 meter spiders emerge from it, who have an appetite for human flesh! Dr. Jenny Langer and Dr. Vance from NASA try to save the world.",Creeping!...Crawling!...Crushing!,['Bill Rebane'],"['Steve Brodie', 'Barbara Hale', 'Robert Easton', 'Leslie Parrish', 'Alan Hale Jr.', 'Bill Williams', 'Kevin Brodie', 'Diane Lee Hart', 'Christiane Schmidtmer', 'Tain Bodkin', 'Paul Bentzen', 'Joel Thingvall']",['Cinema Group 75'],1,['US'],['en'],tt0073043,4.028,54,Released
9,2006-02-09,Князь Владимир,5000000,5399340,78,"['Animation', 'Drama', 'History']","The plot follows the events surrounding Vladimir from childhood and into adulthood. In the beginning of the film, being under the influence of the high priest Krivzha, the Prince is a young, impulsive and cruel pagan. Fighting for supreme power, Vladimir wins a battle that kills his brother. Regretting what he has done, Vladimir does not suspect a conspiracy between the priest and the Pechenegs. Vladimir is concerned about gathering the Slavic tribes into one united state. Solving this major task, he faces obstacles, which Vladimir overcomes in the end, defeating Krivzha and winning the battle against Kurya, a Pecheneg chief.",,['Yuri Kulakov'],"['Irina Bezrukova', 'Sergei Bezrukov', 'Aleksandr Barinov', 'Yuri Berkun', 'Lev Durov', 'Aleksey Kolgan', 'Dmitri Nazarov', 'Vladimir Gostyukhin', 'Vasily Dakhnenko', 'Vladimir Antonik', 'Anatoliy Belyy', 'Aleksandr Ryzhkov', 'Vladimir Vikhrov']",[],1,['RU'],['ru'],tt0457024,6.463,27,Released
