,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,2013-03-22,Hawa Bodol,160000,310000,150,['Comedy'],"The film moves around two old school friends,Jeet and Raj who coincidentally came across each after a quite a while. While Jeet, a associate in a big designer company, which he got from his dead father-in-law; Raj is a having difficulties musician in a group. Jeet and Raj was welcomed to a celebration of a non-Bengali business customer of Jeet, where Raj flirted with the businessman's daughter Inka.",,['Parambrata Chatterjee'],"['Rudranil Ghosh', 'Parambrata Chatterjee', 'Raima Sen', 'Neha Panda']",['RTC Entertainment'],1,['IN'],['bn'],tt2580150,7.2,6
