,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,2015-06-04,दिल धड़कने दो,13000000,22000000,170,"['Drama', 'Family', 'Romance']","On a cruise to celebrate their parents' 30th wedding anniversary, a brother and sister deal with the impact of family considerations on their romantic lives.",,['Zoya Akhtar'],"['Anil Kapoor', 'Priyanka Chopra Jonas', 'Shefali Shah', 'Ranveer Singh', 'Anushka Sharma', 'Rahul Bose', 'Farhan Akhtar', 'Aamir Khan', 'Vikrant Massey', 'Abdul Quadir Amin', 'Ayesha Raza', 'Zarina Wahab', 'Pawan Chopra', 'Sarah Hashmi', 'Ikhlaq Khan', 'Dolly Minhas', 'Manoj Pahwa', 'Ivan Rodrigues', 'Vandana Sajnani', 'Parmeet Sethi', 'K.C. Shankar', 'Shireesh Sharma ', 'Ridhima Sud', 'Divya Seth Shah', 'Preiti Mamgain', 'Khushi Dubey', 'Yousaf Bokhari Bustamante', 'Hale Cigek', 'Celil Gezer', 'Yaprak Piren Karpuzoglu', 'Emrah Kolukisaoglu', 'Martijn Kuiper', 'Jonathan Maravilla', 'Ariadna Santana', 'Kenya Alexia Sauder Scolamieri', 'Devanshi Shah', 'Avneet Singh', 'Krantikari Singh', 'Shivrama Singh', 'Kallirroi Tziafeta', 'Sunil']","['Excel Entertainment', 'Babieka Films', 'Junglee Pictures']",1,['IN'],['hi'],tt4110568,6.892,111
1,2015-04-30,А зори здесь тихие...,3300000,5249225,120,"['Drama', 'War']","It is late spring of 1942, and the Great Patriotic War is in full swing. A long way off from the front-line, at some God-forgotten junction, the Germans make an air landing operation in an attempt to get through to the Kirov railway and the White Sea - the Baltic Sea Canal. These aren't just ordinary paratroopers. This is a team of seasoned and highly trained infiltrators, the elite of the Waffen-SS, superhumans. The only thing in their way is an anti-aircraft artillery unit of corporal Vaskov and five young women in training. It may seem like a fight of local significance, but the countrys main strategic transportation artery is at stake. Can the corporal and his 'petite newbies' prevent Nazi sabotage and at what cost?",,['Renat Davletyarov'],"['Pyotr Fyodorov', 'Anastasiya Mikulchina', 'Evgenia Malakhova', 'Kristina Asmus', 'Sofia Lebedeva', 'Agniya Kuznetsova', 'Ekaterina Vilkova', 'Anatoliy Belyy', 'Darya Moroz', 'Viktor Proskurin', 'Maksim Drozd', 'Olga Lomonosova', 'Natalya Batrak', 'Ilya Alekseev', 'Valeriy Grishko', 'Evgeniya Ulyanova', 'Sergey Vidineev', 'Yuliya Silaeva', 'Elena Medvedeva', 'Ilya Ermolov', 'Vasilisa Kucherenko', 'Alesya Guzko', 'Yuliya Polynskaya', 'Nadezhda Azorkina', 'Evgeniy Kostin', 'Archibald Archibaldovich', 'Sergey Garmash', 'Yuliya Kuykka', 'Alina Babak', 'Maksim Dromashko', 'Bain Bovaldinov', 'Larisa Negreeva', 'Jan Stefan Woelk', 'Olga Sakhanova']","['Interfest', 'Star Media', 'Реал-Дакота']",1,['RU'],['ru'],tt4629032,6.906,138
2,2020-03-05,Bloodshot,42000000,39861118,110,"['Action', 'Science Fiction']","After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",Being a superhero is in his blood,['Dave Wilson'],"['Vin Diesel', 'Eiza González', 'Sam Heughan', 'Toby Kebbell', 'Talulah Riley', 'Lamorne Morris', 'Guy Pearce', 'Jóhannes Haukur Jóhannesson', 'Alex Hernandez', 'Siddharth Dhananjay', 'Tamer Burjaq', 'Clyde Berning', 'David Dukas', 'Tyrel Meyer', 'Alex Anlos', 'Maarten Römer', 'Charlie Bouguenon', 'Nic Rasenti', 'Ryan Michael Sin', 'Michael Kirch', 'Ryan Kruger', 'Austin Rose', 'Gary Naidoo', 'Hilton Sun', 'Tsogt Baysgalan', 'Donovan Goliath', 'Freyja Stern', 'Keeno Lee Hector', 'Jeremy Jess Boado', 'Shelani Van Niekerk', 'Jason Goliath', 'Emmanuel Manzanares', 'David Davadoss']","['Columbia Pictures', 'Original Film', 'One Race', 'Mimran Schur Pictures', 'Cross Creek Pictures', 'Bona Film Group', 'The Hideaway Entertainment', 'Valiant Entertainment']",1,"['CN', 'US']",['en'],tt1634106,6.798,4414
3,2016-08-11,Hell or High Water,12000000,37589296,102,"['Crime', 'Drama', 'Thriller', 'Western']",A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,Blood always follows money.,['David Mackenzie'],"['Jeff Bridges', 'Chris Pine', 'Ben Foster', 'Gil Birmingham', 'Marin Ireland', 'Kevin Rankin', 'Dale Dickey', 'William Sterchi', 'Kristen Berg', 'Katy Mixon', 'Buck Taylor', 'Keith Meriweather', 'Amber Midthunder', 'Jackamoe Buzzell', 'Joe Berryman', 'Howard Ferguson Jr.', 'Debrianna Mansini', 'Paul Howard Smith', 'Nathaniel Augustson', 'Ariel Holmes', 'Jim Burleson', 'Gregory Cruz', 'Melanie Papalia', 'Alma Sisneros', 'Margaret Bowman', 'Ivan Brutsche', 'John-Paul Howard', 'Kevin Wiggins', 'Dylan Kenin', 'Nicole Brady', 'Heidi Sulzman', 'Christopher W. Garcia', 'Richard Beal', 'Crystal Gonzales', 'Ricky Lee', 'Lora Martinez-Cunningham', 'Martin Palmer', 'Terry Dale Parks', 'J. Nathan Simmons', 'Danny Winn']","['Sidney Kimmel Entertainment', 'Lionsgate', 'OddLot Entertainment', 'CBS Films', 'Estrella Media', 'Film 44']",1,['US'],['en'],tt2582782,7.303,3883
4,2015-08-20,ലോഹം,1050255,2250547,129,"['Action', 'Thriller']","A gold-smuggle deal goes awry, and an array of characters becomes involved.",The Yellow Metal,['Ranjith'],"['Mohanlal', 'Andrea Jeremiah', 'Siddique', 'Renji Panicker', 'Abu Salim', 'KPAC Lalitha', 'Suresh Krishna', 'Irshad Ali', 'Santhosh Keezhattoor', 'Vijayaraghavan', 'Joju George', 'Mohan Jose', 'Ajmal Ameer', 'Hareesh Peradi', 'Joy Mathew', 'Mythili', 'Ashwin Mathew', 'Muhammad Musthafa', 'Gokul Krishnan', 'Pradeep Chandran', 'Aju Varghese', 'Deepak Parambol', 'Pearle Maaney', 'Manikuttan', 'Srindaa', 'Soubin Shahir', 'Parvathi Menon', 'Sasi Kalinga', 'Niranjana Anoop', 'Rajesh Sharma', 'Thezni Khan', 'Rahul R Nair', 'Gowry Nandha']","['Aashirvad Cinemas', 'Maxlab Entertainments']",1,['IN'],['ml'],tt4881242,3.8,13
5,2015-05-07,Дорога на Берлин,3800000,488569,82,"['Drama', 'War']",A story about two young men during the last days of WWII.,,['Sergei Popov'],"['Yuriy Borisov', 'Amir Abdykalov', 'Maksim Demchenko', 'Mariya Karpova', 'Andrey Deryugin', 'Artem Lebedev', 'Aleksandr Novik', 'Igor Khripunov', 'Grigory Kalinin', 'Lidiya Omutnykh', 'Robert Vaab', 'Ekaterina Ageeva', 'Valeri Nenashev', 'Filipp Savinkov', 'Igor Brovin', 'Sergey Vlasov', 'Rodion Galyuchenko', 'Larysa Domaskina', 'Sergey Kaplunov', 'Konstantin Bykov', 'Maksim Vazhov', 'Aleksandr Oblasov', 'Nikolai Danilov', 'Nikolay Drozdovsky', 'Vitas Eyzenakh', 'Ilya Isaev', 'Vladimir Tereshchenko', 'Pavel Shevando', 'Sergey Barovskiy', 'Markus Kunze', 'Ruslan Bankovskiy', 'Kirill Byrkin']",['Mosfilm'],1,['RU'],['ru'],tt4686604,6.588,17
6,2015-05-07,Одной левой,2400000,3346518,90,"['Comedy', 'Fantasy', 'Romance']","A successful sculptor and life-loving womanizer Max has never had a serious relationship in his life, until... his right hand gets possessed by the spirit of a young woman who hates his guts. While trying to get out of this predicament, the two strikingly different people are forced to share a body and a life.",,"['Armen Ananikyan', 'Vitaly Reingeverts']","['Dmitriy Nagiev', 'Polina Gagarina', 'Konstantin Kryukov', 'Yan Tsapnik', 'Mikhail Galustyan', 'Darya Hramtsova', 'Roman Ladnev', 'Natalya Kosteneva', 'Konstantin Yushkevich', 'Ilana Yuryeva', 'Olga Drozdova', 'Boris Zverev', 'Aleksey Yagudin', 'Maksim Kiselyov']",['Fresh Film'],1,['RU'],['ru'],tt4625752,4.923,13
7,2018-11-14,Fantastic Beasts: The Crimes of Grindelwald,200000000,653355901,134,"['Fantasy', 'Adventure', 'Action']","Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",Fate of one. Future of all.,['David Yates'],"['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Johnny Depp', 'Jude Law', 'Ezra Miller', 'Zoë Kravitz', 'Callum Turner', 'Claudia Kim', 'Carmen Ejogo', 'Jessica Williams', 'William Nadylam', 'Ingvar Sigurdsson', 'Ólafur Darri Ólafsson', 'Kevin Guthrie', 'Brontis Jodorowsky', 'Derek Riddell', 'David Sakurai', 'Fiona Glascott', 'Wolf Roth', 'Victoria Yeates', 'Poppy Corby-Tuech', 'Cornell John', 'Sabine Crossen', 'Claudius Peters', 'Bart Soroczynski', 'Danielle Hugues', 'Alfie Simmons', 'Isaac Cortinovis Johnson', 'Olivia Popica', 'Alfie Mailley', 'Simon Wan', 'Morrison Thomas', 'Andrew Turner', 'Linda Santiago', 'Alfrun Rose', 'Maja Bloom', 'Olwen Fouéré', 'Simon Meacock', 'David Wilmot', 'Ed Gaughan', 'Jamie Campbell Bower', 'Toby Regbo', 'Hugh Quarshie', 'Isaura Barbé-Brown', 'Keith Chanter', 'Jemima Woolnough', 'Hollie Burgess', 'Thea Lamb', 'Joshua Shea', 'Isaac Domingos', 'Ruby Woolfenden', 'Johanna Thea', 'Liv Hansen', 'Israel Ruiz', 'Jag Patel', 'Deepak Anand', 'Alexandra Ford', 'Andrew Blackall', 'Christopher Birks', 'Phil Hodges', 'Michael Haydon', 'Tim Ingall', 'Stephen McDade', 'Jeremy Oliver', 'Dave Simon', 'Jason Redshaw', 'Callum Forman', 'Ryan Hannaford', 'Donna Preston', 'Nasir Jama', 'Aykut Hilmi', 'Natalie Lauren', 'Deano Bugatti', 'Bernardo Santos', 'Connor Wolf', 'Sean Gislingham', 'Adrian Wheeler', 'Andy Summers', 'Al Clark']","['Warner Bros. Pictures', 'Heyday Films']",5,"['GB', 'US']","['en', 'fr']",tt4123430,6.893,9627
8,2022-04-06,Fantastic Beasts: The Secrets of Dumbledore,200000000,405161334,142,"['Fantasy', 'Adventure', 'Action']","Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",Return to the magic.,['David Yates'],"['Eddie Redmayne', 'Jude Law', 'Mads Mikkelsen', 'Ezra Miller', 'Dan Fogler', 'Alison Sudol', 'Callum Turner', 'Jessica Williams', 'Katherine Waterston', 'Oliver Masucci', 'Richard Coyle', 'William Nadylam', 'Maria Fernanda Cândido', 'Poppy Corby-Tuech', 'Victoria Yeates', 'Aleksandr Kuznetsov', 'Dave Wong', 'Fiona Glascott', 'Cara Mahoney', 'Maja Bloom', 'Paul Low-Hang', 'Wilf Scolding', 'Kazeem Tosin Amore', 'Noor Dillan-Night', 'Manuel Klein', 'Valerie Pachner', 'Ramona Kunze-Libnow', 'Lucas Englander', 'Jan Pohl', 'Matthias Brenner', 'Peter Simonischek', 'Jacqueline Boatswain', 'David Bertrand', 'Stefan Race', 'Jessica Cartledge', 'Rahda Sthanakiya', 'Isabelle Coverdale', 'Dónal Finn', 'Hebe Beardsall']","['Warner Bros. Pictures', 'Heyday Films']",4,"['GB', 'US']",['en'],tt4123432,6.829,2929
9,2016-11-23,Bad Santa 2,26000000,24079268,92,"['Comedy', 'Crime', 'Drama', 'Mystery']","Fueled by cheap whiskey, greed and hatred, Willie Soke teams up with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve. Along for the ride is chubby and cheery Thurman Merman, a 250-pound ray of sunshine who brings out Willie's sliver of humanity. Issues arise when the pair are joined by Willie's horror story of a mother, who raises the bar for the gang's ambitions, while somehow lowering the standards of criminal behavior.",Giving the holidays another shot.,['Mark Waters'],"['Billy Bob Thornton', 'Kathy Bates', 'Brett Kelly', 'Tony Cox', 'Christina Hendricks', 'Ryan Hansen', 'Cristina Rosato', 'Octavia Spencer', 'Jenny Zigrino', 'Jeff Skowron', 'Mike Starr', 'Ranee Lee', 'Selah Victor', 'Lombardo Boyar', 'Dean Hagopian', 'Marc-André Boulanger', 'Sean Devine', 'Maria Herrera', 'Valérie Wiseman', 'Jason Cavalier']","['Miramax', 'Ingenious Media', 'Broad Green Pictures']",2,['US'],['en'],tt1798603,5.4,651
