,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count,status
0,2011-09-09,The Oranges,7000000,1941667,90,"['Comedy', 'Romance', 'Drama']",A man's affair with his friend's much-younger daughter throws two neighboring families into turmoil.,It's about to get juicy.,['Julian Farino'],"['Leighton Meester', 'Hugh Laurie', 'Alia Shawkat', 'Allison Janney', 'Catherine Keener', 'Adam Brody', 'Oliver Platt', 'Marceline Hugot', 'Curtis McClarin', 'Sarah Saltzberg', 'Aya Cash', 'Sam Rosen', 'Hoon Lee', 'Heidi Kristoffer', 'Arthur Anderson', 'Damian Young', 'Betsy Aidem', 'Paul Fears', 'Tim Guinee', 'John Dossett', 'John Srednicki']","['Likely Story', 'ATO Pictures', 'Olympus Pictures']",1,['US'],['en'],tt1313139,5.542,443,Released
1,1990-02-23,Angel Town,855,855810,102,['Action'],"A graduate student and martial-arts expert rents a room in a house owned by a single mother who lives there with her son. A local street gang is trying to recruit the son, but the new tenant tries to help the boy's mother keep him out of the gang. When they learn of this, they target both the mother and her new tenant.",His justice...is one on one.,['Eric Karson'],"['Olivier Gruner', 'Peter Kwong', 'Theresa Saldana', 'Frank Aragon', 'James Carreras', 'Gregory Cruz', 'Frankie Avina', 'Mark Dacascos', 'Bruce Locke', 'Tom McGreevey', 'Stuart Quan']",['Ellendale Place'],1,['US'],['en'],tt0099039,6.389,27,Released
2,2009-01-30,Olsenbanden jr. og det sorte gullet,1771260,1880719,88,"['Adventure', 'Family']","Norwegian engineers are searching for oil and Egon Olsen convinces his friends to buy stocks in the oil market. In the process, Egon, stumbles upon a scheme to fool the Norwegian Government that there is indeed no traces of oil in the North Sea. The Olsen Gang tries to tell the ministry the truth about the oil but they are caught by Sheik El-Altan who, in order to make sure the boys keep their mouths shut, kidnaps Valborg and brings her to Egypt.",,['Arne Lindtner Næss'],"['Oskar Øiestad', 'Jonas Hoff Oftebro', 'Fridtjof Tangen', 'Petter Mjøen Westlund', 'Lina Sørlie Strand', 'Regine Anthonessen', 'Thomas Fjeldberg', 'Tor Gunnari Maagø Hunstad', 'Eilif Theisbo', 'Haakon Selje', 'Milad Shojaee-Zarghani', 'Jan Grønli', 'Ingar Helge Gimle', 'Mathias Calmeyer', 'Anders Hatlo', 'Johannes Joner', 'Thor Michael Aamodt', 'Thea Næss', 'Kari Ann Grønsund', 'Trond Brænne', 'Tom Mathisen']",['Nordisk Film'],5,['NO'],['no'],tt1208713,5.5,2,Released
3,2012-12-20,This Is 40,35000000,88058786,134,['Comedy'],"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",The sort-of sequel to 'Knocked Up',['Judd Apatow'],"['Paul Rudd', 'Leslie Mann', 'John Lithgow', 'Megan Fox', 'Maude Apatow', 'Iris Apatow', ""Chris O'Dowd"", 'Jason Segel', 'Melissa McCarthy', 'Graham Parker', 'Albert Brooks', 'Lena Dunham', 'Annie Mumolo', 'Robert Smigel', 'Charlyne Yi', 'Lisa Darr', 'Billie Joe Armstrong', 'Michael Ian Black', 'Wyatt Russell', 'Tom Yi', 'Tim Bagley', 'Ava Sambora', 'Megan Grano', 'Derek Basco', 'Nicol Paone', 'Lynne Alana Delaney', 'Katia Kieling', 'Bill Hader', 'Tom Everett', ""Tatum O'Neal"", 'Ryan Adams', 'Jessica Lee']","['Apatow Productions', 'Forty Productions']",2,['US'],['en'],tt1758830,5.824,1894,Released
4,2012-02-16,Fetih 1453,2581561,9001826,160,"['Adventure', 'Drama', 'Action', 'War']","After the death of his father Murat II, Mehmet II ascends to the Ottoman throne. After braving internal and external enemies, he decides to complete what he was destined to do: Conquer Constantinople.",The fall of an empire will be the rise of another.,['Faruk Aksoy'],"['Devrim Evin', 'İbrahim Çelikkol', 'Dilek Serbest', 'Recep Aktuğ', 'Erden Alkan', 'Raif Hikmet Cam', 'Naci Adigüzel', 'Sedat Mert', 'Mustafa Atilla Kunt', 'Ozcan Aliser', 'Yilman Babaturk', 'Murat Sezal', 'Faik Aksoy', 'Huseyin Santur', 'Namık Kemal Yiğittürk', 'Oner As', 'Halis Bayraktaroglu', 'İzzet Çivril', 'Ali Rıza Soydan', 'Şahika Koldemir', 'Songül Kaya', 'Adnan Kürkçü', 'Lili Rich', 'Celal Al', 'Askin Ceylan', 'Bumin Dedecan', 'Ozan Gençel', 'Özkan Güngör', 'Mahmut Gürses', 'Emre Karaca', 'Volkan Keskin', 'Sercan Kilic', 'Ahmet Melik Koç', 'Yasar Kubur', 'Faruk Metin', 'Ali Pariltan', 'Eser Sariyar', 'Toprak Ömer Seran', 'Nazim Solmaz', 'Emre Sungur', 'Edip Tüfekci', 'Yigit Yarar', 'Fatih Zenginoglu', 'Cumhur Çetinkaya', 'Ozan Çobanoğlu', 'Murat Ünaloglu', 'Özcan Özdemir', 'Başak Özel']","['Aksoy Film Production', 'MEDYAPIM']",1,['TR'],"['ar', 'am', 'av', 'tr']",tt1783232,6.051,146,Released
5,1925-11-17,Clash of the Wolves,89000,270000,74,"['Western', 'Adventure', 'Romance']","A fire in the mountains drive a wolf pack into the nearby desert where they terrorize the local residents. The leader of the wolf pack is Lobo, actually a halfbreed (Rin Tin Tin). When the pack is discovered hunting a herd of cows, a posse gives chase. Lobo leaves his pack to lead the posse away. He is injured and found by a local prospector, Dave Weston (Charles Farrell). The prospector nurses Lobo back to health and the two become close friends. Meanwhile, Weston has made a Borax find in the area. His girl friend May Barstowe (June Marlowe), daughter of a wealthy rancher, is pleased. However the local chemist, Borax Horton (Pat Hartigan), actually a claim jumper, plans to steal the claim.",,['Noel M. Smith'],"['Rin-Tin-Tin', 'Nanette', 'June Marlowe', 'Heinie Conklin', 'Will Walling', 'Pat Hartigan', 'Charles Farrell']",['Warner Bros. Pictures'],1,['US'],[],tt0015687,6.1,7,Released
6,2012-02-17,ATM,3000000,921752,91,"['Horror', 'Thriller']","After leaving their company Christmas Party together, David Hargrove and Emily Brandt’s impromptu first date takes an unexpected turn when their coworker, Corey, asks them to make a late-night stop at an ATM.  What should be a routine transaction turns into a desperate struggle for survival when an unknown man appears outside the vestibule.  With the wintry temperatures dipping below freezing, and the morning sunrise still hours away, they have no choice but to play the man’s deadly game of cat-and-mouse.",No warning. No control. No escape.,[],"['Alice Eve', 'Josh Peck', 'Brian Geraghty', 'Aaron Hughes', 'Will Woytowich', 'Steve Nagribianko', 'Glen Thompson', 'Robert Huculak', 'Ernesto Griffith', 'Bryan Terrell Clark', 'Dan De Jaeger', 'Omar Alex Khan']","['Buffalo Gal Pictures', 'The Safran Company', 'Gold Circle Films']",1,['US'],['en'],tt1603257,5.034,486,Released
7,2012-02-02,"Selkirk, el verdadero Robinson Crusoe",1250000,582094,80,['Animation'],"Selkirk, an unruly, selfish pirate, is the sailing master of the Esperanza, an English galley sailing the South Seas in search of treasures. When Captain Bullock decides to abandon him on an uninhabited island, he discovers a new outlook on the world and learns to survive alone, becoming the real Robinson Crusoe.",Yo ho! Yo ho! A treasured life for me!,['Walter Tournier'],"['Omar Aranda', 'Marcelo Armand', 'Diego Brizzi', 'Mariano Chiesa', 'Ariel Cister', 'Gustavo Dardés', 'Mario De Candia', 'Leandro Dugatkin', 'Pablo Gondolfo', 'Lucila Gómez', 'Facundo Reyes']","['Patagonik', 'Cineanimadores', 'Maíz Producciones', 'La Suma CineTV', 'Tournier Animación']",1,"['AR', 'CL', 'UY']",['es'],tt2231505,6.3,11,Released
8,2011-09-11,"Pink Ribbons, Inc.",900000,25000,97,['Documentary'],"Breast cancer has become the poster child of corporate cause-related marketing campaigns. Countless women and men walk, bike, climb and shop for the cure. Each year, millions of dollars are raised in the name of breast cancer, but where does this money go and what does it actually achieve? Pink Ribbons, Inc. is a feature documentary that shows how the devastating reality of breast cancer, which marketing experts have labeled a ""dream cause,"" becomes obfuscated by a shiny, pink story of success.",Capitalizing on hope.,['Léa Pool'],"['Samantha King', 'Barbara Brenner', 'Barbara Ehrenreich', 'Nancy Brinker', 'Susan Love']",['ONF | NFB'],1,"['US', 'CA']",['en'],tt2035599,6.8,11,Released
9,1997-09-25,Paws,137731,1778391,83,"['Adventure', 'Family', 'Fantasy']",A talking Terrier with impressive computer skills teams up with two youngsters to stop a million dollars from falling into the wrong hands.,Some heroes are all talk.,['Karl Zwicky'],"['Billy Connolly', 'Nathan Cavaleri', 'Emilie François', 'Joe Petruzzi', 'Caroline Gillmer', 'Rachael Blake', 'Sandy Gore', 'Freyja Meere', 'Norman Kaye', 'Kevin Golsby', 'Heath Ledger']","['New South Wales Film & Television Office', 'Australian Film Finance Corporation', 'PolyGram Filmed Entertainment', 'Latent Image Productions Pty. Ltd.']",1,"['AU', 'GB']",['en'],tt0119870,4.304,23,Released
