,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,,大闹东海,20000000,742500000,110,['Fantasy'],"Nezha gets into trouble and implicates his parents, who get punished by the heavens along with him. He bravely steps up and admits his fault, which touches the heavens, and his effort comes to fruition. The family of three finally reunites in the end.",,['Jeffrey Lau'],"['Michelle Yeoh', 'Zhang Feng Yi', 'Collin Chou', 'Leo Wu', 'Winston Chao', 'Jiang Chao', 'Jike Junyi', 'Zhang Chunzhong', 'Xing Fei', 'Pao Guoan']","['Film Carnival', 'Rocket Science 3D', 'Its Just Us Productions', 'October Media']",1,['CN'],['zh'],tt7843530,0.0,0
1,2018-02-20,مصادره,10000,10000,108,"['Comedy', 'Drama']",The film starts in the 1970s and is the story of a SAVAK's member (Reza Attaran) who involves in many different adventures and challenges.,A man faces challenges and adventures.,['Mehran Ahmadi'],"['Reza Attaran', 'Babak Hamidian', 'Hadi Kazemi']",['Nikan film'],1,[],['fa'],tt7901408,7.2,6
2,2018-12-14,The Mule,50000000,174804407,116,"['Crime', 'Drama', 'Thriller']","Earl Stone, a man in his eighties, is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he's just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially, and Earl hit the radar of hard-charging DEA agent Colin Bates.",Nobody Runs Forever,['Clint Eastwood'],"['Clint Eastwood', 'Bradley Cooper', 'Laurence Fishburne', 'Michael Peña', 'Dianne Wiest', 'Andy García', 'Ignacio Serricchio', 'Taissa Farmiga', 'Alison Eastwood', 'Richard Herd', 'Lobo Sebastian', 'Manny Montana', 'Noel Gugliemi', 'Gustavo Muñoz', 'Patrick L. Reyes', 'Cesar de León', 'Jackie Prucha', 'Adam Drescher', 'Christi McClintock', 'Keith Flippen', 'Kinsley Isla Dillon', 'Joe Knezevich', 'Megan Leahy', 'Austin Freeman', 'Victor Rasuk', 'Robert LaSardo', 'Saul Huezo', 'Lee Coc', 'Eugene Cordero', 'Felicia Dee', 'Jessica B. Wellington', 'Michael H. Cole', 'Charles Lawlor', 'Alan Heckner', 'Mollie Busta', 'James DeForest Parker', 'Clifton Collins Jr.', 'Daniel Moncada', 'Paul Alayo', 'Travina Springer', 'Kareem J. Grimes', 'Caroline Avery Granger', 'Diego Cataño', 'Kiana N. Paz', 'Ashley V. Yanez', 'Nicole M. Gomez', 'Dylan Kussman', 'Grant Roberts', 'Pete Burris', 'Loren Dean', 'Kenny Barr', 'Jan Hartsell', 'Javier Vazquez Jr.', 'Derek Russo', 'Megan Mieduch', 'Leonard Hennessy', 'Dayna Beilenson', 'Tess Malis Kincaid', 'Antwan Mills', 'Sparrow Nicole', 'Almendra Fuentes', 'Mia Rio', 'Jill Flint', 'Ashani Roberts', 'Devon Ogden', 'Katie Gill', 'Artemis', 'Milton Saul', 'Timothy Carr']","['Malpaso Productions', 'Warner Bros. Pictures', 'Bron Studios', 'Creative Wealth Media Finance', 'Imperative Entertainment']",1,"['CA', 'US']","['en', 'es']",tt7959026,6.816,4266
3,2018-02-20,دارکوب,10000,10000,90,['Drama'],The story of an addicted woman Mahsa who thinks that her girl is dead but when finds out that she is alive and lives by her father (Mahsa's ex-husband) decides to take her back. This put her to face her ex-husband and his new wife.,,['Behrooz Shoeibi'],"['Sara Bahrami', 'Mahnaz Afshar', 'Amin Hayaei']",['Simaye Mehr'],1,['IR'],['fa'],tt6217724,8.25,2
4,2018-03-14,لاتاری,10000,10000,114,"['Drama', 'Romance', 'Thriller']","Two Iranian teenagers in love want to get married, travel to the US to get a green card and live there, but their parents object. With not enough money saved, they pin their hopes on winning the state lottery to fund their trip, but tragedy derails their plans.",,['Mohammad Hossein Mahdavian'],"['Saed Soheili', 'Hadi Hejazifar', 'Hamid Farrokhnejad', 'Nader Soleimani', 'Alireza Ostadi', 'Javad Ezzati', 'Mahdi Zaminpardaz', 'Mahsa Bagheri', 'Ziba Karamali', 'Amir Hossein Hashemi']",['Simaye Mehr'],1,['IR'],['fa'],tt7897348,4.5,5
5,1977-01-01,بوی گندم,1000000,50000,98,['Drama'],"Siamak, Esi and Taghi are three penniless friends. Taghi is addicted and not trying to help get rid of his addiction. Siamak meets a girl Gandom and falls in love with her. She works in a school (washing cloths there) but when they find about her relationship with Siamak, they fire her. Gandom has heart problems and should go to Europe to meet the right treatments. Siamak wants to send her there but to collect enough money he begins do illegals.",,"['Farzan Deljou', 'Amir Mojahed']","['Farzan Deljou', 'Aylin Vigen', 'Ebi', 'Shahram Shabpareh']",['Naghshe Jahan Studio'],1,['IR'],['fa'],tt1112651,0.0,0
6,2017-12-29,Journey to Tataouine,19052,19052,51,['Documentary'],"Dr. David West Reynolds, archaeologist and a New York Times #1 best-selling Star Wars author, learned in 1995 that the original Star Wars filming locations used for Luke Skywalker's home planet of Tatooine had become lost forever. Not even Lucasfilm, producers of the Star Wars movies knew where they were anymore. This documentary follows Dr. West Reynolds journey to Tunisia in search of the locations behind that made up the alien home world of Luke Skywalker.","Back in 1995, I rediscovered the lost Star Wars desert filming locations in Tunisia. Here at last is a video telling the whole story.",['David West Reynolds'],[],['Kickstart'],1,"['US', 'TN']",['en'],,0.0,0
7,2018-02-20,چهار راه استانبول,10000,10000,100,"['Action', 'Drama']",Bahman and Ahad are bankrupted and escaping from their debts all the time. But when a fire in Plasco building happens it is their chance to take advantages.,,['Mostafa Kiaei'],"['Bahram Radan', 'Mohsen Kiaei', 'Sahar Dolatshahi', 'Rana Azadivar']",[],1,['IR'],['fa'],tt7897432,5.4,5
8,2019-10-31,Motherless Brooklyn,26000000,18377736,145,"['Drama', 'Thriller']","New York City, 1957. Lionel Essrog, a private detective living with Tourette syndrome, tries to solve the murder of his mentor and best friend, armed only with vague clues and the strength of his obsessive mind.",,['Edward Norton'],"['Edward Norton', 'Bruce Willis', 'Gugu Mbatha-Raw', 'Alec Baldwin', 'Willem Dafoe', 'Bobby Cannavale', 'Cherry Jones', 'Michael Kenneth Williams', 'Leslie Mann', 'Ethan Suplee', 'Dallas Roberts', 'Josh Pais', 'Robert Wisdom', 'Fisher Stevens', 'Radu Spinghel', 'Peter Lewis', 'Isaiah J. Thompson', 'Russell Hall', 'Joe Farnsworth', 'Jerry Weldon', 'Eric Berryman', 'Nelson Avidon', 'Joseph Siravo', 'DeShawn White', 'Migs Govea', 'Erica Sweany', 'Katy Davis', 'Olli Haaskivi', 'Yinka Adeboyeku', ""Joyce O'Connor"", 'Thomas Luiz Leninger', 'Deborah Unger', 'Ezra Barnes', 'Julie Hays', 'Damien Brett', 'Russell G. Jones', 'Stephen Adly Guirgis', 'Eli Bridges', 'Luis Castro de Leon', 'Teren Carter', 'Tom Waits']","['Class 5 Films', 'MWM Studios']",1,['US'],['en'],tt0385887,6.713,1205
9,2019-05-17,Rocketman,40000000,167323950,121,"['Music', 'Drama', 'History']","The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",Based on a True Fantasy,['Dexter Fletcher'],"['Taron Egerton', 'Jamie Bell', 'Richard Madden', 'Bryce Dallas Howard', 'Gemma Jones', 'Stephen Graham', 'Steven Mackintosh', 'Tate Donovan', 'Charlie Rowe', 'Tom Bennett', 'Matthew Illesley', 'Kit Connor', 'Ophelia Lovibond', 'Rachel Muldoon', 'Celinde Schoenmaker', 'Harriet Walter', 'Jason Pennycooke', 'Jimmy Vee', 'Sharon D. Clarke', 'Evan Walsh', ""Peter O'Hanlon"", 'Ross Farrelly', 'Sharmina Harrower', 'Aston McAuley', 'Alexia Khadime', 'Carl Spencer', 'Leon Delroy Williams', 'David Doyle', 'Dickon Tolson', 'Leigh Francis', 'Graham Fletcher-Cook', 'Sian Crisp', 'Guillermo Bedward', 'Max Mackintosh', 'Charles Armstrong', 'Barbara Drennan', 'Leon Cooke', 'Micah Holmes', 'Diana Alexandra Pocol', 'Layton Williams', 'Bern Collaço', 'Janice Cooke-Leonard', 'Laura Obiols']","['Paramount', 'Lawrence Bender Productions', 'Marv Films', 'Rocket Pictures', 'New Republic Pictures']",1,"['GB', 'US']",['en'],tt2066051,7.349,3976
