,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count,status
0,2007-11-14,Тиски,120000,1420586,124,"['Crime', 'Drama', 'Thriller']","The film follows Denis, a young aspiring DJ who, although poor, has everything else in his favor: a calling in life as a musician, good friends and a faithful companion. Denis's fall from grace begins with a drug deal, which he agrees to out of the need for money. The decision leads to deadly consequences for almost everyone else around him, as Denis is subsequently forced to work as a drug dealer for a mafia boss and as an informer for the police chief of his city. Despite his attempts to “work off his sins”, Denis cannot escape the world of drugs and violence...",,['Valery Todorovsky'],"['Maksim Matveev', 'Aleksey Serebryakov', 'Ekaterina Vilkova', 'Anton Shagin', 'Igor Voynarovskiy', 'Konstantin Balakirev', 'Evgenia Brik', 'Sergey Pirnyak', 'Denis Yasik', 'Yanina Bugrova', 'Viktoriya Maslova', 'Sergei Volobuyev']",['Krasnaya Strela'],1,['RU'],['ru'],tt1043568,3.9,4,Released
1,2004-11-24,The Work and the Glory,7500000,3347647,110,"['Drama', 'Romance']","When Benjamin Steed and Mary Ann Steed relocate their family to upstate New York in the early 1800's, they unwittingly settle in a town divided along religious lines. After their new hired help turns out to be at the center of the uproar, each member of the Steed family must come to terms with their own beliefs in the face of heavy persecution. Together they struggle to weather the raging controversy surrounding a young man named Joseph Smith.",One Man....A Remarkable Vision; One Family....A Desperate Struggle,['Russell Holt'],"['Sam Hennings', 'Brenda Strong', 'Eric Johnson', 'Alexander Carroll', 'Tiffany Dupont', 'Brighton Hertford', 'Kimberly Varadi', 'Colin Ford', 'Kathryn Firago', 'Jim Grimshaw', 'Jonathan Scarfe', 'Sarah Darling', 'Edward Albert', 'Ryan Wood', 'Jordan Rose Tarter', 'Anne Sward', 'Levi Larsen', 'Sara Jade Woodhouse', 'Jonathan Quint', 'Phillip DeVona', 'Marcus Hester', 'Emily Podleski', 'Bill Crabb', 'Annie Abbott', 'Wayne Grace', 'Charles Howerton', 'Kevin Stillwell', 'Bruce C. Taylor', 'Sheri Mann Stewart', 'Marc Macaulay', 'Stephen Gentry', 'Zane Miller', 'Joseph Wilkins', 'Tom Turbiville', 'Carey Jones', 'James Van Harper', 'Richie Dye', 'Laura Whyte', 'Terry Londeree', 'Jarron Vosburg', 'Thais Albert', 'Bruce McKinnon', 'William David Witt', 'William J. Mode']",['Manchester Pictures'],1,['US'],['en'],tt0410454,6.3,10,Released
2,2000-07-19,The In Crowd,15000000,5217498,105,"['Drama', 'Mystery', 'Thriller']","A mentally disturbed young woman takes a job at a posh country club and falls in with a clique of wealthy college kids where she's taken under the wing of the clique's twisted leader, who harbors some dark secrets too terrifying to tell.",What would you do to get in?,['Mary Lambert'],"['Lori Heuring', 'Susan Ward', 'Matthew Settle', 'Nathan Bexton', 'Tess Harper', 'Laurie Fortier', 'Kim Murphy', 'Jay R. Ferguson', 'Katharine Towne', 'Ethan Erickson', 'Erinn Bartlett', 'Daniel Hugh Kelly', 'Taylor Negron']",['Morgan Creek Productions'],1,['US'],"['en', 'fr']",tt0163676,4.591,44,Released
3,1990-02-09,Stanley & Iris,23000000,5820015,104,"['Drama', 'Romance']","An illiterate cook at a company cafeteria tries for the attention of a newly widowed woman. As they get to know one another, she discovers his inability to read. When he is fired, she takes on trying to teach him to read in her kitchen each night.",Some people need love spelled out for them.,['Martin Ritt'],"['Jane Fonda', 'Robert De Niro', 'Swoosie Kurtz', 'Martha Plimpton', 'Jamey Sheridan', 'Feodor Chaliapin Jr.', 'Zohra Lampert', 'Loretta Devine', 'Kathy Kinney', 'Harley Cross', 'Julie Garfield', 'Karen Ludwig', 'Dortha Duckworth', 'Stephen Root', 'Eddie Jones', 'Katherine Cortez', 'Mary Testa', 'Fred J. Scollay']","['Metro-Goldwyn-Mayer', 'Star Partners II Ltd.']",1,['US'],['en'],tt0100680,6.496,125,Released
4,1997-12-27,キュア,20000,99000,111,"['Crime', 'Thriller', 'Horror', 'Mystery']","A wave of gruesome murders is sweeping Tokyo. The only connection is a bloody X carved into the neck of each of the victims. In each case, the murderer is found near the victim and remembers nothing of the crime. Detective Takabe and psychologist Sakuma are called in to figure out the connection, but their investigation goes nowhere...",Madness. Terror. Murder.,['Kiyoshi Kurosawa'],"['Kōji Yakusho', 'Tsuyoshi Ujiki', 'Anna Nakagawa', 'Yukijiro Hotaru', 'Yoriko Dōguchi', 'Denden', 'Ren Osugi', 'Masahiro Toda', 'Misayo Haruki', 'Shun Nakayama', 'Akira Otaka', 'Shôgo Suzuki', 'Touji Kawahigashi', 'Hajime Tanimoto', 'Taro Suwa', 'Takeshi Mikami', 'Makoto Kakeda', 'Taijiro Tamura', 'Masato Hagiwara']","['Daiei Film', 'Twins Japan']",1,['JP'],['ja'],tt0123948,7.423,297,Released
5,1995-06-09,Party Girl,150000,472370,94,['Comedy'],"Although Mary has little income, she still finds ways to spend her nights at clubs. After being arrested for throwing an illegal rave, she asks her aunt Judy for bail money. Judy then finds Mary a job at her library so that Mary can repay her. Initially, Mary finds the job as a clerk boring and stifling, and prefers to get to know a street food vendor whom she likes. However, Mary must refocus her life once she loses her job and apartment.","Sassy, savvy and definitely clued-in!",['Daisy von Scherler Mayer'],"['Parker Posey', 'Anthony DeSando', 'Guillermo Díaz', 'Donna Mitchell', 'Liev Schreiber', 'Omar Townsend', 'Sasha von Scherler', 'Lum Chang Pang', 'Elizabeth Beer', 'Richard Topol', 'Simon Verhoeven', 'Lady Bunny', 'C. Francis Blackchild', 'John Ventimiglia', 'L.B. Williams', 'Dwight Ewell', 'Wendell Daughtery', 'Teresa Lebron', 'Timothy Duperron', 'Robert Sorce', 'Natasha Twist', 'Irma St. Paule', 'Nicole Bobbitt', 'Marion Rosenfeld', 'Elisa Burchett', 'Heinrich Zwahlen', 'Adam Sigel', 'Ivon Rosas', 'Eduardo Quinones', 'Beth Koules', 'J.J. Clark', 'Margaret Hall', 'Margaret Hall', 'DJ Jazzy Nice', 'Sabah Shayan', 'Anthony Jones']",['Party Productions'],1,['US'],['en'],tt0114095,6.25,32,Released
6,2001-12-15,ゴジラ・モスラ・キングギドラ大怪獣総進撃,9400000,20000000,105,"['Action', 'Science Fiction', 'Fantasy']","Godzilla has become a distant memory for Japan when the destruction of a US submarine raises alarms for Admiral Tachibana. His estranged daughter Yuri investigates the legend of the guardian monsters, who must rise to protect Japan against the vengeful spirits within Godzilla that seek to destroy both the nation and its people for the suffering they inflicted in the Pacific conflict.",The God of Destruction Godzilla lands in Japan!,['Shusuke Kaneko'],"['Chiharu Niiyama', 'Ryûdô Uzaki', 'Masahiro Kobayashi', 'Shirô Sano', 'Takashi Nishina', 'Kaho Minami', ""Shin'ya Ohwada"", 'Kunio Murai', 'Hiroyuki Watanabe', 'Shingo Katsurayama', 'Toshikazu Fukawa', 'Ryo Kase', 'Koichi Ueda', 'Mizuho Yoshida', 'Rie Ôta', 'Masahiko Tsugawa', 'Hideyo Amamoto', 'Ai Maeda', 'Aki Maeda']","['Toho Pictures, Inc.']",3,['JP'],['ja'],tt0279112,7.489,175,Released
7,1996-11-15,La lengua asesina,4000000,219449,98,"['Comedy', 'Horror', 'Science Fiction']","Accidentally ingesting a meteorite part causes a serpentine, man eating tongue to grow out of a woman's mouth.",The movie with outrageous taste.,['Alberto Sciamma'],"['Melinda Clarke', 'Jason Durr', 'Mapi Galán', 'Mabel Karr', 'Robert Englund', 'Alicia Borrachero', 'Doug Bradley', 'Michael Cule', 'David Dale', 'Ricardo Fraguas', 'Alicia Garrigues', 'John Hampden', 'Luchi López', 'Stephen Marcus', 'Jonathan Rhys Meyers', 'Tusse Silberg', 'Edward Tudor-Pole', 'Richard Waters', 'Nigel Whitmey']","['Lolafilms', 'Spice Factory', 'The Noel Gay Motion Picture Company', 'Canal+ España', 'Sogepaq', 'Sociedad General de Televisión (Sogetel)', 'The European Co-Production Fund Limited']",1,"['ES', 'GB']",['es'],tt0116770,5.3,29,Released
8,1995-04-28,Top Dog,6000000,5093707,86,"['Action', 'Adventure', 'Comedy', 'Family', 'Thriller']","With his cop companion shot and killed by terrorists, Reno The Dog pairs up with tough cop Jake in thwarting the criminal organization.",One's tough ... One's smart... Together they unleash explosive action!,['Aaron Norris'],"['Chuck Norris', 'Michele Lamar Richards', 'Carmine Caridi', 'Clyde Kusatsu', 'Kai Wulff', 'Peter Savard Moore', 'Timothy Bottoms', 'Francesco Quinn', 'Herta Ware', 'Linda Castro', 'Erik von Detten', 'John Kerry', 'John Sistrunk', 'Bob Bastanchury', 'Kent Rizley', 'Tony Ferrandini', 'Karalee Austin', 'Jack Banning', 'Bill Dunnam', 'Michelangelo Kowalski', 'Ron Johnson', 'Barbara Savage', 'Eileen Bowman', 'Carey Scott', 'Noah Michael Levine', 'Fred Bailey', 'Bill Brinsfield', 'Greg Benson', 'Betty']",[],1,['US'],['en'],tt0114697,4.292,77,Released
9,1996-08-14,Alaska,23000000,11829959,109,"['Adventure', 'Family']","Jake Barnes and his two kids, Sean and Jessie, have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency delivery in a storm his plane goes down somewhere in the mountains. Annoyed that the authorities aren't doing enough, Jessie and Sean set out on an adventure to find their father with the help of a polar bear which they have saved from a ferocious poacher. Conflict ensues.",A missing father. A desperate search. An unforgettable adventure.,['Fraser Clarke Heston'],"['Thora Birch', 'Vincent Kartheiser', 'Dirk Benedict', 'Ben Cardinal', 'Kristin Lehman', 'Stephen E. Miller', 'Don S. Davis', 'Charlton Heston', 'Duncan Fraser', 'Gordon Tootoosis', 'Ryan Kent', 'Stephen E. Miller', 'Byron Chief-Moon', 'Adrien Dorval', 'Ed Gale', 'Mark McCracken', 'Agee']","['Castle Rock Entertainment', 'Fuchs/Burg']",1,['CA'],['en'],tt0115493,5.854,113,Released
