,date,titre,budget,recette,duree,genres,synopsis,tagline,realisateur,casting,compagnies_production,suite,production_countries,langues,imdb_id,vote_average,vote_count
0,1966-01-01,Bir Millet Uyanıyor,55000,105000,0,"['History', 'War', 'Drama']",Ertem Egilmez's period drama about National Forces in the Turkish War of Independence.,,['Ertem Eğilmez'],"['Tugay Toksöz', 'Erol Taş', 'Hayati Hamzaoğlu', 'Ahmet Danyal Topatan', 'Münir Özkul', 'İhsan Yüce', 'Önder Somer', 'Atıf Kaptan', 'Şeref Gedik', 'Nezihe Güler', 'Sevda Nur', 'Suna Selen', 'Zuhal Üstüntaş']",['Arzu Film'],1,['TR'],['tr'],tt0281662,8.0,2
1,1959-01-01,Samanyolu,55000,100000,0,"['Romance', 'Drama']",Adapted from a Kerime Nadir novel. Main characters are two cousins. Nejat has no parents and cared by his auntie. Zulal has just finished high school and trying to find a suitable man to marry who should be presentable and wealthy. Nejat has been in love with Zulal forever but he cannot tell his feeling to her as he feels like he is going to ruin her good relationship with her.,,['Nevzat Pesen'],"['Göksel Arsoy', 'Suna Pekuysal', 'Belgin Doruk', 'Kenan Pars', 'Hakkı Kıvanç', 'Mualla Sürer', 'Şaziye Moral', 'Mahmure Handan', 'Esen Görkmen', 'Memduh Alpar', 'Eyüp Sabri']",['Pesen Film'],1,['TR'],['tr'],tt0353971,10.0,1
2,1961-01-01,Güneş Doğmasın,55000,100000,82,"['Crime', 'Drama']","Turkish adaptation of Graham Greene's ""A Gun For Sale"" (This Gun for Hire).",,['Memduh Ün'],"['Nilüfer Aydan', 'Göksel Arsoy', 'Reha Yurdakul', 'Ulvi Uraz', 'Ahmet Tarık Tekçe', 'Suphi Kaner', 'Senih Orkan', 'Ümran Taşkent', 'Semiha Yankı', 'Mehmet Ali Akpınar', 'Meriç Başaran', 'Niyazi Er', 'İclal Genç', 'Hüseyin Güler', 'Hakkı Haktan', 'Araksi Hebo', 'Asım Nipton', 'Zeki Tüney', 'Adnan Uygur', 'Selahattin Yazgan']",['Uğur Film'],1,['TR'],['tr'],tt0372948,8.0,1
3,1963-01-01,Şafak Bekçileri,55000,100000,0,"['Drama', 'Romance']","Watchmen of the Dawn is about the lives of pilots in the Turkish air force based in the mid-Anatolian town Eskisehir. Göksel  is a young pilot with Faruk as his best friend and Aydan, a female lieutenant in the air base, as his platonic love interest. After his plane crashes, Göksel takes a 15-day leave of absence and visits his parents in Istanbul.",,['Halit Refiğ'],"['Ekrem Bora', 'Göksel Arsoy', 'Leyla Sayar', 'Nilüfer Aydan', 'Ahmet Tarık Tekçe', 'Hüseyin Baradan', 'Doğan Arsoy', 'Meriç Başaran', 'Mümtaz Ener', 'Deniz Erkanat', 'Nezihe Güler', 'Sami Hazinses', 'Oktay Menteş', 'Asım Nipton', 'Necdet Tosun']",['Göksel Film'],1,['TR'],['tr'],tt0286027,9.0,2
4,1960-01-01,Nilüfer Orman Çiçeği,55000,100000,72,"['Adventure', 'Comedy', 'Romance']",In the middle of the deep African forest exists a jungle tribe led by a shaman-queen Nilüfer (Cavidan Dora). One of the Turkish journalists who arrive there falls in love with her and tries to bring her to Istanbul.,,['Hulki Saner'],"['Göksel Arsoy', 'Ahmet Tarık Tekçe', 'Nuray Uslu', 'Cavidan Dora', 'Ayhan Candeğer', 'Renan Fosforoğlu', 'Dursune Şirin', 'Osman Zıt', 'Aysel Tanju', 'Özdemir Akın', 'Selahattin Içsel', 'Ali Seyhan', 'Ali Ulubay']","['Erman Kardeşler', 'Arı Film']",1,['TR'],['tr'],tt0371007,0.0,0
5,2014-09-10,Gemma Bovery,9700000,154701,99,"['Romance', 'Drama', 'Comedy']","Martin, an ex-Parisian well-heeled hipster passionate about Gustave Flaubert who settled into a Norman village as a baker, sees an English couple moving into a small farm nearby. Not only are the names of the new arrivals Gemma and Charles Bovery, but their behavior also seems to be inspired by Flaubert's heroes.",,['Anne Fontaine'],"['Gemma Arterton', 'Jason Flemyng', 'Fabrice Luchini', 'Elsa Zylberstein', 'Isabelle Candelier', 'Niels Schneider', 'Mel Raido', 'Pip Torrens', 'Kacey Mottet Klein', 'Edith Scob', 'Philippe Uchan', 'Pascale Arbillot', 'Marie-Bénédicte Roy', 'Christian Sinniger', 'Pierre Alloggia', 'Patrice Le Mehauté', 'Marianne Viville', 'Gaspard Beaucarne', 'Jean-Yves Freyburger']","['Gaumont', 'France 2 Cinéma', 'Canal+', 'Ruby Films', 'Ciné@', 'France Télévisions', 'BFI', 'OCS', 'Albertine Productions', 'Cinéfrance 1888']",1,"['GB', 'FR']","['en', 'fr']",tt2788556,6.085,271
6,2014-04-17,Black Rose,7000000,855450,83,"['Action', 'Crime', 'Drama', 'Thriller']",A Russian Police Major is enlisted by the LAPD to help solve a series of gruesome murders perpetrated against young women by a sadistic sociopathic killer on the mean streets of Hollywood.,Russian In USA,['Alexander Nevsky'],"['Alexander Nevsky', 'Kristanna Loken', 'Adrian Paul', 'Robert Davi', 'Matthias Hues', 'Emmanuil Vitorgan', 'Olga Rodionova', 'Oksana Sidorenko', 'Polina Butorina', 'Robert Madrid', 'Andrey Bazhin', 'Arturs Pupols-Kochanevskiy', 'Viktor Efremov']","['Hollywood Storm', 'Czar Pictures']",1,['RU'],"['en', 'ru']",tt3266724,2.5,17
7,1961-01-03,Bülbül Yuvası,55000,105000,0,"['Drama', 'Romance']","Based on a Muazzez Tahsin Berkant novel, the film tells the romance of a young girl who just comes from Istanbul to Izmir.",,['Nejat Saydam'],"['Göksel Arsoy', 'Kenan Pars', 'Altan Erbulak', 'Sadettin Erbil', 'Belgin Doruk', 'Birsen Kaplangi', 'Sabiha Izer', 'Şaziye Moral', 'Lebibe Çakın', 'Semra Eris', 'Fadıl Garan', 'Nezihe Güler', 'Selahattin Içsel', 'Nilgün Kasapbaşoğlu', 'Vahi Öz', 'Aynur Ünan']",['Birsel Film'],1,['TR'],['tr'],tt0372191,8.0,1
8,1932-11-18,Prosperity,628000,1514000,87,"['Drama', 'Comedy']",Longtime friends become feuding mothers-in-law when their children marry.,,['Sam Wood'],"['Marie Dressler', 'Polly Moran', 'Anita Page', 'John Miljan', 'Jacquie Lyn', 'Jerry Tucker', 'Frank Darien', 'Henry Armetta', 'John Roche', 'Edward Brophy', 'Claire Du Brey', 'Herbert Prior', 'Walter Walker']",['Metro-Goldwyn-Mayer'],1,['US'],['en'],tt0023358,5.0,2
9,2015-02-20,The DUFF,8500000,43528634,100,"['Romance', 'Comedy']","Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.","You either know one, you have one, or you are one.",['Ari Sandel'],"['Mae Whitman', 'Robbie Amell', 'Bella Thorne', 'Skyler Samuels', 'Bianca A. Santos', 'Romany Malco', 'Ken Jeong', 'Chris Wylde', 'Allison Janney', 'Seth Meriwether', 'Rebecca Weil', 'Brian Dewar McNamara', 'Benjamin Davis', 'Lai-Ling Bernstein', 'Nick Eversman', 'Erick Chavarria', 'Demetrius Bridges']","['Wonderland Sound and Vision', 'CBS Films', 'Vast Entertainment']",1,['US'],['en'],tt1666801,6.8,4079
